# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 23:53:42+0200
# parameter filename: "TOV_pert_150_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_150_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-21.53.39-3492
# Run ID: run-TOV_pert_150_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-21.53.39-3492
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 1.05235370590289e-05
512 0.5 1.88537692547643e-05
1024 1 2.36977778879186e-05
1536 1.5 2.59272470871659e-05
2048 2 2.6008977604861e-05
2560 2.5 2.56915004773106e-05
3072 3 2.63042937581861e-05
3584 3.5 2.72407273675211e-05
4096 4 2.74209891481339e-05
4608 4.5 2.7139057863266e-05
5120 5 2.70792979914994e-05
5632 5.5 2.77015999707105e-05
6144 6 2.79493864285135e-05
6656 6.5 2.78185945518096e-05
7168 7 2.76859432687427e-05
7680 7.5 2.79595237507329e-05
8192 8 2.82534135065574e-05
8704 8.5 2.82223464649773e-05
9216 9 2.81440141403926e-05
9728 9.5 2.82589040359203e-05
10240 10 2.86179257863138e-05
10752 10.5 2.8653693564684e-05
11264 11 2.86866704294576e-05
11776 11.5 2.87370842554063e-05
12288 12 2.89192373165007e-05
12800 12.5 2.90142986429336e-05
13312 13 2.89552259652446e-05
13824 13.5 2.89894050733665e-05
14336 14 2.91120922346945e-05
14848 14.5 2.91319244908753e-05
15360 15 2.91446406633108e-05
15872 15.5 2.9164019593289e-05
16384 16 2.91938153821275e-05
16896 16.5 2.92028619281845e-05
17408 17 2.90413919124023e-05
17920 17.5 2.90489964889562e-05
18432 18 2.90344261372112e-05
18944 18.5 2.90859733627527e-05
19456 19 2.89917493457717e-05
19968 19.5 2.88334918850567e-05
20480 20 2.87847046222463e-05
20992 20.5 2.87099389939645e-05
21504 21 2.86731752461506e-05
22016 21.5 2.8579885860164e-05
22528 22 2.84606080476353e-05
23040 22.5 2.84596255885329e-05
23552 23 2.84325787632897e-05
24064 23.5 2.85010401203943e-05
24576 24 2.84849850563155e-05
25088 24.5 2.85320025611784e-05
25600 25 2.85854067914026e-05
26112 25.5 2.86371761609828e-05
26624 26 2.87458653785646e-05
27136 26.5 2.87863361894343e-05
27648 27 2.89010893373565e-05
28160 27.5 2.89820731035231e-05
28672 28 2.92291045268896e-05
29184 28.5 2.94631947062207e-05
29696 29 2.9649855641554e-05
30208 29.5 2.97448372729893e-05
30720 30 2.97976772057512e-05
31232 30.5 2.9886365295513e-05
31744 31 3.00029456450443e-05
32256 31.5 3.01801125565873e-05
32768 32 3.02782636612078e-05
33280 32.5 3.03671877266579e-05
33792 33 3.04110802427268e-05
34304 33.5 3.04868972266682e-05
34816 34 3.05292062632464e-05
35328 34.5 3.06256643392277e-05
35840 35 3.07374410634763e-05
36352 35.5 3.08393250991655e-05
36864 36 3.08482460776364e-05
37376 36.5 3.08046448052778e-05
37888 37 3.07808508520266e-05
38400 37.5 3.07910405180634e-05
38912 38 3.08728179937286e-05
39424 38.5 3.08838670516149e-05
39936 39 3.08284943434233e-05
40448 39.5 3.07353515546784e-05
40960 40 3.06959288084833e-05
41472 40.5 3.06864773032582e-05
41984 41 3.06195640347072e-05
42496 41.5 3.05229451212092e-05
43008 42 3.04437531544862e-05
43520 42.5 3.03446489460818e-05
44032 43 3.03409491585636e-05
44544 43.5 3.01832107749565e-05
45056 44 3.00745493940803e-05
45568 44.5 2.99689982813116e-05
46080 45 2.9856341330347e-05
46592 45.5 2.98268412685081e-05
47104 46 2.96706619582187e-05
47616 46.5 2.95774464421742e-05
48128 47 2.94280054027121e-05
48640 47.5 2.93672148208267e-05
49152 48 2.92971971517456e-05
49664 48.5 2.92323233001096e-05
50176 49 2.91261457482483e-05
50688 49.5 2.89690800147965e-05
51200 50 2.88533560262847e-05
51712 50.5 2.87247504290102e-05
52224 51 2.86662124872638e-05
52736 51.5 2.85787335713265e-05
53248 52 2.84529791527778e-05
53760 52.5 2.83268102523101e-05
54272 53 2.81933400312206e-05
54784 53.5 2.81129876344947e-05
55296 54 2.79890870739534e-05
55808 54.5 2.78513792775331e-05
56320 55 2.77595438116964e-05
56832 55.5 2.76628672510198e-05
57344 56 2.75343641976199e-05
57856 56.5 2.7331580183265e-05
58368 57 2.71688822405237e-05
58880 57.5 2.70675592442328e-05
59392 58 2.69307692698057e-05
59904 58.5 2.67682668247118e-05
60416 59 2.65840200579023e-05
60928 59.5 2.64236167267605e-05
61440 60 2.62922007072276e-05
61952 60.5 2.61300006131212e-05
62464 61 2.59791802651556e-05
62976 61.5 2.58700457937553e-05
63488 62 2.58074526011937e-05
64000 62.5 2.57585054688613e-05
64512 63 2.56306649219384e-05
65024 63.5 2.55285081120802e-05
65536 64 2.5491696595146e-05
66048 64.5 2.55080629013082e-05
66560 65 2.54267467733302e-05
67072 65.5 2.53089376922919e-05
67584 66 2.52527104837266e-05
68096 66.5 2.527467982643e-05
68608 67 2.52773932684044e-05
69120 67.5 2.51935005486559e-05
69632 68 2.51510178540282e-05
70144 68.5 2.51891190404599e-05
70656 69 2.52637822404241e-05
71168 69.5 2.5254964894289e-05
71680 70 2.52556482376574e-05
72192 70.5 2.53226612736056e-05
72704 71 2.54588308688095e-05
73216 71.5 2.55762664190186e-05
73728 72 2.56542250860591e-05
74240 72.5 2.57269338679095e-05
74752 73 2.58582418739198e-05
75264 73.5 2.60351397531056e-05
75776 74 2.61954097582731e-05
76288 74.5 2.63376761617624e-05
76800 75 2.64608003894872e-05
77312 75.5 2.66180144606403e-05
77824 76 2.67974672886055e-05
78336 76.5 2.70223109201556e-05
78848 77 2.72233185087434e-05
79360 77.5 2.74019437653556e-05
79872 78 2.7573236961319e-05
80384 78.5 2.78036117673381e-05
80896 79 2.80862107839629e-05
81408 79.5 2.83520245197223e-05
81920 80 2.85684318154773e-05
82432 80.5 2.87950032288496e-05
82944 81 2.91012081543218e-05
83456 81.5 2.94327190919122e-05
83968 82 2.97207458451974e-05
84480 82.5 2.99610016456721e-05
84992 83 3.02774809498766e-05
85504 83.5 3.06588456637486e-05
86016 84 3.10303331878728e-05
86528 84.5 3.13337427901401e-05
87040 85 3.1646020445194e-05
87552 85.5 3.20337482708857e-05
88064 86 3.24521009680547e-05
88576 86.5 3.2833622416754e-05
89088 87 3.32059185436692e-05
89600 87.5 3.36106260845319e-05
90112 88 3.40536772302668e-05
90624 88.5 3.45031167019385e-05
91136 89 3.4923461613553e-05
91648 89.5 3.53488714992203e-05
92160 90 3.58155949255899e-05
92672 90.5 3.63127627689129e-05
93184 91 3.67882918940035e-05
93696 91.5 3.72468952748362e-05
94208 92 3.77362579649717e-05
94720 92.5 3.8265436463852e-05
95232 93 3.88040091364152e-05
95744 93.5 3.93090326104258e-05
96256 94 3.98180756810258e-05
96768 94.5 4.03606587881286e-05
97280 95 4.09239114980648e-05
97792 95.5 4.14799591555215e-05
98304 96 4.20134551896273e-05
98816 96.5 4.25686602255719e-05
99328 97 4.31524112910397e-05
99840 97.5 4.37491943620769e-05
100352 98 4.43269242052658e-05
100864 98.5 4.48966390950366e-05
101376 99 4.54811398381244e-05
101888 99.5 4.609386555509e-05
102400 100 4.6722268479666e-05
102912 100.5 4.73335481473481e-05
103424 101 4.79357992260773e-05
103936 101.5 4.8554972459697e-05
104448 102 4.92097144432184e-05
104960 102.5 4.98784539781092e-05
105472 103 5.05197260234026e-05
105984 103.5 5.11395775696534e-05
106496 104 5.17926863596375e-05
107008 104.5 5.24831209026146e-05
107520 105 5.31649724483435e-05
108032 105.5 5.38074772062091e-05
108544 106 5.444657667878e-05
109056 106.5 5.51441374650345e-05
