# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 23:53:42+0200
# parameter filename: "TOV_pert_150_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_150_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-21.53.39-3492
# Run ID: run-TOV_pert_150_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-21.53.39-3492
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.5 -0.00446143673360079 -0.00446143673360079 -0.00446143673360079
1024 1 -0.00848032194116085 -0.00848032194116085 -0.00848032194116085
1536 1.5 -0.0121105284839845 -0.0121105284839845 -0.0121105284839845
2048 2 -0.0156393696990873 -0.0156393696990873 -0.0156393696990873
2560 2.5 -0.0187895039227381 -0.0187895039227381 -0.0187895039227381
3072 3 -0.0215627380911662 -0.0215627380911662 -0.0215627380911662
3584 3.5 -0.0244247220870071 -0.0244247220870071 -0.0244247220870072
4096 4 -0.0274286323593158 -0.0274286323593158 -0.0274286323593159
4608 4.5 -0.0301923234928331 -0.0301923234928331 -0.0301923234928331
5120 5 -0.0327094353485918 -0.0327094353485918 -0.0327094353485919
5632 5.5 -0.0351938109475842 -0.0351938109475842 -0.0351938109475843
6144 6 -0.0377138890738682 -0.0377138890738683 -0.0377138890738685
6656 6.5 -0.0401288007397917 -0.0401288007397917 -0.0401288007397916
7168 7 -0.0424503658005514 -0.0424503658005514 -0.0424503658005514
7680 7.5 -0.0447049422614309 -0.0447049422614309 -0.044704942261431
8192 8 -0.0469114226211944 -0.0469114226211944 -0.0469114226211946
8704 8.5 -0.0492220890127523 -0.0492220890127521 -0.0492220890127523
9216 9 -0.0519064171405554 -0.0519064171405553 -0.0519064171405553
9728 9.5 -0.0545032625718164 -0.0545032625718164 -0.0545032625718163
10240 10 -0.0569838358518099 -0.05698383585181 -0.0569838358518101
10752 10.5 -0.059224804164287 -0.0592248041642871 -0.0592248041642875
11264 11 -0.0612329735045616 -0.0612329735045616 -0.0612329735045617
11776 11.5 -0.062986329771446 -0.0629863297714459 -0.0629863297714456
12288 12 -0.064461884895605 -0.0644618848956052 -0.0644618848956051
12800 12.5 -0.0656199968415029 -0.0656199968415032 -0.0656199968415035
13312 13 -0.0663145988190408 -0.0663145988190411 -0.0663145988190411
13824 13.5 -0.0661377083167879 -0.0661377083167878 -0.0661377083167879
14336 14 -0.0673599496277143 -0.0673599496277144 -0.0673599496277143
14848 14.5 -0.0693035380668167 -0.0693035380668164 -0.0693035380668167
15360 15 -0.0712112342453228 -0.0712112342453221 -0.0712112342453224
15872 15.5 -0.0732137110768799 -0.0732137110768798 -0.0732137110768799
16384 16 -0.0751109826158739 -0.075110982615874 -0.0751109826158742
16896 16.5 -0.076723140507629 -0.0767231405076294 -0.0767231405076292
17408 17 -0.0643222034805875 -0.0643222034805875 -0.064322203480587
17920 17.5 -0.0660629717012064 -0.0660629717012065 -0.0660629717012068
18432 18 -0.0603578321267812 -0.0603578321267809 -0.0603578321267807
18944 18.5 -0.0623142848729074 -0.0623142848729072 -0.0623142848729068
19456 19 -0.0639899437628253 -0.0639899437628257 -0.0639899437628258
19968 19.5 -0.0663643765135742 -0.0663643765135743 -0.0663643765135744
20480 20 -0.0651900234670639 -0.065190023467063 -0.0651900234670633
20992 20.5 -0.0673703499748133 -0.0673703499748128 -0.0673703499748129
21504 21 -0.0694184056820256 -0.0694184056820253 -0.069418405682026
22016 21.5 -0.0714437572663296 -0.0714437572663287 -0.0714437572663296
22528 22 -0.0574066593231264 -0.0574066593231257 -0.0574066593231265
23040 22.5 -0.0561841321207133 -0.0561841321207132 -0.0561841321207134
23552 23 -0.0576026692466964 -0.0576026692466967 -0.0576026692466966
24064 23.5 -0.0581854992063548 -0.0581854992063558 -0.0581854992063543
24576 24 -0.0599151496906544 -0.0599151496906546 -0.0599151496906539
25088 24.5 -0.0539711000005198 -0.0539711000005197 -0.0539711000005193
25600 25 -0.0557435823416288 -0.0557435823416285 -0.0557435823416284
26112 25.5 -0.0568865761753609 -0.0568865761753602 -0.0568865761753601
26624 26 -0.0590949164958536 -0.0590949164958531 -0.059094916495853
27136 26.5 -0.0611289430757082 -0.061128943075708 -0.0611289430757081
27648 27 -0.0627981071768496 -0.0627981071768495 -0.0627981071768487
28160 27.5 -0.0632206751182595 -0.0632206751182592 -0.0632206751182589
28672 28 -0.0609896107202004 -0.0609896107201994 -0.0609896107201995
29184 28.5 -0.0612570292976033 -0.0612570292976031 -0.0612570292976031
29696 29 -0.0628235801599283 -0.0628235801599278 -0.0628235801599278
30208 29.5 -0.0643062369561047 -0.0643062369561051 -0.0643062369561049
30720 30 -0.06569429492891 -0.0656942949289109 -0.0656942949289105
31232 30.5 -0.0669613592803846 -0.0669613592803848 -0.0669613592803842
31744 31 -0.0680698854961419 -0.0680698854961414 -0.0680698854961415
32256 31.5 -0.068955238431698 -0.068955238431697 -0.0689552384316976
32768 32 -0.0694741370536858 -0.0694741370536858 -0.0694741370536857
33280 32.5 -0.0692122731816484 -0.0692122731816486 -0.0692122731816485
33792 33 -0.0667226754344774 -0.0667226754344769 -0.0667226754344774
34304 33.5 -0.0621184438006337 -0.0621184438006341 -0.062118443800634
34816 34 -0.0596230096228235 -0.0596230096228232 -0.0596230096228231
35328 34.5 -0.0606956816822531 -0.060695681682253 -0.060695681682253
35840 35 -0.0617759695580395 -0.0617759695580395 -0.0617759695580396
36352 35.5 -0.062641156205124 -0.0626411562051237 -0.0626411562051238
36864 36 -0.063512682622259 -0.0635126826222589 -0.0635126826222587
37376 36.5 -0.0641247748487182 -0.0641247748487181 -0.064124774848718
37888 37 -0.0638707306209355 -0.0638707306209357 -0.0638707306209352
38400 37.5 -0.0626286651022773 -0.0626286651022772 -0.0626286651022774
38912 38 -0.0634740832631626 -0.0634740832631626 -0.063474083263163
39424 38.5 -0.0646452773490779 -0.0646452773490782 -0.0646452773490778
39936 39 -0.0656193956968189 -0.0656193956968189 -0.0656193956968184
40448 39.5 -0.0662875070619485 -0.0662875070619489 -0.0662875070619486
40960 40 -0.0663215247453147 -0.0663215247453144 -0.0663215247453149
41472 40.5 -0.0661201696061971 -0.0661201696061972 -0.0661201696061971
41984 41 -0.0659988955256587 -0.0659988955256584 -0.0659988955256588
42496 41.5 -0.0664874473374387 -0.0664874473374388 -0.0664874473374389
43008 42 -0.0657897412418372 -0.0657897412418375 -0.0657897412418369
43520 42.5 -0.0653303523885456 -0.0653303523885453 -0.0653303523885445
44032 43 -0.0660377788393324 -0.0660377788393315 -0.0660377788393313
44544 43.5 -0.0663886454170478 -0.0663886454170467 -0.0663886454170474
45056 44 -0.0658315053017592 -0.0658315053017596 -0.0658315053017595
45568 44.5 -0.0635058659114302 -0.0635058659114292 -0.0635058659114295
46080 45 -0.0638777648022751 -0.0638777648022751 -0.0638777648022751
46592 45.5 -0.0633645524604772 -0.0633645524604772 -0.0633645524604762
47104 46 -0.063690844325828 -0.0636908443258276 -0.0636908443258277
47616 46.5 -0.0643892898059152 -0.064389289805915 -0.0643892898059152
48128 47 -0.0648927590102565 -0.0648927590102569 -0.0648927590102573
48640 47.5 -0.0651000886941905 -0.0651000886941905 -0.0651000886941907
49152 48 -0.0646786638064204 -0.0646786638064205 -0.0646786638064203
49664 48.5 -0.0632994146594879 -0.0632994146594881 -0.0632994146594883
50176 49 -0.0632212972932591 -0.0632212972932593 -0.0632212972932592
50688 49.5 -0.0635636545928146 -0.0635636545928151 -0.0635636545928149
51200 50 -0.0638874475164848 -0.0638874475164855 -0.0638874475164851
51712 50.5 -0.0645501618443921 -0.0645501618443936 -0.0645501618443907
52224 51 -0.0649839619593989 -0.0649839619593998 -0.0649839619593979
52736 51.5 -0.0650915684458688 -0.0650915684458684 -0.0650915684458688
