# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 23:53:42+0200
# parameter filename: "TOV_pert_150_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_150_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-21.53.39-3492
# Run ID: run-TOV_pert_150_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-21.53.39-3492
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 2.26396512985229 0 0.195792436599731 0 2.20511221885681 0 0 0 0 0 0 0 0 0 37.7144521124739 55144.3312118388 0 55144.3312118388 160 427535 2447 425088 0 0 0 0 2.26259779930115 1717538022.51332 266
512 0.5 2339.67997684414 2339.67997684414 3.19412398338318 0.769335985183716 0.967233180999756 0 2.2292218208313 3 311083.849721197 311083.849721197 239328 239328 152734.308888385 152734.308888385 117504 117504 81.7283001955942 198432.271365552 7543.70173069114 190888.569634861 186 442083 16995 425088 0 0 0 0 3.1833221912384 1717538023.44348 905
1024 1 2238.11965566191 2238.11965566191 4.03328108787537 1.6084930896759 1.72690892219543 0 2.36378693580627 6 297580.389416808 297580.389416808 478656 478656 146104.45112161 146104.45112161 235008 235008 105.793853928196 194447.36919455 7889.44658228466 186557.922612266 284 457301 18389 438912 0 0 0 0 4.01384806632996 1717538024.28264 1544
1536 1.5 2220.15452204746 2220.15452204746 4.8570511341095 2.43226313591003 2.48042559623718 0 2.38102173805237 9 295191.74525143 295191.74525143 717984 717984 144931.687199258 144931.687199258 352512 352512 128.753981274622 192911.75353205 8233.1018026161 184678.651729434 310 458680 19768 438912 0 0 0 0 4.82844734191895 1717538025.10641 2183
2048 2 2180.64983952552 2180.64983952552 5.72655606269836 3.3017680644989 3.23129630088806 0 2.59305310249329 12 289939.202663312 289939.202663312 957312 957312 142352.821524226 142352.821524226 470016 470016 164.311550354399 230012.124903424 8407.94225959829 221604.182643826 492 885172 21172 864000 0 0 0 0 5.69145607948303 1717538025.97591 2822
2560 2.5 2182.51021709159 2182.51021709159 6.54848003387451 4.12369203567505 3.94582986831665 0 2.60496425628662 15 290186.558464497 290186.558464497 1196640 1196640 142474.266971739 142474.266971739 587520 587520 197.491006206678 340554.797463538 8585.47963752573 331969.317826012 518 886546 22546 864000 0 0 0 0 6.50520205497742 1717538026.79784 3461
3072 3 2218.36739441185 2218.36739441185 7.29323315620422 4.86844515800476 4.63374614715576 0 2.7064471244812 18 294954.128760999 294954.128760999 1435968 1435968 144815.023507205 144815.023507205 705024 705024 216.583122248861 335762.121402311 8938.18992878067 326823.931473531 616 901787 23963 877824 0 0 0 0 7.24097108840942 1717538027.54259 4100
3584 3.5 2251.9700241461 2251.9700241461 8.01988911628723 5.59510111808777 5.29527902603149 0 2.72686672210693 21 299421.934410466 299421.934410466 1675296 1675296 147008.603176258 147008.603176258 822528 822528 234.161945697014 331409.988984973 9226.64130545021 322183.347679523 642 903163 25339 877824 0 0 0 0 7.96048927307129 1717538028.26925 4739
4096 4 2259.12050765484 2254.17293548603 8.79894995689392 6.37416195869446 5.96857094764709 0 2.92592000961304 24 300372.662697788 300372.662697788 1914624 1914624 147475.386739708 147475.386739708 940032 940032 262.155703379615 359821.775342733 9383.90226652639 350437.873076207 824 1329665 26753 1302912 0 0 0 0 8.7315788269043 1717538029.04831 5378
4608 4.5 2272.30232565139 2253.89383856326 9.55412101745605 7.12933301925659 6.61790418624878 0 2.93847370147705 27 302125.317218609 302125.317218609 2153952 2153952 148335.895818523 148335.895818523 1057536 1057536 288.125860123264 453251.948512535 9513.60257291164 443738.345939624 850 1331046 28134 1302912 0 0 0 0 9.47913551330566 1717538029.80348 6017
