# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 23:53:42+0200
# parameter filename: "TOV_pert_150_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_150_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-21.53.39-3492
# Run ID: run-TOV_pert_150_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-21.53.39-3492
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.966875255744351
512 0.5 0.966884141513851
1024 1 0.966891919746972
1536 1.5 0.966899267429123
2048 2 0.96690729298555
2560 2.5 0.966915662729129
3072 3 0.966924064392414
3584 3.5 0.966932585276906
4096 4 0.966941284408859
4608 4.5 0.966950141093016
5120 5 0.966959130753754
5632 5.5 0.966968260804103
6144 6 0.96697755502245
6656 6.5 0.966987009618372
7168 7 0.966996606245821
7680 7.5 0.967006347837615
8192 8 0.967016245734971
8704 8.5 0.967026296690251
9216 9 0.9670364922828
9728 9.5 0.967046832626872
10240 10 0.967057322185158
10752 10.5 0.96706795969734
11264 11 0.96707873875911
11776 11.5 0.967089656905441
12288 12 0.967100715711178
12800 12.5 0.96711191272623
13312 13 0.96712324163886
13824 13.5 0.967134698543809
14336 14 0.967146281798572
14848 14.5 0.96715798738871
15360 15 0.967169808485287
15872 15.5 0.96718173900574
16384 16 0.967193774542702
16896 16.5 0.967205909229582
17408 17 0.967218134628269
17920 17.5 0.967230442498374
18432 18 0.967242825748152
18944 18.5 0.967255276110015
19456 19 0.967267783296034
19968 19.5 0.967280336811253
20480 20 0.967292926840342
20992 20.5 0.967305542850241
21504 21 0.967318172669021
22016 21.5 0.967330803718132
22528 22 0.967343424002433
23040 22.5 0.96735602115839
23552 23 0.967368581919222
24064 23.5 0.967381093143595
24576 24 0.967393540558897
25088 24.5 0.967405904325383
25600 25 0.967418166240455
26112 25.5 0.967430346346829
26624 26 0.967442524103716
27136 26.5 0.967454701455014
27648 27 0.967466437088264
28160 27.5 0.967476497071028
28672 28 0.967482849560308
29184 28.5 0.96748278083526
29696 29 0.967472591957015
30208 29.5 0.967447255347908
30720 30 0.967401129799603
31232 30.5 0.967329403422504
31744 31 0.967228570106804
32256 31.5 0.96709600235693
32768 32 0.966930393039215
33280 32.5 0.966732746221136
33792 33 0.966506119365952
34304 33.5 0.966254911135952
34816 34 0.965985334875329
35328 34.5 0.965705855155957
35840 35 0.965426269240225
36352 35.5 0.965156375963865
36864 36 0.964904839935798
37376 36.5 0.964678739682243
37888 37 0.964484643172327
38400 37.5 0.964328893178545
38912 38 0.964214978500532
39424 38.5 0.964142137864226
39936 39 0.964107937377346
40448 39.5 0.964109774486863
40960 40 0.964143160656617
41472 40.5 0.964201595470522
41984 41 0.964278815651597
42496 41.5 0.964369576958732
43008 42 0.964468915378764
43520 42.5 0.964572028920713
44032 43 0.964674903958773
44544 43.5 0.964775036101626
45056 44 0.96487146105912
45568 44.5 0.964963959728466
46080 45 0.965052547244521
46592 45.5 0.965137412906691
47104 46 0.96521889561515
47616 46.5 0.965297664772143
