# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 08 2024 at 15:02:42+0200
# parameter filename: "TOV_0_subgrid_2_dx_0-5.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_0_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.08-13.02.38-69120
# Run ID: run-TOV_0_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.08-13.02.38-69120
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 3.12579011917114 0 1.28262186050415 0 1.97583770751953 0 0 0 0 0 0 0 0 0 42.3184370896289 540009.299378797 0 540009.299378797 160 2029939 2371 2027568 0 0 0 0 3.12436032295227 1717851762.57917 266
512 0.125 87.489354332903 87.489354332903 8.48832297325134 5.14348292350769 6.42978239059448 0 2.07562971115112 3 475495.697443107 475495.697443107 2445704 2445704 389476.164262997 389476.164262997 2003264 2003264 88.4121505951081 992882.053052387 7927.94669072618 984954.106361661 186 2044092 16524 2027568 0 0 0 0 8.47810673713684 1717851767.94171 905
1024 0.25 86.3559938362404 82.8477225227549 13.7668149471283 10.4219748973846 11.5699274539948 0 2.26562762260437 6 469335.998998374 469335.998998374 4891408 4891408 384430.785858583 384430.785858583 4006528 4006528 111.066224721398 938103.114720914 8096.4546685226 930006.660052392 284 2076950 17990 2058960 0 0 0 0 13.7480492591858 1717851773.2202 1544
1536 0.375 85.1384745281738 83.0152125553468 19.2013609409332 15.8565208911896 16.8562471866608 0 2.36914086341858 9 462718.906016562 462718.906016562 7337112 7337112 379010.757860461 379010.757860461 6009792 6009792 130.484075428116 886188.141711163 8209.40986974539 877978.731841417 310 2078421 19461 2058960 0 0 0 0 19.1684834957123 1717851778.65474 2183
2048 0.5 68.7935595700326 78.2288114606946 29.5100800991058 26.1652400493622 26.8042757511139 0 2.82687854766846 12 373885.964032593 373885.964032593 9782816 9782816 306248.136263337 306248.136263337 8013056 8013056 151.526107312331 1136458.00084624 7666.85145413247 1128791.14939211 492 4107474 20946 4086528 0 0 0 0 29.4676413536072 1717851788.96346 2822
2560 0.625 70.80226829029 76.7082399510092 35.1234829425812 31.7786428928375 32.2287549972534 0 2.91306161880493 15 384803.090592523 384803.090592523 12228520 12228520 315190.30040951 315190.30040951 10016320 10016320 177.564182095116 1419378.63509131 7664.62355670106 1411714.01153461 518 4108921 22393 4086528 0 0 0 0 35.0726702213287 1717851794.57687 3461
3072 0.75 69.1742572914445 75.2669053791691 42.3767011165619 39.0318610668182 39.3560075759888 0 3.07897615432739 18 375955.0172327 375955.0172327 14674224 14674224 307942.887463752 307942.887463752 12019584 12019584 190.684686236233 1365832.69523502 7839.92142265011 1357992.77381237 616 4141807 23887 4117920 0 0 0 0 42.3180251121521 1717851801.83008 4100
3584 0.875 65.9333705473654 73.5903290688686 51.1203439235687 47.7755038738251 47.9687051773071 0 3.1702675819397 21 358341.129069275 358341.129069275 17119928 17119928 293515.439147105 293515.439147105 14022848 14022848 202.434368709542 1314577.69546539 7981.24468733516 1306596.45077805 642 4143283 25363 4117920 0 0 0 0 51.053747177124 1717851810.57373 4739
4096 1 64.1735765860229 72.196084018848 59.4426951408386 56.097855091095 55.8747594356537 0 3.96975612640381 24 348776.828779428 348776.828779428 19565632 19565632 285681.36828005 285681.36828005 16026112 16026112 207.963388724108 1440579.21013842 7468.18390288758 1433111.02623554 824 6172327 26839 6145488 0 0 0 0 59.3562240600586 1717851818.89608 5378
4608 1.125 61.6825266906552 70.7249215189845 69.0036289691925 65.6587889194489 64.8747725486755 0 4.1483325958252 27 335238.22723876 335238.22723876 22011336 22011336 274591.966996508 274591.966996508 18029376 18029376 204.899350773276 1495214.50281553 6790.74231321645 1488423.76050232 850 6173735 28247 6145488 0 0 0 0 68.9044871330261 1717851828.45701 6017
5120 1.25 60.1341223487479 69.4995776276671 78.177561044693 74.8327209949493 73.8329677581787 0 4.47452664375305 30 326822.807921827 326822.807921827 24457040 24457040 267698.938828538 267698.938828538 20032640 20032640 208.995397294944 1424891.02932044 6797.41417721838 1418093.61514322 948 6206616 29736 6176880 0 0 0 0 78.0677006244659 1717851837.63094 6656
