# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 08 2024 at 15:02:42+0200
# parameter filename: "TOV_0_subgrid_2_dx_0-5.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_0_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.08-13.02.38-69120
# Run ID: run-TOV_0_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.08-13.02.38-69120
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.125 1.48724756323353e-07 1.48724756323928e-07 1.48724756324592e-07
1024 0.25 4.44710089527625e-07 4.44710089528558e-07 4.4471008952885e-07
1536 0.375 9.32493540566672e-07 9.32493540567588e-07 9.32493540569105e-07
2048 0.5 1.55846936007796e-06 1.55846936008088e-06 1.55846936008002e-06
2560 0.625 2.2227124799158e-06 2.22271247991875e-06 2.22271247992089e-06
3072 0.75 2.78387880450822e-06 2.78387880451605e-06 2.78387880452016e-06
3584 0.875 3.11740574723946e-06 3.11740574724525e-06 3.11740574725e-06
4096 1 3.17356586887988e-06 3.17356586888281e-06 3.17356586888659e-06
4608 1.125 3.0189111568164e-06 3.01891115685302e-06 3.01891115683737e-06
5120 1.25 2.83390577476837e-06 2.83390577480413e-06 2.8339057747545e-06
5632 1.375 2.79733722768209e-06 2.79733722769933e-06 2.79733722766622e-06
6144 1.5 2.91083693830078e-06 2.91083693831703e-06 2.91083693832444e-06
6656 1.625 3.02756138293862e-06 3.02756138290777e-06 3.02756138295494e-06
7168 1.75 3.04312928495349e-06 3.04312928497577e-06 3.04312928502417e-06
7680 1.875 2.9757392310158e-06 2.97573923107134e-06 2.97573923105628e-06
8192 2 2.91348974978385e-06 2.91348974984163e-06 2.91348974983314e-06
8704 2.125 2.91291411928958e-06 2.91291411935862e-06 2.91291411934838e-06
9216 2.25 2.94994966083437e-06 2.94994966086933e-06 2.94994966088771e-06
9728 2.375 2.96966496830649e-06 2.96966496834835e-06 2.96966496828691e-06
10240 2.5 2.94897757246775e-06 2.94897757250677e-06 2.94897757237041e-06
10752 2.625 2.90476371878252e-06 2.9047637187441e-06 2.90476371876251e-06
11264 2.75 2.86439340374561e-06 2.86439340370495e-06 2.86439340376857e-06
11776 2.875 2.83946413924808e-06 2.83946413926843e-06 2.83946413931703e-06
12288 3 2.82362334548568e-06 2.82362334550592e-06 2.82362334553111e-06
12800 3.125 2.80582879484529e-06 2.80582879487618e-06 2.80582879483048e-06
13312 3.25 2.7802397779511e-06 2.78023977811206e-06 2.78023977811179e-06
13824 3.375 2.74787995227866e-06 2.74787995247572e-06 2.74787995244835e-06
14336 3.5 2.71398177907167e-06 2.71398177913815e-06 2.71398177919896e-06
14848 3.625 2.68496564185153e-06 2.68496564183245e-06 2.68496564188736e-06
15360 3.75 2.66562914286585e-06 2.66562914296905e-06 2.66562914299698e-06
15872 3.875 2.65616095973423e-06 2.65616096002708e-06 2.65616095995411e-06
16384 4 2.65114050624242e-06 2.65114050618066e-06 2.65114050581962e-06
16896 4.125 2.64361160008535e-06 2.64361160015068e-06 2.64361160020306e-06
17408 4.25 2.632598536122e-06 2.63259853599899e-06 2.63259853588355e-06
17920 4.375 2.625475291697e-06 2.62547529110087e-06 2.62547529091506e-06
18432 4.5 2.63027298603949e-06 2.630272986011e-06 2.63027298603175e-06
18944 4.625 2.64606097635871e-06 2.64606097632377e-06 2.64606097598077e-06
19456 4.75 2.662525591278e-06 2.66252559153918e-06 2.66252559123203e-06
19968 4.875 2.67136301848015e-06 2.67136301894431e-06 2.67136301876882e-06
20480 5 2.67498334689087e-06 2.67498334878927e-06 2.67498334971886e-06
20992 5.125 2.68218283316144e-06 2.68218283224198e-06 2.68218283352758e-06
21504 5.25 2.69686151837679e-06 2.69686151942217e-06 2.6968615227394e-06
22016 5.375 2.71401341161727e-06 2.71401341236605e-06 2.71401340918192e-06
22528 5.5 2.72641265185073e-06 2.72641265275036e-06 2.72641265145443e-06
23040 5.625 2.73222328405208e-06 2.73222328371535e-06 2.73222328407633e-06
23552 5.75 2.73529786078725e-06 2.73529785898439e-06 2.73529786051088e-06
24064 5.875 2.73936257679727e-06 2.73936257364728e-06 2.73936257702016e-06
24576 6 2.74399277652766e-06 2.74399277568085e-06 2.74399277722455e-06
25088 6.125 2.74643877651345e-06 2.74643877728638e-06 2.74643877681421e-06
25600 6.25 2.7446608537018e-06 2.74466085619797e-06 2.74466085728955e-06
26112 6.375 2.73873413690168e-06 2.73873413840914e-06 2.73873413855831e-06
26624 6.5 2.73024868695813e-06 2.73024868604148e-06 2.73024868411383e-06
27136 6.625 2.72079984194849e-06 2.72079984242959e-06 2.72079984218104e-06
27648 6.75 2.71121196748923e-06 2.71121196304895e-06 2.71121196488006e-06
28160 6.875 2.70127649630229e-06 2.70127649144964e-06 2.70127648537701e-06
