# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 08 2024 at 14:14:17+0200
# parameter filename: "TOV_0_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_0_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.08-12.14.14-67183
# Run ID: run-TOV_0_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.08-12.14.14-67183
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 5.71220492974619e-07
512 0.25 5.52545053514925e-06
1024 0.5 9.02553302845546e-06
1536 0.75 1.17178663819886e-05
2048 1 1.38466364070699e-05
2560 1.25 1.53957640687722e-05
3072 1.5 1.63140447933127e-05
3584 1.75 1.66862889684774e-05
4096 2 1.66027572671217e-05
4608 2.25 1.63991440842016e-05
5120 2.5 1.62849671822972e-05
5632 2.75 1.64084301066477e-05
6144 3 1.68723289445405e-05
6656 3.25 1.73862051652563e-05
7168 3.5 1.7782696057926e-05
7680 3.75 1.79886265810645e-05
8192 4 1.7989709804642e-05
8704 4.25 1.78634345377818e-05
9216 4.5 1.76977052274624e-05
9728 4.75 1.75829401452125e-05
10240 5 1.76089614205522e-05
10752 5.25 1.78972741459437e-05
11264 5.5 1.82193707281894e-05
11776 5.75 1.84248096815341e-05
12288 6 1.84726706765964e-05
12800 6.25 1.84329808983993e-05
13312 6.5 1.83574423841564e-05
13824 6.75 1.82751591976843e-05
14336 7 1.82378463494602e-05
14848 7.25 1.82900944305818e-05
15360 7.5 1.85107438166928e-05
15872 7.75 1.87136811628501e-05
16384 8 1.87950936071711e-05
16896 8.25 1.8775307489669e-05
17408 8.5 1.87373630972016e-05
17920 8.75 1.87150885782844e-05
18432 9 1.86874147537254e-05
18944 9.25 1.8691091577375e-05
19456 9.5 1.87718627478864e-05
19968 9.75 1.89158174593976e-05
20480 10 1.90212088205604e-05
20992 10.25 1.90404920695478e-05
21504 10.5 1.90238757995217e-05
22016 10.75 1.90010274055081e-05
22528 11 1.89864747677406e-05
23040 11.25 1.89686414700778e-05
23552 11.5 1.89957489858851e-05
24064 11.75 1.90985812904103e-05
24576 12 1.92235416386833e-05
25088 12.25 1.9271102019418e-05
25600 12.5 1.92420010021296e-05
26112 12.75 1.91965436062594e-05
26624 13 1.92033318825507e-05
27136 13.25 1.92375660378346e-05
27648 13.5 1.92642905125033e-05
28160 13.75 1.92973136824688e-05
28672 14 1.93678053038414e-05
29184 14.25 1.94479384685945e-05
29696 14.5 1.94795533521984e-05
30208 14.75 1.94643624654573e-05
30720 15 1.94406918523354e-05
31232 15.25 1.94466321428858e-05
31744 15.5 1.9471835591569e-05
32256 15.75 1.95196928080784e-05
32768 16 1.95806304457129e-05
33280 16.25 1.964135597056e-05
33792 16.5 1.96801196493188e-05
34304 16.75 1.96905981492526e-05
34816 17 1.97056086755796e-05
35328 17.25 1.97196139389612e-05
35840 17.5 1.97235555933242e-05
36352 17.75 1.97290853016448e-05
36864 18 1.9775867980035e-05
37376 18.25 1.98448619844628e-05
37888 18.5 1.98954231923407e-05
38400 18.75 1.99148594595045e-05
38912 19 1.99421033636825e-05
39424 19.25 1.99696553278125e-05
39936 19.5 1.9999003955546e-05
40448 19.75 2.00053121510592e-05
40960 20 2.00206786743225e-05
41472 20.25 2.00759812235078e-05
41984 20.5 2.01192823988536e-05
42496 20.75 2.01397331380928e-05
43008 21 2.01412089371778e-05
43520 21.25 2.01758731124985e-05
44032 21.5 2.02229108008366e-05
44544 21.75 2.02512398592542e-05
45056 22 2.02699435871579e-05
45568 22.25 2.03109732905345e-05
46080 22.5 2.03654414363959e-05
46592 22.75 2.03978421713677e-05
47104 23 2.03963691504039e-05
47616 23.25 2.04184487674876e-05
48128 23.5 2.04638236746797e-05
48640 23.75 2.05012377523247e-05
49152 24 2.05036457451473e-05
49664 24.25 2.04873624818122e-05
50176 24.5 2.05256407300439e-05
50688 24.75 2.06071740206714e-05
51200 25 2.06751097530899e-05
51712 25.25 2.0691494856093e-05
52224 25.5 2.07003333613742e-05
52736 25.75 2.07308470134366e-05
53248 26 2.07576390949014e-05
53760 26.25 2.07708161064964e-05
54272 26.5 2.07707490141171e-05
54784 26.75 2.07920701644725e-05
55296 27 2.08385500194012e-05
55808 27.25 2.090449084491e-05
56320 27.5 2.09571134955817e-05
56832 27.75 2.09983393880648e-05
57344 28 2.10349964523634e-05
57856 28.25 2.10502168863474e-05
58368 28.5 2.10544952399332e-05
58880 28.75 2.10679780419794e-05
59392 29 2.10913914111025e-05
59904 29.25 2.11352281267304e-05
60416 29.5 2.11786892685636e-05
60928 29.75 2.12390706853955e-05
61440 30 2.12862370250953e-05
61952 30.25 2.131473026154e-05
62464 30.5 2.13206934411498e-05
62976 30.75 2.13006087703874e-05
63488 31 2.13101947968902e-05
64000 31.25 2.1350550300429e-05
64512 31.5 2.13934880247905e-05
65024 31.75 2.14300578261174e-05
65536 32 2.14914817623253e-05
66048 32.25 2.15727108188287e-05
66560 32.5 2.16306218531563e-05
67072 32.75 2.16513125511354e-05
67584 33 2.16347796700502e-05
68096 33.25 2.16356872550233e-05
68608 33.5 2.16721437649544e-05
69120 33.75 2.17086436658076e-05
69632 34 2.17256210093135e-05
70144 34.25 2.17564767052097e-05
