# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 08 2024 at 14:14:17+0200
# parameter filename: "TOV_0_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_0_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.08-12.14.14-67183
# Run ID: run-TOV_0_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.08-12.14.14-67183
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.66986122441249
512 0.25 0.669861465150888
1024 0.5 0.669862472313011
1536 0.75 0.66986461095526
2048 1 0.669867579810387
2560 1.25 0.669870657670545
3072 1.5 0.669873178862658
3584 1.75 0.669874908111009
4096 2 0.669876069062602
4608 2.25 0.669877052606719
5120 2.5 0.669878060733782
5632 2.75 0.669878951391218
6144 3 0.669879377526786
6656 3.25 0.669879082614198
7168 3.5 0.669878105050324
7680 3.75 0.669876733443876
8192 4 0.669875264055092
8704 4.25 0.669873768216989
9216 4.5 0.66987205834085
9728 4.75 0.669869870512915
10240 5 0.669867105209926
10752 5.25 0.669863927835119
11264 5.5 0.669860652474633
11776 5.75 0.66985750980464
12288 6 0.669854489619876
12800 6.25 0.669851383148056
13312 6.5 0.669847986188766
13824 6.75 0.669844291750636
14336 7 0.669840506124372
14848 7.25 0.669836866325357
15360 7.5 0.669833412312794
15872 7.75 0.669829937967225
16384 8 0.66982624306818
16896 8.25 0.669822573534342
17408 8.5 0.669819890812056
17920 8.75 0.669819540241024
18432 9 0.669822202729489
18944 9.25 0.669826725018153
19456 9.5 0.669830017323155
19968 9.75 0.669828789709051
20480 10 0.669822230327062
20992 10.25 0.66981320925195
21504 10.5 0.669806332499282
22016 10.75 0.66980421831005
22528 11 0.669805567958247
23040 11.25 0.669806931674712
23552 11.5 0.669806056195548
24064 11.75 0.66980325365129
24576 12 0.669800111450373
25088 12.25 0.669797932489527
25600 12.5 0.669797490817782
26112 12.75 0.669799073036017
26624 13 0.669801869249235
27136 13.25 0.669803928591594
27648 13.5 0.669803660694928
28160 13.75 0.669801220009673
28672 14 0.669797852418661
29184 14.25 0.669794346515369
29696 14.5 0.669790967812016
30208 14.75 0.669788432027154
30720 15 0.669787578409308
31232 15.25 0.669787903231939
31744 15.5 0.669787569216551
32256 15.75 0.66978537558892
32768 16 0.669781995834314
33280 16.25 0.669778951363103
33792 16.5 0.669777122808122
34304 16.75 0.669776597082192
34816 17 0.669777090805742
35328 17.25 0.669777871808849
35840 17.5 0.66977788101941
36352 17.75 0.669776667429365
36864 18 0.669774967119631
37376 18.25 0.669773952134329
37888 18.5 0.669774173493782
38400 18.75 0.669775426706597
38912 19 0.669777083923336
39424 19.25 0.669778159196128
39936 19.5 0.669777674805994
40448 19.75 0.669775735925688
40960 20 0.669774059744429
41472 20.25 0.669774819394515
41984 20.5 0.669778951046719
42496 20.75 0.669786020185722
43008 21 0.669795825683903
43520 21.25 0.669809885397527
44032 21.5 0.6698312571737
44544 21.75 0.669862893403024
45056 22 0.669905907125359
45568 22.25 0.669959060032618
46080 22.5 0.670019715962024
46592 22.75 0.670085196821367
47104 23 0.670153242895577
47616 23.25 0.670221527041635
48128 23.5 0.670287326266283
48640 23.75 0.67034802684987
49152 24 0.670402001860649
49664 24.25 0.670449198979463
50176 24.5 0.670491282993692
50688 24.75 0.670531229065418
51200 25 0.670572143565799
51712 25.25 0.670615728612362
52224 25.5 0.670661557873594
52736 25.75 0.670707814485046
53248 26 0.670752728143821
53760 26.25 0.670795388240801
54272 26.5 0.67083548788267
54784 26.75 0.67087271199447
55296 27 0.670906729549954
55808 27.25 0.670937959354528
56320 27.5 0.670968186847899
56832 27.75 0.670999882287756
57344 28 0.671034354148513
57856 28.25 0.671070497599252
58368 28.5 0.67110565443076
58880 28.75 0.67113779629229
59392 29 0.671166661574107
59904 29.25 0.671192808151789
60416 29.5 0.671216105489476
60928 29.75 0.671235637290962
61440 30 0.671250968254113
61952 30.25 0.671263091669644
62464 30.5 0.671273979666481
62976 30.75 0.671285254837892
63488 31 0.671297144805369
64000 31.25 0.671308425329685
64512 31.5 0.671317377418509
65024 31.75 0.671323165894055
65536 32 0.671326575889751
66048 32.25 0.671329365186485
66560 32.5 0.671332782037324
67072 32.75 0.671336754622677
67584 33 0.671340536579569
68096 33.25 0.67134390254316
68608 33.5 0.671347397727963
69120 33.75 0.671351367964301
69632 34 0.671355016301678
70144 34.25 0.671356794173148
70656 34.5 0.67135599807807
71168 34.75 0.671353991700517
71680 35 0.671353536475481
72192 35.25 0.671356502606242
72704 35.5 0.671362127562823
73216 35.75 0.671367748358461
73728 36 0.67137135702259
74240 36.25 0.671373233416353
74752 36.5 0.671375016272741
75264 36.75 0.671377670006865
75776 37 0.671380928876518
76288 37.25 0.671384556508997
76800 37.5 0.671389312157549
77312 37.75 0.671396144839963
77824 38 0.671404725135718
78336 38.25 0.671413320301811
78848 38.5 0.671420229291442
79360 38.75 0.671425159663044
79872 39 0.671429279897289
80384 39.25 0.671434265282534
80896 39.5 0.671441321327849
81408 39.75 0.671450631883887
81920 40 0.671461247096302
82432 40.25 0.671471561505893
82944 40.5 0.671480359736817
83456 40.75 0.671487661459008
83968 41 0.671494471222809
84480 41.25 0.671501710109079
84992 41.5 0.671509629102943
85504 41.75 0.67151823099098
86016 42 0.671527670403577
86528 42.25 0.671537754443565
87040 42.5 0.671547447177601
87552 42.75 0.671555725348787
88064 43 0.671563106107193
88576 43.25 0.671571666757718
89088 43.5 0.671583051781332
89600 43.75 0.671596688406966
90112 44 0.671610305966218
90624 44.25 0.671622055162514
91136 44.5 0.671631837883293
91648 44.75 0.671640698220498
92160 45 0.671649266104238
92672 45.25 0.67165695713595
93184 45.5 0.671662753072949
93696 45.75 0.671666841384609
94208 46 0.67167127278077
94720 46.25 0.671678455923219
95232 46.5 0.671688775202824
95744 46.75 0.671700126776149
96256 47 0.671710173962514
96768 47.25 0.671718676313136
97280 47.5 0.671727053441392
97792 47.75 0.671735964158668
98304 48 0.671744212775084
98816 48.25 0.671750302882946
99328 48.5 0.671754406197553
99840 48.75 0.67175827450461
100352 49 0.671763541120789
100864 49.25 0.671770583820587
101376 49.5 0.671778729452642
101888 49.75 0.671786782157315
102400 50 0.671793237509866
102912 50.25 0.671796804570286
103424 50.5 0.67179750483603
103936 50.75 0.671797184012821
104448 51 0.671798334198736
104960 51.25 0.671802046949076
105472 51.5 0.671807159360306
105984 51.75 0.67181146945003
106496 52 0.67181370675144
107008 52.25 0.671814292600474
107520 52.5 0.671814368144843
108032 52.75 0.671814381608091
108544 53 0.671813806369212
109056 53.25 0.671812133063261
109568 53.5 0.671809804016382
110080 53.75 0.671807940305612
110592 54 0.67180724272398
111104 54.25 0.671807338557561
111616 54.5 0.671807111567381
112128 54.75 0.671805466208616
112640 55 0.671801923430755
113152 55.25 0.671796913743957
113664 55.5 0.671791608552856
114176 55.75 0.671787087884565
114688 56 0.671783375801346
115200 56.25 0.671779462293762
115712 56.5 0.671774510443713
116224 56.75 0.671768884844505
116736 57 0.671763677555016
117248 57.25 0.67175925452345
