# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 08 2024 at 14:14:17+0200
# parameter filename: "TOV_0_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_0_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.08-12.14.14-67183
# Run ID: run-TOV_0_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.08-12.14.14-67183
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 6.14861494208713e-06
512 0.25 1.3478607168638e-05
1024 0.5 2.08240987403272e-05
1536 0.75 2.62185644383758e-05
2048 1 3.0357448706719e-05
2560 1.25 3.34246162361935e-05
3072 1.5 3.53699450044627e-05
3584 1.75 3.62852060024097e-05
4096 2 3.64700022566139e-05
4608 2.25 3.63269504985837e-05
5120 2.5 3.6216426949092e-05
5632 2.75 3.63542651952902e-05
6144 3 3.67725893335196e-05
6656 3.25 3.73531472941295e-05
7168 3.5 3.79147241696524e-05
7680 3.75 3.83025561407983e-05
8192 4 3.84518600494957e-05
8704 4.25 3.84073081989417e-05
9216 4.5 3.82859386446982e-05
9728 4.75 3.8219381436266e-05
10240 5 3.82950885292082e-05
10752 5.25 3.85176985005475e-05
11264 5.5 3.88131175522827e-05
11776 5.75 3.90768770769262e-05
12288 6 3.92385603027738e-05
12800 6.25 3.92873297697086e-05
13312 6.5 3.92632353079268e-05
13824 6.75 3.92329705060432e-05
14336 7 3.92621597443687e-05
14848 7.25 3.93862185515799e-05
15360 7.5 3.95853578731778e-05
15872 7.75 3.97984648965555e-05
16384 8 3.9963055154901e-05
16896 8.25 4.00512100275452e-05
17408 8.5 4.00826274511017e-05
17920 8.75 4.01013182597092e-05
18432 9 4.01461069974368e-05
18944 9.25 4.02395336876892e-05
19456 9.5 4.03862918262418e-05
19968 9.75 4.05660563975844e-05
20480 10 4.07386143613795e-05
20992 10.25 4.08680081991238e-05
21504 10.5 4.09418995572905e-05
22016 10.75 4.09823161891498e-05
22528 11 4.10357022345814e-05
23040 11.25 4.11378815947057e-05
23552 11.5 4.12866514692852e-05
24064 11.75 4.14514009860547e-05
24576 12 4.16067605447587e-05
25088 12.25 4.17411592644827e-05
25600 12.5 4.18462512211761e-05
26112 12.75 4.19268000334891e-05
26624 13 4.20060611596709e-05
27136 13.25 4.21092509563822e-05
27648 13.5 4.22456719307697e-05
28160 13.75 4.24041730628083e-05
28672 14 4.2563705413522e-05
29184 14.25 4.27071874982394e-05
29696 14.5 4.28318079429427e-05
30208 14.75 4.29495973123271e-05
30720 15 4.30692265547031e-05
31232 15.25 4.31888539719243e-05
31744 15.5 4.33111908499207e-05
32256 15.75 4.34507101343354e-05
32768 16 4.36153350631171e-05
33280 16.25 4.37911589296201e-05
33792 16.5 4.3955468063006e-05
34304 16.75 4.40997464233747e-05
34816 17 4.42321412543924e-05
35328 17.25 4.43602578041426e-05
35840 17.5 4.44887147436492e-05
36352 17.75 4.46280359457943e-05
36864 18 4.47910681642701e-05
37376 18.25 4.49781485515678e-05
37888 18.5 4.5173593660475e-05
38400 18.75 4.53566978042871e-05
38912 19 4.55138825641074e-05
39424 19.25 4.565160118248e-05
39936 19.5 4.57964073080107e-05
40448 19.75 4.59686073015384e-05
40960 20 4.61644624463834e-05
41472 20.25 4.63622626952638e-05
41984 20.5 4.65424426490297e-05
42496 20.75 4.67019521489226e-05
43008 21 4.68500308401411e-05
43520 21.25 4.70019527201168e-05
44032 21.5 4.71719036909806e-05
44544 21.75 4.73660615213341e-05
45056 22 4.75791281841725e-05
45568 22.25 4.77972652837503e-05
46080 22.5 4.80060940755083e-05
46592 22.75 4.81953434539106e-05
47104 23 4.83650300328859e-05
47616 23.25 4.85284187893417e-05
48128 23.5 4.86989367685302e-05
48640 23.75 4.88773672353431e-05
49152 24 4.90597426496668e-05
49664 24.25 4.92523544485448e-05
50176 24.5 4.94700477751594e-05
50688 24.75 4.97123501462751e-05
51200 25 4.99536384196753e-05
51712 25.25 5.01683764683369e-05
52224 25.5 5.0354867584718e-05
52736 25.75 5.05307487807038e-05
53248 26 5.07136826468004e-05
53760 26.25 5.09096337020966e-05
54272 26.5 5.11167292648843e-05
54784 26.75 5.13320529324544e-05
55296 27 5.15567828992008e-05
55808 27.25 5.1792982914923e-05
56320 27.5 5.20339877582622e-05
56832 27.75 5.22684593258444e-05
57344 28 5.24873445623063e-05
57856 28.25 5.26904245222033e-05
58368 28.5 5.28900354661986e-05
58880 28.75 5.3099893733115e-05
59392 29 5.33236803828086e-05
59904 29.25 5.35549659720002e-05
60416 29.5 5.37901221476403e-05
60928 29.75 5.40327023850214e-05
61440 30 5.42809067187661e-05
61952 30.25 5.45267838979498e-05
62464 30.5 5.47628146704055e-05
62976 30.75 5.49874273196593e-05
63488 31 5.52066818566669e-05
64000 31.25 5.54296558240055e-05
64512 31.5 5.56641172675318e-05
65024 31.75 5.59104278267769e-05
65536 32 5.61641984988092e-05
66048 32.25 5.64210475970803e-05
66560 32.5 5.66751251838704e-05
67072 32.75 5.69229064259813e-05
67584 33 5.71672845879016e-05
68096 33.25 5.74141663145773e-05
68608 33.5 5.76625034708861e-05
69120 33.75 5.79068006389603e-05
69632 34 5.8149092185813e-05
70144 34.25 5.84010398078935e-05
70656 34.5 5.86724921690156e-05
71168 34.75 5.89578441995652e-05
71680 35 5.9240227781996e-05
72192 35.25 5.95079571574855e-05
72704 35.5 5.97636225268508e-05
73216 35.75 6.00172865235717e-05
73728 36 6.02748764588444e-05
74240 36.25 6.05372776998754e-05
74752 36.5 6.0806816755677e-05
75264 36.75 6.10893491919935e-05
75776 37 6.13849850694691e-05
76288 37.25 6.1678240876581e-05
76800 37.5 6.19513485865779e-05
77312 37.75 6.22046053501701e-05
77824 38 6.24562282707395e-05
78336 38.25 6.27214920681009e-05
78848 38.5 6.29987169389253e-05
79360 38.75 6.32779232678746e-05
79872 39 6.35566988347423e-05
80384 39.25 6.38413017188646e-05
80896 39.5 6.41316388469385e-05
81408 39.75 6.44137430422595e-05
81920 40 6.46742577898597e-05
82432 40.25 6.49139734866103e-05
82944 40.5 6.51427623261068e-05
83456 40.75 6.53718610421388e-05
83968 41 6.56121360119433e-05
84480 41.25 6.58717691467703e-05
84992 41.5 6.61511746145948e-05
85504 41.75 6.64428206851764e-05
86016 42 6.6736949680523e-05
86528 42.25 6.70251791775199e-05
87040 42.5 6.73034495931648e-05
87552 42.75 6.75742246589366e-05
88064 43 6.78427717815903e-05
88576 43.25 6.81117469678769e-05
89088 43.5 6.83807506495627e-05
89600 43.75 6.86485921163658e-05
90112 44 6.89135123197518e-05
90624 44.25 6.91722040104237e-05
91136 44.5 6.94240885529073e-05
91648 44.75 6.96787133560668e-05
92160 45 6.99501550993595e-05
92672 45.25 7.02438186402028e-05
93184 45.5 7.05510722181861e-05
93696 45.75 7.08536080558871e-05
94208 46 7.11351114851507e-05
94720 46.25 7.1391468145548e-05
95232 46.5 7.1632638877104e-05
95744 46.75 7.18726413486194e-05
96256 47 7.21183964908547e-05
96768 47.25 7.23734138988568e-05
97280 47.5 7.26445344325185e-05
97792 47.75 7.29353738785414e-05
98304 48 7.32363447518193e-05
98816 48.25 7.35303702218818e-05
99328 48.5 7.38097187464332e-05
99840 48.75 7.40770473189553e-05
100352 49 7.43318227632066e-05
100864 49.25 7.45699931863534e-05
101376 49.5 7.4798043113395e-05
101888 49.75 7.50353585293122e-05
102400 50 7.52973755876305e-05
102912 50.25 7.55821663992946e-05
103424 50.5 7.58757082367332e-05
103936 50.75 7.61637106938776e-05
104448 51 7.64381024099949e-05
104960 51.25 7.66969255553233e-05
105472 51.5 7.6941297235642e-05
105984 51.75 7.71743749024222e-05
106496 52 7.7404717231526e-05
107008 52.25 7.76469089537229e-05
107520 52.5 7.79093631124836e-05
108032 52.75 7.8183228897973e-05
108544 53 7.84520131360482e-05
109056 53.25 7.87122031138687e-05
109568 53.5 7.89728575324246e-05
110080 53.75 7.92361785062133e-05
110592 54 7.94904465402117e-05
111104 54.25 7.97265644532645e-05
111616 54.5 7.99538481694707e-05
112128 54.75 8.01905816200877e-05
112640 55 8.04429573609176e-05
