# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 19:51:53+0200
# parameter filename: "TOV_0_subgrid_4.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_0_subgrid_4-MacBook-Pro-di-Federico.local-Federico-2024.06.04-17.51.50-98842
# Run ID: run-TOV_0_subgrid_4-MacBook-Pro-di-Federico.local-Federico-2024.06.04-17.51.50-98842
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 2.56662201881409 0 0.452510595321655 0 2.21425747871399 0 0 0 0 0 0 0 0 0 110.68479995886 295886.012936176 0 295886.012936176 316 754591 2287 752304 0 0 0 0 2.5640766620636 1717523513.77566 532
512 0.5 434.332417637892 434.332417637892 6.83547306060791 4.14429116249084 4.5991199016571 0 2.24067807197571 15 282636.512270532 282636.512270532 1171328 1171328 186562.18148903 186562.18148903 773168 773168 151.138919471276 343450.674114614 7053.0005231374 336397.673591476 342 768273 15969 752304 0 0 0 0 6.82106781005859 1717523518.04451 3778
1024 1 429.818871393916 415.058747893043 11.0668029785156 8.37562108039856 8.68689727783203 0 2.43858599662781 30 279699.377217829 279699.377217829 2342656 2342656 184623.442865495 184623.442865495 1546336 1546336 198.327185763883 332040.046701438 7220.45415289528 324819.592548543 512 795888 17376 778512 0 0 0 0 11.0405242443085 1717523522.27584 7024
1536 1.5 429.821110434191 415.367216975619 15.2545480728149 12.5633661746979 12.7960948944092 0 2.46269607543945 45 279700.834245923 279700.834245923 3513984 3513984 184624.404617879 184624.404617879 2319504 2319504 217.209749890899 324221.346577317 7553.93682626194 316667.409751055 538 797281 18769 778512 0 0 0 0 15.215714931488 1717523526.46358 10270
2048 2 422.226890797425 416.750354704134 19.7436249256134 17.0524430274963 16.9436595439911 0 2.90350389480591 60 274758.988635537 274758.988635537 4685312 4685312 181362.400391146 181362.400391146 3092672 3092672 283.574934608639 508598.073871504 7146.15978159226 501451.914089912 876 1551015 20199 1530816 0 0 0 0 19.6931123733521 1717523530.95266 13516
2560 2.5 422.507200715146 416.335029785428 23.9925940036774 21.3014121055603 21.07106757164 0 2.92573857307434 75 274941.396888483 274941.396888483 5856640 5856640 181482.804090293 181482.804090293 3865840 3865840 307.373566828821 531302.740573717 7324.59572001107 523978.144853706 902 1552416 21600 1530816 0 0 0 0 23.9309825897217 1717523535.20163 16762
3072 3 422.321932692663 416.6075607644 28.2640900611877 25.5729081630707 25.2042713165283 0 3.10536098480225 90 274820.83598724 274820.83598724 7027968 7027968 181403.224475623 181403.224475623 4639008 4639008 337.274880023937 514537.99436582 7464.82125448327 507073.173111336 1072 1580057 23033 1557024 0 0 0 0 28.1910400390625 1717523539.47312 20008
3584 3.5 423.011714535093 416.7505176204 32.4775910377502 29.7864091396332 29.3529367446899 0 3.12887144088745 105 275269.703090534 275269.703090534 8199296 8199296 181699.511835372 181699.511835372 5412176 5412176 350.118732312153 506055.98306087 7753.17770474792 498302.805356122 1098 1581451 24427 1557024 0 0 0 0 32.3934316635132 1717523543.68662 23254
4096 4 420.254735500556 417.080291143299 36.9561140537262 34.2649321556091 33.5409407615662 0 3.50867366790771 120 273475.632680219 273475.632680219 9370624 9370624 180515.285187496 180515.285187496 6185344 6185344 396.46597234415 646593.836122247 7516.45606357041 639077.380058677 1436 2335189 25861 2309328 0 0 0 0 36.8602857589722 1717523548.16515 26500
4608 4.5 420.142479259014 416.982285021924 41.2495300769806 38.5583481788635 37.7229707241058 0 3.53077220916748 135 273402.583303057 273402.583303057 10541952 10541952 180467.066890963 180467.066890963 6958512 6958512 413.434130581548 662511.747631708 7672.91779108786 654838.82984062 1462 2336586 27258 2309328 0 0 0 0 41.1423470973969 1717523552.45856 29746
