# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:05:31+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
# Run ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.66986122441249
512 0.5 0.669771692349371
1024 1 0.669516650031764
1536 1.5 0.669123419555179
2048 2 0.668617889933953
2560 2.5 0.66802771551712
3072 3 0.667388275088599
3584 3.5 0.666744537398116
4096 4 0.666145656959354
4608 4.5 0.665634644072976
5120 5 0.665239429247605
5632 5.5 0.66497090355233
6144 6 0.664827404774967
6656 6.5 0.664801274634842
7168 7 0.664883118603366
7680 7.5 0.665062398964574
8192 8 0.665326527897164
8704 8.5 0.665660018442098
9216 9 0.666042272788995
9728 9.5 0.666444568601366
10240 10 0.66683343729766
10752 10.5 0.667187248379379
11264 11 0.667515941258208
11776 11.5 0.667857682147204
12288 12 0.668244168271328
12800 12.5 0.668668869090925
13312 13 0.669099018652153
13824 13.5 0.669518468327921
14336 14 0.669944071998814
14848 14.5 0.67039479654424
15360 15 0.670862365400538
15872 15.5 0.671327893395768
16384 16 0.671795552184201
16896 16.5 0.672288162850615
17408 17 0.672811809860443
17920 17.5 0.673345586487309
18432 18 0.673871547677189
18944 18.5 0.674398436728919
19456 19 0.674946479634264
19968 19.5 0.67552026944399
20480 20 0.676108586924025
20992 20.5 0.676705679809531
21504 21 0.677321129057623
22016 21.5 0.677969202319257
22528 22 0.678656976661048
23040 22.5 0.679383963759392
23552 23 0.680145683706326
24064 23.5 0.680931989257412
24576 24 0.681723909730774
25088 24.5 0.682498497945541
25600 25 0.683242930370844
26112 25.5 0.683966368311954
26624 26 0.684694922396987
27136 26.5 0.685449625960779
27648 27 0.686227622310678
28160 27.5 0.687006409478519
28672 28 0.687765749534155
29184 28.5 0.688503220278403
29696 29 0.68923085069441
30208 29.5 0.689962114083663
30720 30 0.690701849611999
31232 30.5 0.691442499361576
31744 31 0.692168238609166
32256 31.5 0.692868407747193
32768 32 0.693550445119224
33280 32.5 0.694235703133349
33792 33 0.694938515868027
34304 33.5 0.695651265054853
34816 34 0.696352905496109
35328 34.5 0.697030899049822
35840 35 0.697692873250122
36352 35.5 0.698358122238101
36864 36 0.699039173472467
37376 36.5 0.699730151686054
37888 37 0.700411767450739
38400 37.5 0.701069357022685
38912 38 0.701707750861991
39424 38.5 0.702346891523399
39936 39 0.703000414205321
40448 39.5 0.703659301867686
40960 40 0.704299983512452
41472 40.5 0.704910013668066
41984 41 0.705502789739569
42496 41.5 0.706102677323514
43008 42 0.706716198729289
43520 42.5 0.707324042251877
44032 43 0.707905157887058
44544 43.5 0.708463286994124
45056 44 0.709021586355553
45568 44.5 0.709592528241067
46080 45 0.710163263666817
46592 45.5 0.710714900757286
47104 46 0.711247664014333
47616 46.5 0.711777771752271
48128 47 0.712313023456856
48640 47.5 0.712842636163737
49152 48 0.713353931209266
49664 48.5 0.713850004648002
50176 49 0.714343440844414
50688 49.5 0.714836756335457
51200 50 0.715318070310025
51712 50.5 0.715777531150912
52224 51 0.71622108893059
52736 51.5 0.716662638164492
53248 52 0.717105202037308
53760 52.5 0.717536563193659
54272 53 0.71794558795576
54784 53.5 0.718337477937657
55296 54 0.718726927242504
55808 54.5 0.719118380710296
56320 55 0.719501010587229
56832 55.5 0.719864986234656
57344 56 0.720214650182873
57856 56.5 0.720559816197352
58368 57 0.72090012308796
58880 57.5 0.721226632047536
59392 58 0.721536311840711
59904 58.5 0.721835432639269
60416 59 0.72212763987538
60928 59.5 0.722407753123753
61440 60 0.722671658918568
61952 60.5 0.722924812873728
62464 61 0.723173759319821
62976 61.5 0.723413999629123
63488 62 0.723635225997491
64000 62.5 0.723837171955448
64512 63 0.724030866785081
65024 63.5 0.724222414827829
65536 64 0.724404708252601
66048 64.5 0.724570414283907
66560 65 0.724725446131432
67072 65.5 0.724880822115184
67584 66 0.725034985594812
68096 66.5 0.725173902299957
68608 67 0.725288884671581
69120 67.5 0.725386093278507
69632 68 0.72547662590952
70144 68.5 0.725564245739879
70656 69 0.725646177271957
71168 69.5 0.725719421549295
71680 70 0.725780584478961
72192 70.5 0.725824415991144
72704 71 0.725850013630732
73216 71.5 0.72586638017586
73728 72 0.725884347568948
74240 72.5 0.725902597947339
74752 73 0.725907993888187
75264 73.5 0.725891579589948
75776 74 0.725859167388591
76288 74.5 0.725823322383255
76800 75 0.725788790369998
77312 75.5 0.725749339163054
77824 76 0.725696444052958
78336 76.5 0.725627395696846
78848 77 0.72554614471528
79360 77.5 0.72545948383622
79872 78 0.725371667130399
80384 78.5 0.725279791610454
80896 79 0.725175337470074
81408 79.5 0.725053934189332
81920 80 0.724922940434859
82432 80.5 0.724794257748584
82944 81 0.724669088104713
83456 81.5 0.724535367310871
83968 82 0.724383373253005
84480 82.5 0.724218699409562
84992 83 0.72405393618782
85504 83.5 0.723890540500552
86016 84 0.723716613580321
86528 84.5 0.723523260915374
87040 85 0.723316025969217
87552 85.5 0.723106273395544
88064 86 0.722895993654
88576 86.5 0.72267668155377
89088 87 0.722441705728718
89600 87.5 0.72219442471017
90112 88 0.721942673322848
90624 88.5 0.721688644646687
91136 89 0.721427102055699
91648 89.5 0.721152780628194
92160 90 0.720866967910504
92672 90.5 0.720575519822389
93184 91 0.720281392513161
93696 91.5 0.71998107519646
94208 92 0.719669247167452
94720 92.5 0.719345539388644
95232 93 0.719014704518472
95744 93.5 0.718680201545101
96256 94 0.718339783855696
96768 94.5 0.717988659559185
97280 95 0.717625501465749
97792 95.5 0.717253410527364
98304 96 0.716875530710371
98816 96.5 0.716491701596187
99328 97 0.716099449565602
99840 97.5 0.715696476372842
100352 98 0.715281973753569
100864 98.5 0.714857309942827
101376 99 0.714425827184721
101888 99.5 0.71398994684417
102400 100 0.713547574923289
102912 100.5 0.71309341854538
103424 101 0.712625458641675
103936 101.5 0.712148416894189
104448 102 0.711668565355958
104960 102.5 0.711186067981625
105472 103 0.71069500929229
105984 103.5 0.710190926271768
106496 104 0.709675893766853
107008 104.5 0.70915545180298
107520 105 0.708632411657432
108032 105.5 0.708104867769006
108544 106 0.707569151912252
109056 106.5 0.707023611467323
109568 107 0.706470030901965
110080 107.5 0.705912015849165
110592 108 0.705351578484664
111104 108.5 0.704787072694355
111616 109 0.704215132456649
112128 109.5 0.703634794859706
112640 110 0.703048782422965
113152 110.5 0.702460308791046
113664 111 0.701869609108789
114176 111.5 0.701274447195555
114688 112 0.70067332202038
115200 112.5 0.700067002082767
115712 113 0.699457074775396
116224 113.5 0.69884423868808
116736 114 0.698228526259261
117248 114.5 0.697610293074795
117760 115 0.696990034703354
118272 115.5 0.69636755072654
118784 116 0.695742232563154
119296 116.5 0.695114253844163
