# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:05:31+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
# Run ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
12288 12 2518.84705340493 2508.41186358044 19.3296778202057 17.1507039070129 15.4982688426971 0 3.92743253707886 72 334905.90422072 334905.90422072 5743872 5743872 164430.335646274 164430.335646274 2820096 2820096 540.271219322053 729934.60536771 12830.266956248 717104.338411462 2152 3107917 49357 3058560 0 0 0 0 19.1459522247314 1717531548.95988 15602
12800 12.5 2515.72453793256 2508.45592166671 20.0664649009705 17.8874909877777 16.1288161277771 0 3.93991875648499 75 334490.734563514 334490.734563514 5983200 5983200 164226.497836238 164226.497836238 2937600 2937600 552.106123532426 789593.023422083 12845.2289458464 776747.794476236 2178 3109348 50788 3058560 0 0 0 0 19.8754653930664 1717531549.69667 16241
13312 13 2521.23125953128 2508.77251817786 20.7413330078125 18.5623590946198 16.7510228157043 0 4.0314769744873 78 335222.908267279 335222.908267279 6222528 6222528 164585.976622202 164585.976622202 3055104 3055104 560.35743898363 780841.049942001 13045.1011309722 767795.948811029 2276 3124638 52254 3072384 0 0 0 0 20.5427265167236 1717531550.37154 16880
13824 13.5 2524.56254219588 2509.12485258248 21.4298338890076 19.2508599758148 17.3875877857208 0 4.04457211494446 81 335665.835610364 335665.835610364 6461856 6461856 164803.442754547 164803.442754547 3172608 3172608 568.495816751855 773298.290140812 13229.7734065517 760068.516734261 2302 3126071 53687 3072384 0 0 0 0 21.223822593689 1717531551.06004 17519
14336 14 2521.35914491622 2509.61781433968 22.1681928634644 19.9892189502716 18.0229532718658 0 4.23672747612 84 335239.911908061 335239.911908061 6701184 6701184 164594.324980131 164594.324980131 3290112 3290112 579.459871238402 781955.04225367 13258.3409922528 768696.701261417 2484 3552627 55155 3497472 0 0 0 0 21.9544854164124 1717531551.7984 18158
14848 14.5 2517.49659850617 2509.71078837959 22.9138579368591 20.7348840236664 18.6673738956451 0 4.24876022338867 87 334726.34773738 334726.34773738 6940512 6940512 164342.177950483 164342.177950483 3407616 3407616 590.135268537023 836892.112511983 13276.1596306112 823615.952881372 2510 3554052 56580 3497472 0 0 0 0 22.6928131580353 1717531552.54406 18797
15360 15 2521.37519806817 2509.99675743718 23.5958578586578 21.4168839454651 19.2996337413788 0 4.33718419075012 90 335242.046335144 335242.046335144 7179840 7179840 164595.37292989 164595.37292989 3525120 3525120 597.734180037703 828751.923271403 13464.8469029677 815287.076368435 2608 3569341 58045 3511296 0 0 0 0 23.3672997951508 1717531553.22606 19436
15872 15.5 2524.83363777449 2510.26902217485 24.2794399261475 22.1004660129547 19.9307551383972 0 4.35095572471619 93 335701.880478497 335701.880478497 7419168 7419168 164821.139873919 164821.139873919 3642624 3642624 604.780555125176 821068.248050051 13629.6381303514 807438.609919699 2634 3570772 59476 3511296 0 0 0 0 24.0435476303101 1717531553.90965 20075
16384 16 2521.90180018146 2510.68049851086 25.0188798904419 22.8399059772491 20.5725693702698 0 4.53583741188049 96 335312.063352127 335312.063352127 7658496 7658496 164629.749515846 164629.749515846 3760128 3760128 614.891827189381 829022.170916059 13662.113728766 815360.057187293 2816 3997328 60944 3936384 0 0 0 0 24.7651386260986 1717531554.64909 20714
16896 16.5 2519.81863616295 2510.80017986586 25.7520990371704 23.5731251239777 21.2063975334167 0 4.54805254936218 99 335035.085864226 335035.085864226 7897824 7897824 164493.760568717 164493.760568717 3877632 3877632 624.32607984851 879634.088753551 13676.6569359344 865957.431817617 2842 3998759 62375 3936384 0 0 0 0 25.5012955665588 1717531555.38231 21353
17408 17 2521.68005038892 2511.04255532595 26.4485080242157 24.2695341110229 21.8495590686798 0 4.63952088356018 102 335282.579499711 335282.579499711 8137152 8137152 164615.273689389 164615.273689389 3995136 3995136 630.578862265733 870897.685258891 13839.2490578499 857058.436201041 2940 4014051 63843 3950208 0 0 0 0 26.1898300647736 1717531556.07872 21992
17920 17.5 2525.26486184857 2511.28975442789 27.1268520355225 24.9478781223297 22.477121591568 0 4.65194225311279 105 335759.216031386 335759.216031386 8376480 8376480 164849.290181475 164849.290181475 4112640 4112640 637.02617510896 863549.844103462 13993.4993617959 849556.344741666 2966 4015479 65271 3950208 0 0 0 0 26.8609368801117 1717531556.75706 22631
18432 18 2523.00360770963 2511.63668009165 27.8626470565796 25.6836731433868 23.1036992073059 0 4.85443019866943 108 335458.559681073 335458.559681073 8615808 8615808 164701.675511285 164701.675511285 4230144 4230144 644.260054345403 868004.88907027 13980.8214141608 854024.067656109 3148 4442027 66731 4375296 0 0 0 0 27.5892338752747 1717531557.49285 23270
18944 18.5 2521.05936990827 2511.76526142148 28.5964398384094 26.4174659252167 23.7325298786163 0 4.86611914634705 111 335200.053823004 335200.053823004 8855136 8855136 164574.755667612 164574.755667612 4347648 4347648 651.739038387719 913514.443468237 13971.4757390145 899542.967729222 3174 4443457 68161 4375296 0 0 0 0 28.3159346580505 1717531558.22665 23909
19456 19 2522.83897426568 2511.99205125792 29.291286945343 27.1123130321503 24.3766286373138 0 4.95692539215088 114 335436.670018365 335436.670018365 9094464 9094464 164690.928240064 164690.928240064 4465152 4465152 657.624558500805 905436.699989924 14127.5335228428 891309.166467081 3272 4458748 69628 4389120 0 0 0 0 29.0032789707184 1717531558.92149 24548
19968 19.5 2524.85689554604 2512.21366372236 29.9825298786163 27.8035559654236 25.0129022598267 0 4.97189879417419 117 335704.972831802 335704.972831802 9333792 9333792 164822.658141246 164822.658141246 4582656 4582656 662.826322750161 897445.913882417 14257.0038310548 883188.910051363 3298 4460176 71056 4389120 0 0 0 0 29.687344789505 1717531559.61274 25187
20480 20 2523.47816156923 2512.50354412504 30.711021900177 28.5320479869843 25.6439561843872 0 5.16276693344116 120 335521.656362245 335521.656362245 9573120 9573120 164732.654387239 164732.654387239 4700160 4700160 670.605078085189 902986.512636303 14273.3495195507 888713.163116752 3480 4886730 72522 4814208 0 0 0 0 30.408243894577 1717531560.34123 25826
20992 20.5 2520.54748759732 2512.60356024753 31.4583270549774 29.2793531417847 26.2825779914856 0 5.17801308631897 123 335131.993950939 335131.993950939 9812448 9812448 164541.339990353 164541.339990353 4817664 4817664 676.617037851015 944395.669117378 14248.5655883492 930147.103529029 3506 4888160 73952 4814208 0 0 0 0 31.1481728553772 1717531561.08853 26465
21504 21 2522.79357785519 2512.79408998576 32.1457538604736 29.9667799472809 26.9188313484192 0 5.26761198043823 126 335430.634111626 335430.634111626 10051776 10051776 164687.964762387 164687.964762387 4935168 4935168 681.854378323119 936424.251308859 14391.8337848924 922032.417523966 3604 4903455 75423 4828032 0 0 0 0 31.8274350166321 1717531561.77596 27104
22016 21.5 2524.34574158395 2512.97817377163 32.8403840065002 30.6614100933075 27.5621829032898 0 5.28052520751953 129 335637.009801002 335637.009801002 10291104 10291104 164789.2900106 164789.2900106 5052672 5052672 686.976477230945 929234.203868576 14522.5614752299 914711.642393346 3630 4904891 76859 4828032 0 0 0 0 32.5142705440521 1717531562.47059 27743
22528 22 2523.294439673 2513.22279659106 33.5665118694305 31.3875379562378 28.1893136501312 0 5.46932649612427 132 335497.228698922 335497.228698922 10530432 10530432 164720.661021853 164720.661021853 5170176 5170176 693.669797518836 933610.924362421 14530.0576273309 919080.86673509 3812 5331449 78329 5253120 0 0 0 0 33.2331535816193 1717531563.19672 28382
23040 22.5 2519.95594902749 2513.29419227717 34.3223929405212 32.1434190273285 28.8426005840302 0 5.48205423355103 135 335053.342982696 335053.342982696 10769760 10769760 164502.724352515 164502.724352515 5287680 5287680 699.661547477877 973152.567301785 14517.7033771662 958634.863924619 3838 5332879 79759 5253120 0 0 0 0 33.9819369316101 1717531563.9526 29021
23552 23 2521.51655109401 2513.43945205191 35.0163550376892 32.8373811244965 29.4835665225983 0 5.57383584976196 138 335260.84063346 335260.84063346 11009088 11009088 164604.600455417 164604.600455417 5405184 5405184 704.165718493211 965034.717202133 14645.2371672963 950389.480034837 3936 5348171 81227 5266944 0 0 0 0 34.6683428287506 1717531564.64656 29660
24064 23.5 2523.85557898873 2513.58033148519 35.6991169452667 33.520143032074 30.1133143901825 0 5.58803176879883 141 335571.837782341 335571.837782341 11248416 11248416 164757.292196384 164757.292196384 5522688 5522688 708.582152872089 957677.781705862 14761.5314338222 942916.25027204 3962 5349604 82660 5266944 0 0 0 0 35.343891620636 1717531565.32932 30299
24576 24 2515.72245967616 2513.63509896888 36.5229849815369 34.3440110683441 30.8389217853546 0 5.77658605575562 144 334490.458238543 334490.458238543 11487744 11487744 164226.36216766 164226.36216766 5640192 5640192 714.629633732481 961446.734735561 14766.1975426969 946680.537192864 4144 5776162 84130 5692032 0 0 0 0 36.1600449085236 1717531566.15319 30938
25088 24.5 2512.11161034734 2513.52567022925 37.2888789176941 35.1099050045013 31.5024461746216 0 5.78874969482422 147 334010.359711782 334010.359711782 11727072 11727072 163990.645923474 163990.645923474 5757696 5757696 719.959979658887 998436.386721449 14750.5386807069 983685.848040742 4170 5777591 85559 5692032 0 0 0 0 36.9186959266663 1717531566.91909 31577
25600 25 2508.44195400203 2513.44227720873 38.0578188896179 35.8788449764252 32.2125899791718 0 5.88683915138245 150 333522.44220411 333522.44220411 11966400 11966400 163751.090757253 163751.090757253 5875200 5875200 723.32496550204 989533.701522479 14855.7056242596 974677.995898219 4268 5792887 87031 5705856 0 0 0 0 37.6787796020508 1717531567.68803 32216
26112 25.5 2494.13836611191 2513.06057331431 38.9852719306946 36.8062980175018 33.086615562439 0 5.90365719795227 153 331620.637158239 331620.637158239 12205728 12205728 162817.352539785 162817.352539785 5992704 5992704 727.284271565164 982276.748851106 14962.2209686542 967314.527882452 4294 5794315 88459 5705856 0 0 0 0 38.5959577560425 1717531568.61548 32855
26624 26 2485.73028059731 2512.47296736373 39.8339040279388 37.6549301147461 33.8153531551361 0 6.12647676467896 156 330502.698108219 330502.698108219 12445056 12445056 162268.472717393 162268.472717393 6110208 6110208 730.076075265239 981903.804569485 14909.5690800753 966994.23548941 4476 6220875 89931 6130944 0 0 0 0 39.4374794960022 1717531569.46411 33494
27136 26.5 2480.87876306776 2511.77509590327 40.6330900192261 38.4541161060333 34.4955263137817 0 6.14104747772217 159 329857.640337489 329857.640337489 12684384 12684384 161951.765653063 161951.765653063 6227712 6227712 732.864083514122 1013773.42845023 14851.9843336438 998921.444116586 4502 6222300 91356 6130944 0 0 0 0 40.2286500930786 1717531570.2633 34133
27648 27 2471.26078903301 2510.92841511086 41.5111238956451 39.3321499824524 35.3127863407135 0 6.24682521820068 162 328578.834509829 328578.834509829 12923712 12923712 161323.904308075 161323.904308075 6345216 6345216 735.681133785927 1004907.83936802 14944.3296979365 989963.509670082 4600 6237596 92828 6144768 0 0 0 0 41.0966582298279 1717531571.14133 34772
28160 27.5 2468.55485502199 2510.08358742214 42.2834098339081 40.1044359207153 36.0250241756439 0 6.26099729537964 165 328219.053523723 328219.053523723 13163040 13163040 161147.260935835 161147.260935835 6462720 6462720 738.529111560371 996874.967550404 15029.4349271676 981845.532623237 4626 6239032 94264 6144768 0 0 0 0 41.8606295585632 1717531571.91362 35411
28672 28 2451.97080911042 2508.76944327804 43.2887618541718 41.109787940979 36.9044620990753 0 6.49809241294861 168 326014.038779321 326014.038779321 13402368 13402368 160064.654418728 160064.654418728 6580224 6580224 740.253462602119 995308.842591151 14963.8963809206 980344.94621023 4808 6665587 95731 6569856 0 0 0 0 42.8561475276947 1717531572.91897 36050
29184 28.5 2429.76672137208 2506.72110624803 44.4052498340607 42.2262759208679 37.8969326019287 0 6.51156735420227 171 323061.783273632 323061.783273632 13641696 13641696 158615.171571169 158615.171571169 6697728 6697728 742.127316129275 1024352.95671906 14897.5528607168 1009455.40385835 4834 6667020 97164 6569856 0 0 0 0 43.9632058143616 1717531574.03546 36689
29696 29 2422.46072362072 2505.01872469629 45.2756478786469 43.0966739654541 38.7103002071381 0 6.60766959190369 174 322090.37781261 322090.37781261 13881024 13881024 158138.23603796 158138.23603796 6815232 6815232 745.124286597874 1016469.70334267 14993.4177023375 1001476.28564033 4932 6682314 98634 6583680 0 0 0 0 44.8256001472473 1717531574.90585 37328
30208 29.5 2419.9193504518 2503.47628995525 46.0647339820862 43.8857600688934 39.4466171264648 0 6.62034201622009 177 321752.476836071 321752.476836071 14120352 14120352 157972.335197493 157972.335197493 6932736 6932736 748.55130365251 1009885.16005472 15088.5821720089 994796.577882712 4958 6683743 100063 6583680 0 0 0 0 45.6070644855499 1717531575.69494 37967
30720 30 2414.81785690405 2501.84142616537 46.902843952179 44.7238700389862 40.1690423488617 0 6.8362021446228 180 321074.182253963 321074.182253963 14359680 14359680 157639.309698697 157639.309698697 7050240 7050240 751.135881031643 1009691.46412787 15048.5574077621 994642.906720107 5140 7110300 101532 7008768 0 0 0 0 46.4356577396393 1717531576.53305 38606
31232 30.5 2404.05768202722 2499.80994916155 47.8517549037933 45.6727809906006 41.0051972866058 0 6.84905886650085 183 319643.509402339 319643.509402339 14599008 14599008 156936.885482737 156936.885482737 7167744 7167744 753.955533367804 1038701.54866547 15009.2945602368 1023692.25410523 5166 7111734 102966 7008768 0 0 0 0 47.3760776519775 1717531577.48196 39245
31744 31 2400.10420728718 2498.04342395754 48.6769549846649 46.4979810714722 41.7752239704132 0 6.95057392120361 186 319117.855400903 319117.855400903 14838336 14838336 156678.802651707 156678.802651707 7285248 7285248 756.911561637612 1031363.43408651 15103.6022390249 1016259.83184748 5264 7127029 104437 7022592 0 0 0 0 48.1935818195343 1717531578.30716 39884
32256 31.5 2395.12109506277 2496.18353329952 49.5252230167389 47.3462491035461 42.5636627674103 0 6.96399235725403 189 318455.300799546 318455.300799546 15077664 15077664 156353.505085697 156353.505085697 7402752 7402752 759.312540677902 1023945.74559453 15178.7812236762 1008766.96437085 5290 7128465 105873 7022592 0 0 0 0 49.0334236621857 1717531579.15543 40523
32768 32 2389.43006154497 2494.29613519328 50.3913078308105 48.2123339176178 43.3209180831909 0 7.16956162452698 192 317698.620983019 317698.620983019 15316992 15316992 155981.994417655 155981.994417655 7520256 7520256 762.334212454786 1024524.28487959 15154.1858121856 1009370.09906741 5472 7555024 107344 7447680 0 0 0 0 49.880574464798 1717531580.02151 41162
33280 32.5 2384.82512877989 2492.37334855328 51.2391748428345 49.0602009296417 44.0597944259644 0 7.18174815177917 195 317086.349122574 317086.349122574 15556320 15556320 155681.384406751 155681.384406751 7637760 7637760 765.247093898269 1052493.46896904 15122.6141666598 1037370.85480238 5498 7556457 108777 7447680 0 0 0 0 50.7316281795502 1717531580.86938 41801
33792 33 2383.05068248495 2490.63934762947 52.0310399532318 49.8520660400391 44.7948114871979 0 7.27821087837219 198 316850.418743199 316850.418743199 15795648 15795648 155565.548552618 155565.548552618 7755264 7755264 767.803286764543 1045145.96733637 15208.3368451628 1029937.63049121 5596 7571753 110249 7461504 0 0 0 0 51.5147216320038 1717531581.66125 42440
34304 33.5 2382.41521728964 2488.97620232019 52.7998728752136 50.6208989620209 45.5075621604919 0 7.29515361785889 201 316765.927290831 316765.927290831 16034976 16034976 155524.065384668 155524.065384668 7872768 7872768 770.400524576992 1038488.38814722 15286.7869130909 1023201.60123413 5622 7573185 111681 7461504 0 0 0 0 52.2764596939087 1717531582.43008 43079
34816 34 2379.30438628328 2487.24263072172 53.6225810050964 51.4436070919037 46.219030380249 0 7.68138885498047 204 316352.311200225 316352.311200225 16274304 16274304 155320.990336572 155320.990336572 7990272 7990272 772.872408111335 1038489.01555373 15256.7336570793 1023232.28189665 5804 7999743 113151 7886592 0 0 0 0 53.0913307666779 1717531583.25279 43718
35328 34.5 2368.29712725509 2484.95420665467 54.6217179298401 52.4427440166473 46.9255571365356 0 7.69907569885254 207 314888.786039837 314888.786039837 16513632 16513632 154602.436467212 154602.436467212 8107776 8107776 757.000815922212 1039605.61829227 14861.9555999284 1024743.66269234 5830 8001178 114586 7886592 0 0 0 0 54.0822098255157 1717531584.25192 44357
35840 35 2368.23627165772 2483.27485907353 55.3831248283386 53.2041509151459 47.6325747966766 0 7.79487752914429 210 314880.694679611 314880.694679611 16752960 16752960 154598.463813816 154598.463813816 8225280 8225280 759.688019036942 1033170.15789689 14948.7455118273 1018221.41238507 5928 8016475 116059 7900416 0 0 0 0 54.8357660770416 1717531585.01333 44996
36352 35.5 2369.56205459566 2481.71492950007 56.1129908561707 53.9340169429779 48.3065555095673 0 7.80868721008301 213 315056.970779039 315056.970779039 16992288 16992288 154685.010924005 154685.010924005 8342784 8342784 762.191670823081 1027063.01199158 15024.1428760479 1012038.86911553 5954 8017904 117488 7900416 0 0 0 0 55.5564107894897 1717531585.7432 45635
36864 36 2368.33059530597 2480.0923245922 56.9010639190674 54.7220900058746 48.9820213317871 0 8.01330614089966 216 314893.235951882 314893.235951882 17231616 17231616 154604.621261574 154604.621261574 8460288 8460288 764.486354666669 1027046.62973574 14997.014941018 1012049.61479472 6136 8444464 118960 8325504 0 0 0 0 56.3364758491516 1717531586.53127 46274
37376 36.5 2367.6031451002 2478.49401780953 57.6781399250031 55.4991660118103 49.6549170017242 0 8.02544403076172 219 314796.514172522 314796.514172522 17470944 17470944 154557.133312141 154557.133312141 8577792 8577792 767.521986972717 1052655.78194212 14980.015032523 1037675.7669096 6162 8445898 120394 8325504 0 0 0 0 57.1063113212585 1717531587.30835 46913
