# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:05:31+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
# Run ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
0 0 0.00370720323063203
512 0.5 0.00369770828112556
1024 1 0.00368780783334974
1536 1.5 0.00367788951332114
2048 2 0.00366778209856372
2560 2.5 0.00365763951309628
3072 3 0.00364772963714683
3584 3.5 0.00363828989942282
4096 4 0.00362951900313027
4608 4.5 0.00362155913276422
5120 5 0.00361416143817266
5632 5.5 0.0036071320396896
6144 6 0.00360041794168097
6656 6.5 0.00359396106057354
7168 7 0.00358770408202971
7680 7.5 0.00358159263151475
8192 8 0.0035755787709745
8704 8.5 0.00356965918820138
9216 9 0.00356370004100546
9728 9.5 0.00355754827943036
10240 10 0.0035512074071104
10752 10.5 0.00354470557778767
11264 11 0.00353804712708596
11776 11.5 0.00353121504419436
12288 12 0.00352416387879225
12800 12.5 0.00351684387810619
13312 13 0.00350922348710531
13824 13.5 0.00350128951203527
14336 14 0.00349302848353459
14848 14.5 0.00348441541363882
15360 15 0.00347542432425122
15872 15.5 0.00346604101429489
16384 16 0.0034562614280456
16896 16.5 0.00344608050676677
17408 17 0.00343548711483701
17920 17.5 0.00342447152297881
18432 18 0.00341303315275337
18944 18.5 0.00340117788589184
19456 19 0.00338891054272088
19968 19.5 0.00337622822697927
20480 20 0.00336300432309136
20992 20.5 0.00334917773346884
21504 21 0.00333477768768336
22016 21.5 0.00331983709214395
22528 22 0.00330436782544846
23040 22.5 0.00328836745764234
23552 23 0.00327184168262441
24064 23.5 0.00325481134050416
24576 24 0.00323730653780353
25088 24.5 0.00321936839309661
25600 25 0.00320105269800793
26112 25.5 0.00318242899334811
26624 26 0.00316357043570734
27136 26.5 0.00314453783857531
27648 27 0.00312537013962123
28160 27.5 0.0031060897119969
28672 28 0.00308671617860999
29184 28.5 0.00306727462906042
29696 29 0.00304779262653052
30208 29.5 0.00302829249079441
30720 30 0.00300878701456726
31232 30.5 0.00298928082084114
31744 31 0.00296977554033357
32256 31.5 0.00295027594487704
32768 32 0.00293079275346609
33280 32.5 0.00291133894493611
33792 33 0.00289192274251602
34304 33.5 0.00287254524564009
34816 34 0.00285320627957297
35328 34.5 0.00283391294397813
35840 35 0.0028146822689142
36352 35.5 0.00279553552624247
36864 36 0.0027764897710291
37376 36.5 0.00275755453577187
37888 37 0.00273873717470369
38400 37.5 0.00272005184857169
38912 38 0.00270152256433111
39424 38.5 0.00268317614413214
39936 39 0.00266503214156357
40448 39.5 0.00264710098328546
40960 40 0.00262939275628209
41472 40.5 0.00261192643907899
41984 41 0.00259472814143397
42496 41.5 0.00257781963303431
43008 42 0.00256121055925827
43520 42.5 0.0025449039044069
44032 43 0.00252890795281635
44544 43.5 0.00251323936047594
45056 44 0.00249791300487897
45568 44.5 0.00248293188809619
46080 45 0.00246829081440745
46592 45.5 0.00245398877971268
47104 46 0.00244003327016009
47616 46.5 0.0024264312346018
48128 47 0.00241318012196323
48640 47.5 0.00240027158653087
49152 48 0.00238770207551869
49664 48.5 0.00237547516602975
50176 49 0.00236359296654972
50688 49.5 0.00235204923207291
51200 50 0.00234083364450404
51712 50.5 0.00232994069096495
52224 51 0.00231937045637179
52736 51.5 0.00230912273506661
53248 52 0.00229919227860337
53760 52.5 0.00228956828334039
54272 53 0.00228024361349384
54784 53.5 0.00227121551491855
55296 54 0.00226247700296513
55808 54.5 0.00225401108034301
56320 55 0.00224579922482738
56832 55.5 0.00223782771006127
57344 56 0.00223008678674588
57856 56.5 0.0022225488907124
58368 57 0.00221518101672509
58880 57.5 0.00220797694345751
59392 58 0.00220093425258084
59904 58.5 0.00219404992259176
60416 59 0.00218731862267276
60928 59.5 0.00218073552010142
61440 60 0.00217429832861984
61952 60.5 0.00216800567908165
62464 61 0.00216185530369973
62976 61.5 0.00215584696896631
63488 62 0.00214998322016419
64000 62.5 0.00214426929750097
64512 63 0.00213871055005636
65024 63.5 0.00213330970013784
65536 64 0.00212806854462484
66048 64.5 0.00212299103421768
66560 65 0.00211808214424528
67072 65.5 0.00211334426725428
67584 66 0.00210877739400372
68096 66.5 0.00210438614828925
68608 67 0.00210027802021552
69120 67.5 0.00209650956797627
69632 68 0.00209308777533991
70144 68.5 0.00209001759225406
70656 69 0.00208730092067
71168 69.5 0.00208493447738293
71680 70 0.00208291082372165
72192 70.5 0.00208122035763203
72704 71 0.00207985378560533
73216 71.5 0.0020788009182259
73728 72 0.00207804598000817
74240 72.5 0.00207756592572959
74752 73 0.00207733546894541
75264 73.5 0.00207733360870111
75776 74 0.00207754448607541
76288 74.5 0.00207795293566098
76800 75 0.00207854097397142
77312 75.5 0.00207928877490335
77824 76 0.00208017824953188
78336 76.5 0.00208119600427846
78848 77 0.00208233388906045
79360 77.5 0.00208358657986068
79872 78 0.00208494773883695
80384 78.5 0.00208640883677327
80896 79 0.00208790655628382
81408 79.5 0.0020892424904066
81920 80 0.00209043153071065
82432 80.5 0.00209152727720812
82944 81 0.00209258334683261
83456 81.5 0.00209365060310877
83968 82 0.00209478459933679
84480 82.5 0.00209604750912604
84992 83 0.00209749753357339
85504 83.5 0.00209917643806452
86016 84 0.00210110930905618
86528 84.5 0.00210331391373949
87040 85 0.00210580514628088
87552 85.5 0.00210858830633304
88064 86 0.00211164996930365
88576 86.5 0.00211496089692568
89088 87 0.00211848759997027
89600 87.5 0.0021221996164698
90112 88 0.00212606843059456
90624 88.5 0.00213006369056275
91136 89 0.00213415487299493
91648 89.5 0.00213831852584592
92160 90 0.00214254389888968
92672 90.5 0.00214683578958446
93184 91 0.00215124457172279
93696 91.5 0.00215578710278416
94208 92 0.00216046826437754
94720 92.5 0.00216529639066586
95232 93 0.00217028150680866
95744 93.5 0.00217543200467944
96256 94 0.00218075409108114
96768 94.5 0.002186253885892
97280 95 0.00219192829329331
97792 95.5 0.0021977783902494
98304 96 0.00220381547500895
98816 96.5 0.00221004990561097
99328 97 0.00221649293791739
99840 97.5 0.00222315676499618
100352 98 0.0022300532717688
100864 98.5 0.00223719421922422
101376 99 0.00224459241669251
101888 99.5 0.00225226040976988
102400 100 0.00226020675116666
102912 100.5 0.00226843603288949
103424 101 0.00227695216087072
103936 101.5 0.00228575976442994
104448 102 0.00229486104439869
104960 102.5 0.00230425220489314
105472 103 0.00231392428146144
105984 103.5 0.00232386716690836
106496 104 0.00233407200257926
107008 104.5 0.00234453037149812
107520 105 0.00235523259966535
108032 105.5 0.00236616725840115
108544 106 0.00237732208875509
109056 106.5 0.00238868579282903
109568 107 0.00240024953787743
110080 107.5 0.00241200698296226
110592 108 0.00242395271435835
111104 108.5 0.00243608089014499
111616 109 0.00244838605135842
112128 109.5 0.00246086500491931
112640 110 0.00247351694626678
113152 110.5 0.00248634178796646
113664 111 0.00249933848095548
114176 111.5 0.00251250466471054
114688 112 0.00252583715717228
115200 112.5 0.00253933198426871
115712 113 0.00255298431967617
116224 113.5 0.00256678920347843
116736 114 0.00258074242638479
117248 114.5 0.00259484059937837
117760 115 0.00260908049435732
118272 115.5 0.00262345903432124
118784 116 0.00263797466625269
