# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:05:31+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
# Run ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.5 1.06988127207709e-06 1.06988127207709e-06 1.06988127207709e-06
1024 1 1.90898524553777e-06 1.90898524553778e-06 1.90898524553778e-06
1536 1.5 2.78035651268855e-06 2.78035651268852e-06 2.78035651268852e-06
2048 2 3.14942491568522e-06 3.14942491568511e-06 3.14942491568521e-06
2560 2.5 3.30655147420708e-06 3.30655147420687e-06 3.30655147420705e-06
3072 3 3.6084098214697e-06 3.60840982146949e-06 3.60840982146958e-06
3584 3.5 3.70447368074503e-06 3.70447368074471e-06 3.70447368074475e-06
4096 4 3.72527012808672e-06 3.72527012808664e-06 3.72527012808664e-06
4608 4.5 3.82836651140142e-06 3.82836651140143e-06 3.82836651140182e-06
5120 5 3.89031435811164e-06 3.89031435811084e-06 3.8903143581117e-06
5632 5.5 3.90154200473109e-06 3.90154200473037e-06 3.90154200473162e-06
6144 6 3.87330602185884e-06 3.87330602185942e-06 3.87330602185986e-06
6656 6.5 3.78479081865146e-06 3.78479081865248e-06 3.78479081865269e-06
7168 7 3.62599898990749e-06 3.62599898990856e-06 3.62599898990887e-06
7680 7.5 3.47414289004946e-06 3.47414289005028e-06 3.4741428900494e-06
8192 8 3.39234418637184e-06 3.39234418637295e-06 3.39234418637052e-06
8704 8.5 3.3867362821654e-06 3.38673628216853e-06 3.38673628216193e-06
9216 9 3.41547090315517e-06 3.41547090315966e-06 3.41547090315426e-06
9728 9.5 3.45807097985488e-06 3.45807097985984e-06 3.45807097985991e-06
10240 10 3.50864605302835e-06 3.50864605302774e-06 3.50864605303237e-06
10752 10.5 3.56297681256921e-06 3.56297681256632e-06 3.56297681257259e-06
11264 11 3.65112881041798e-06 3.65112881042512e-06 3.6511288104273e-06
11776 11.5 3.79873798275006e-06 3.79873798275039e-06 3.79873798275541e-06
12288 12 3.91321246019095e-06 3.91321246018537e-06 3.91321246019021e-06
12800 12.5 3.92868522321281e-06 3.92868522321837e-06 3.92868522321775e-06
13312 13 3.94204637798771e-06 3.94204637799277e-06 3.94204637799027e-06
13824 13.5 3.96780268172559e-06 3.96780268172997e-06 3.96780268172589e-06
14336 14 3.95690731364132e-06 3.95690731364557e-06 3.95690731363997e-06
14848 14.5 3.96245587165142e-06 3.96245587165711e-06 3.96245587165286e-06
15360 15 4.04272826460713e-06 4.04272826461834e-06 4.04272826461962e-06
15872 15.5 4.16735932449053e-06 4.16735932449448e-06 4.16735932449803e-06
16384 16 4.28831750474949e-06 4.28831750474817e-06 4.28831750475001e-06
16896 16.5 4.3774698776121e-06 4.37746987761131e-06 4.37746987761257e-06
17408 17 4.41442943335379e-06 4.41442943335125e-06 4.41442943335465e-06
17920 17.5 4.40512756947221e-06 4.40512756946906e-06 4.40512756947288e-06
18432 18 4.32252659844613e-06 4.32252659845016e-06 4.32252659844802e-06
18944 18.5 4.16224535482946e-06 4.16224535483166e-06 4.16224535483113e-06
19456 19 4.03096019756884e-06 4.03096019756936e-06 4.03096019757213e-06
19968 19.5 3.94824709064431e-06 3.94824709064352e-06 3.94824709064361e-06
20480 20 3.85594484693622e-06 3.85594484693467e-06 3.85594484693857e-06
20992 20.5 3.78543407444213e-06 3.78543407444722e-06 3.78543407445473e-06
21504 21 3.74323728573835e-06 3.74323728575138e-06 3.74323728575371e-06
22016 21.5 3.71758345397872e-06 3.71758345397953e-06 3.71758345397626e-06
22528 22 3.70884455809944e-06 3.70884455809176e-06 3.70884455808896e-06
23040 22.5 3.69459682186831e-06 3.69459682186394e-06 3.69459682186636e-06
23552 23 3.68553174537048e-06 3.68553174536833e-06 3.68553174536731e-06
24064 23.5 3.68514316721784e-06 3.68514316722137e-06 3.68514316721194e-06
24576 24 3.69268406200911e-06 3.69268406200842e-06 3.69268406201693e-06
25088 24.5 3.75241737052821e-06 3.75241737052947e-06 3.75241737055742e-06
25600 25 3.87766137924634e-06 3.87766137924621e-06 3.87766137925455e-06
26112 25.5 3.95925435167807e-06 3.95925435166894e-06 3.95925435167214e-06
26624 26 3.95200643667922e-06 3.95200643667393e-06 3.95200643667829e-06
27136 26.5 3.94471226203041e-06 3.94471226202511e-06 3.94471226202894e-06
27648 27 3.93852964825547e-06 3.93852964823562e-06 3.93852964823765e-06
28160 27.5 3.92019096374579e-06 3.92019096373485e-06 3.92019096374026e-06
28672 28 3.94567566286663e-06 3.94567566287362e-06 3.94567566287771e-06
29184 28.5 4.02321948715513e-06 4.02321948716737e-06 4.02321948717276e-06
29696 29 4.09404910440637e-06 4.09404910440889e-06 4.09404910441789e-06
30208 29.5 4.11122881244428e-06 4.11122881244664e-06 4.1112288124515e-06
30720 30 4.07629407504249e-06 4.07629407504529e-06 4.07629407504781e-06
31232 30.5 4.03547404000306e-06 4.03547403999432e-06 4.03547403999892e-06
31744 31 4.00638850236308e-06 4.0063885023544e-06 4.00638850235725e-06
32256 31.5 3.97462450802015e-06 3.97462450801569e-06 3.974624508023e-06
32768 32 3.94506804596881e-06 3.94506804596269e-06 3.94506804597588e-06
33280 32.5 3.90756512591449e-06 3.90756512590569e-06 3.90756512590967e-06
33792 33 3.85767114679297e-06 3.85767114678425e-06 3.8576711467873e-06
34304 33.5 3.8103122819977e-06 3.81031228198863e-06 3.81031228200126e-06
34816 34 3.75177682873286e-06 3.75177682872662e-06 3.75177682872817e-06
35328 34.5 3.6680234217359e-06 3.66802342173441e-06 3.66802342172854e-06
35840 35 3.57268937826728e-06 3.57268937825882e-06 3.57268937827102e-06
36352 35.5 3.49624985498888e-06 3.49624985498512e-06 3.49624985499709e-06
36864 36 3.44720363082389e-06 3.44720363082426e-06 3.44720363082845e-06
37376 36.5 3.40381094790809e-06 3.40381094789822e-06 3.40381094790654e-06
37888 37 3.36804626221429e-06 3.3680462622033e-06 3.36804626220849e-06
38400 37.5 3.32096222126961e-06 3.32096222127936e-06 3.32096222128389e-06
38912 38 3.23609200318742e-06 3.23609200320307e-06 3.23609200320819e-06
39424 38.5 3.14916835840658e-06 3.14916835840693e-06 3.1491683584043e-06
39936 39 3.07146266656225e-06 3.07146266655308e-06 3.07146266655143e-06
40448 39.5 2.97576579348813e-06 2.9757657934693e-06 2.97576579347918e-06
40960 40 2.87614871116187e-06 2.87614871114716e-06 2.87614871115791e-06
41472 40.5 2.78347617913718e-06 2.78347617913979e-06 2.78347617914223e-06
41984 41 2.70819223209768e-06 2.70819223209595e-06 2.70819223209753e-06
42496 41.5 2.66724845406474e-06 2.6672484540666e-06 2.66724845407291e-06
43008 42 2.66457288309286e-06 2.66457288310046e-06 2.66457288310466e-06
43520 42.5 2.69455875449447e-06 2.69455875449218e-06 2.69455875449678e-06
44032 43 2.72027686644264e-06 2.7202768664327e-06 2.72027686644615e-06
44544 43.5 2.74980731139669e-06 2.74980731138577e-06 2.74980731140961e-06
45056 44 2.79522590986928e-06 2.79522590986676e-06 2.79522590989288e-06
45568 44.5 2.84339685876665e-06 2.84339685877237e-06 2.84339685878765e-06
46080 45 2.87321328697408e-06 2.87321328696021e-06 2.87321328697627e-06
46592 45.5 2.85840356778402e-06 2.85840356776306e-06 2.85840356778544e-06
47104 46 2.81776398906861e-06 2.8177639890648e-06 2.81776398907744e-06
47616 46.5 2.81588903901874e-06 2.81588903902262e-06 2.81588903903767e-06
48128 47 2.85090171130527e-06 2.85090171130109e-06 2.85090171132349e-06
48640 47.5 2.86651385051341e-06 2.86651385050454e-06 2.86651385051267e-06
49152 48 2.88159157833927e-06 2.88159157832926e-06 2.88159157832762e-06
49664 48.5 2.89593206711635e-06 2.89593206710779e-06 2.89593206711468e-06
50176 49 2.87720626820057e-06 2.87720626819111e-06 2.87720626820688e-06
50688 49.5 2.8421780484965e-06 2.84217804848604e-06 2.84217804850001e-06
51200 50 2.81875450238258e-06 2.81875450238621e-06 2.81875450238696e-06
51712 50.5 2.84281851946247e-06 2.8428185194667e-06 2.84281851946112e-06
52224 51 2.89381338843193e-06 2.8938133884241e-06 2.89381338843219e-06
52736 51.5 2.90588258374899e-06 2.90588258373734e-06 2.90588258374688e-06
53248 52 2.88915946244659e-06 2.88915946243462e-06 2.8891594624413e-06
53760 52.5 2.90373354447146e-06 2.90373354447358e-06 2.90373354448433e-06
54272 53 2.92959666197409e-06 2.92959666197277e-06 2.92959666198786e-06
54784 53.5 2.93820450654499e-06 2.93820450653382e-06 2.93820450654056e-06
55296 54 2.94579538910047e-06 2.94579538909316e-06 2.94579538909141e-06
55808 54.5 2.93862715783754e-06 2.93862715783302e-06 2.93862715783943e-06
56320 55 2.91137620384951e-06 2.91137620383594e-06 2.91137620384986e-06
56832 55.5 2.88043147612912e-06 2.8804314761256e-06 2.88043147612916e-06
57344 56 2.87406657544572e-06 2.87406657545885e-06 2.87406657545379e-06
57856 56.5 2.90420023803369e-06 2.9042002380337e-06 2.90420023803612e-06
58368 57 2.92060206514705e-06 2.92060206512476e-06 2.92060206514071e-06
58880 57.5 2.88272894101652e-06 2.88272894099259e-06 2.88272894101045e-06
59392 58 2.83644494702305e-06 2.83644494701376e-06 2.83644494702939e-06
59904 58.5 2.82921621311477e-06 2.8292162131155e-06 2.82921621313848e-06
60416 59 2.833237847575e-06 2.83323784758288e-06 2.83323784760173e-06
60928 59.5 2.81305888569265e-06 2.81305888570234e-06 2.81305888570076e-06
61440 60 2.77791465421393e-06 2.77791465420882e-06 2.7779146542051e-06
61952 60.5 2.74857493889403e-06 2.74857493887485e-06 2.74857493888439e-06
62464 61 2.70556657567877e-06 2.70556657566901e-06 2.70556657568827e-06
62976 61.5 2.65252085855412e-06 2.65252085855193e-06 2.65252085857806e-06
63488 62 2.63967671392475e-06 2.63967671391555e-06 2.63967671393373e-06
64000 62.5 2.64181476769522e-06 2.64181476769952e-06 2.64181476770479e-06
64512 63 2.60792616444509e-06 2.60792616445756e-06 2.60792616447079e-06
65024 63.5 2.56798514927294e-06 2.56798514927607e-06 2.56798514928814e-06
65536 64 2.55219408081163e-06 2.55219408081371e-06 2.55219408081762e-06
66048 64.5 2.54743419437112e-06 2.54743419437624e-06 2.54743419438856e-06
66560 65 2.53645238269125e-06 2.53645238269173e-06 2.53645238270471e-06
67072 65.5 2.52215438040124e-06 2.52215438039316e-06 2.52215438040436e-06
67584 66 2.50088849842264e-06 2.50088849842016e-06 2.50088849843277e-06
68096 66.5 2.46506564956794e-06 2.4650656495828e-06 2.46506564958179e-06
68608 67 2.42432903323832e-06 2.42432903324733e-06 2.4243290332458e-06
69120 67.5 2.39270579413331e-06 2.39270579413571e-06 2.39270579414952e-06
69632 68 2.37254278158996e-06 2.37254278158891e-06 2.37254278160534e-06
70144 68.5 2.34737947637705e-06 2.34737947636988e-06 2.34737947638466e-06
70656 69 2.32722931468385e-06 2.32722931467734e-06 2.32722931468219e-06
71168 69.5 2.31536650729262e-06 2.31536650729788e-06 2.31536650729044e-06
71680 70 2.285769757511e-06 2.28576975752512e-06 2.2857697575246e-06
72192 70.5 2.24062770879513e-06 2.24062770881693e-06 2.24062770881601e-06
72704 71 2.19628807156967e-06 2.19628807157747e-06 2.19628807157603e-06
73216 71.5 2.14912262304299e-06 2.14912262302394e-06 2.14912262303732e-06
73728 72 2.10964813665019e-06 2.10964813663143e-06 2.10964813665554e-06
74240 72.5 2.07994851694539e-06 2.07994851693658e-06 2.07994851695272e-06
74752 73 2.04852308417822e-06 2.04852308417868e-06 2.04852308418697e-06
75264 73.5 2.02440205943955e-06 2.02440205946012e-06 2.02440205945526e-06
75776 74 1.99479649609702e-06 1.99479649612823e-06 1.99479649611517e-06
76288 74.5 1.95429910823004e-06 1.95429910824957e-06 1.95429910824096e-06
76800 75 1.92181850395286e-06 1.92181850395289e-06 1.92181850396641e-06
77312 75.5 1.88651264421123e-06 1.88651264420258e-06 1.88651264423383e-06
77824 76 1.82873339566932e-06 1.82873339567359e-06 1.82873339568514e-06
78336 76.5 1.76443451229987e-06 1.76443451231418e-06 1.76443451230859e-06
78848 77 1.71197449497794e-06 1.71197449498051e-06 1.71197449499148e-06
79360 77.5 1.66429868214806e-06 1.66429868214388e-06 1.66429868215979e-06
79872 78 1.6097913212755e-06 1.60979132127832e-06 1.60979132127851e-06
80384 78.5 1.54889961968252e-06 1.54889961969346e-06 1.54889961968306e-06
80896 79 1.49503940219739e-06 1.49503940220684e-06 1.49503940221471e-06
81408 79.5 1.45851534688989e-06 1.45851534689524e-06 1.45851534689149e-06
81920 80 1.4184834145589e-06 1.41848341456918e-06 1.41848341455399e-06
82432 80.5 1.36559019130719e-06 1.36559019132294e-06 1.36559019132563e-06
82944 81 1.33385339269623e-06 1.33385339269725e-06 1.33385339271695e-06
83456 81.5 1.32411044809637e-06 1.32411044811499e-06 1.32411044811326e-06
83968 82 1.29736517638959e-06 1.29736517641813e-06 1.29736517640453e-06
84480 82.5 1.27170663363365e-06 1.27170663364389e-06 1.27170663365266e-06
84992 83 1.27089578720588e-06 1.27089578720448e-06 1.27089578721714e-06
85504 83.5 1.27650740119933e-06 1.27650740121013e-06 1.27650740121875e-06
86016 84 1.2776155447079e-06 1.27761554472545e-06 1.27761554473909e-06
86528 84.5 1.26919694743351e-06 1.26919694743166e-06 1.26919694744195e-06
87040 85 1.25966755357275e-06 1.25966755357158e-06 1.25966755356593e-06
87552 85.5 1.23621909169882e-06 1.23621909171842e-06 1.23621909170552e-06
88064 86 1.20825996687934e-06 1.20825996689179e-06 1.20825996689801e-06
88576 86.5 1.20849102780814e-06 1.20849102780325e-06 1.20849102782492e-06
89088 87 1.22436909994728e-06 1.22436909995375e-06 1.22436909996152e-06
89600 87.5 1.23664281149607e-06 1.23664281151299e-06 1.23664281152698e-06
90112 88 1.25166726976816e-06 1.25166726976763e-06 1.25166726979548e-06
90624 88.5 1.26044622881838e-06 1.26044622881764e-06 1.26044622884469e-06
91136 89 1.25742151857396e-06 1.25742151858916e-06 1.25742151860152e-06
91648 89.5 1.25787818022835e-06 1.25787818024962e-06 1.25787818024395e-06
92160 90 1.27069951421428e-06 1.27069951423142e-06 1.27069951422376e-06
92672 90.5 1.28918323079696e-06 1.28918323080588e-06 1.28918323080913e-06
93184 91 1.31504764935199e-06 1.31504764934939e-06 1.31504764936825e-06
93696 91.5 1.3466207388096e-06 1.34662073879177e-06 1.34662073881978e-06
94208 92 1.36439712626906e-06 1.36439712626214e-06 1.36439712628037e-06
94720 92.5 1.38549272889701e-06 1.38549272891124e-06 1.38549272891998e-06
95232 93 1.4140761282943e-06 1.41407612830112e-06 1.41407612831481e-06
95744 93.5 1.42927950649389e-06 1.42927950648151e-06 1.42927950650624e-06
96256 94 1.43154820913917e-06 1.4315482091274e-06 1.43154820914206e-06
96768 94.5 1.44074053287914e-06 1.44074053286671e-06 1.44074053286771e-06
97280 95 1.4578610214416e-06 1.45786102144349e-06 1.45786102144429e-06
97792 95.5 1.48261997338721e-06 1.48261997340844e-06 1.48261997340926e-06
98304 96 1.51453167669813e-06 1.51453167671375e-06 1.51453167672294e-06
98816 96.5 1.53809512777974e-06 1.53809512777505e-06 1.53809512779339e-06
99328 97 1.55342580186398e-06 1.55342580185527e-06 1.55342580186112e-06
99840 97.5 1.58077326991529e-06 1.58077326991788e-06 1.58077326991413e-06
100352 98 1.62365064080411e-06 1.62365064081259e-06 1.62365064080307e-06
100864 98.5 1.65377222526358e-06 1.65377222527751e-06 1.65377222526768e-06
101376 99 1.66707584727256e-06 1.66707584727889e-06 1.66707584728509e-06
101888 99.5 1.67502759944821e-06 1.67502759944194e-06 1.67502759946606e-06
102400 100 1.6908187813971e-06 1.69081878138896e-06 1.6908187814099e-06
102912 100.5 1.71350897327464e-06 1.7135089732681e-06 1.71350897327486e-06
103424 101 1.73633597910258e-06 1.73633597910065e-06 1.7363359790918e-06
