# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:05:31+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
# Run ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 3.47153424086342e-06
512 0.5 1.18206241773285e-05
1024 1 1.66726900976727e-05
1536 1.5 1.89128969178593e-05
2048 2 1.90316444365697e-05
2560 2.5 1.87281713938337e-05
3072 3 1.93730911488269e-05
3584 3.5 2.03572143039908e-05
4096 4 2.05889008774842e-05
4608 4.5 2.03617276872434e-05
5120 5 2.03639351661049e-05
5632 5.5 2.10802579120332e-05
6144 6 2.14369586134092e-05
6656 6.5 2.13996081325159e-05
7168 7 2.13649947612285e-05
7680 7.5 2.1748009169957e-05
8192 8 2.21548859063651e-05
8704 8.5 2.22282964696628e-05
9216 9 2.22267813524409e-05
9728 9.5 2.24159790861574e-05
10240 10 2.28330593137784e-05
10752 10.5 2.29132533339984e-05
11264 11 2.30115792600492e-05
11776 11.5 2.31541197854627e-05
12288 12 2.34343360583087e-05
12800 12.5 2.36213843194935e-05
13312 13 2.36786032127893e-05
13824 13.5 2.38168753642607e-05
14336 14 2.40733934822407e-05
14848 14.5 2.42276601544958e-05
15360 15 2.43614518014125e-05
15872 15.5 2.44678902602165e-05
16384 16 2.46132453335423e-05
16896 16.5 2.47695796760762e-05
17408 17 2.48354481876896e-05
17920 17.5 2.50205998184474e-05
18432 18 2.50970230367599e-05
18944 18.5 2.52624921409184e-05
19456 19 2.52903540451199e-05
19968 19.5 2.53129137327934e-05
20480 20 2.54514376641895e-05
20992 20.5 2.55179924026277e-05
21504 21 2.56714140711413e-05
22016 21.5 2.57116231724595e-05
22528 22 2.57274286068349e-05
23040 22.5 2.58488155840582e-05
23552 23 2.58979939334595e-05
24064 23.5 2.60807882846662e-05
24576 24 2.61249097230454e-05
25088 24.5 2.62089279828032e-05
25600 25 2.62892426093708e-05
26112 25.5 2.63765028898765e-05
26624 26 2.65591432734198e-05
27136 26.5 2.66289592299872e-05
27648 27 2.67733769286364e-05
28160 27.5 2.67974150371459e-05
28672 28 2.69440783091897e-05
29184 28.5 2.70808165404169e-05
29696 29 2.72065864665903e-05
30208 29.5 2.72974504130597e-05
30720 30 2.73527623819796e-05
31232 30.5 2.74558315799399e-05
31744 31 2.75548416527966e-05
32256 31.5 2.7673097285827e-05
32768 32 2.77372720261975e-05
33280 32.5 2.78113822566413e-05
33792 33 2.78588570030952e-05
34304 33.5 2.79191964871867e-05
