# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:05:31+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_2-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
# Run ID: run-TOV_pert_110_subgrid_2_dx_2-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.05.29-1125
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.5 -0.00454168026796094 -0.00454168026796094 -0.00454168026796094
1024 1 -0.00893219775279469 -0.00893219775279469 -0.00893219775279469
1536 1.5 -0.013042099324428 -0.013042099324428 -0.013042099324428
2048 2 -0.017041153238728 -0.017041153238728 -0.017041153238728
2560 2.5 -0.0211439346680632 -0.0211439346680632 -0.0211439346680632
3072 3 -0.0253210199683307 -0.0253210199683307 -0.0253210199683307
3584 3.5 -0.029451047361978 -0.029451047361978 -0.029451047361978
4096 4 -0.0335064586791467 -0.0335064586791467 -0.0335064586791467
4608 4.5 -0.0375043289489321 -0.0375043289489321 -0.0375043289489321
5120 5 -0.0414683511526612 -0.0414683511526612 -0.0414683511526612
5632 5.5 -0.0454260984145892 -0.0454260984145893 -0.0454260984145892
6144 6 -0.0493792899124584 -0.0493792899124584 -0.0493792899124584
6656 6.5 -0.0534970243409359 -0.0534970243409359 -0.0534970243409359
7168 7 -0.0577976024716453 -0.0577976024716453 -0.0577976024716452
7680 7.5 -0.0620439622723774 -0.0620439622723773 -0.062043962272377
8192 8 -0.0662386890413803 -0.0662386890413803 -0.0662386890413803
8704 8.5 -0.070376082858575 -0.0703760828585752 -0.0703760828585754
9216 9 -0.0744450474650741 -0.0744450474650743 -0.0744450474650743
9728 9.5 -0.0784402576019721 -0.0784402576019722 -0.0784402576019718
10240 10 -0.082361190098743 -0.0823611900987432 -0.0823611900987432
10752 10.5 -0.0862021964048467 -0.0862021964048468 -0.0862021964048473
11264 11 -0.0899534172292697 -0.0899534172292698 -0.08995341722927
11776 11.5 -0.0936065039928353 -0.0936065039928355 -0.0936065039928352
12288 12 -0.09715907377832 -0.0971590737783199 -0.0971590737783199
12800 12.5 -0.100612525056988 -0.100612525056988 -0.100612525056988
13312 13 -0.103968039680648 -0.103968039680648 -0.103968039680648
13824 13.5 -0.107227104988382 -0.107227104988381 -0.107227104988381
14336 14 -0.110392082876687 -0.110392082876687 -0.110392082876687
14848 14.5 -0.113465417726527 -0.113465417726527 -0.113465417726528
15360 15 -0.116449679929432 -0.116449679929432 -0.116449679929432
15872 15.5 -0.119348719709697 -0.119348719709698 -0.119348719709697
16384 16 -0.122165847084074 -0.122165847084074 -0.122165847084074
16896 16.5 -0.124885118791488 -0.124885118791487 -0.124885118791488
17408 17 -0.127403981032682 -0.127403981032681 -0.127403981032682
17920 17.5 -0.129670633976665 -0.129670633976665 -0.129670633976665
18432 18 -0.131540218484957 -0.131540218484956 -0.131540218484957
18944 18.5 -0.132804103711673 -0.132804103711672 -0.132804103711673
19456 19 -0.133336543130481 -0.13333654313048 -0.133336543130481
19968 19.5 -0.133117058333871 -0.133117058333869 -0.133117058333871
20480 20 -0.13220017351233 -0.132200173512327 -0.132200173512328
20992 20.5 -0.130681663047459 -0.130681663047458 -0.130681663047459
21504 21 -0.129821354500115 -0.129821354500115 -0.129821354500115
22016 21.5 -0.130420275107382 -0.130420275107381 -0.130420275107382
22528 22 -0.13145246220271 -0.131452462202711 -0.131452462202711
23040 22.5 -0.133085402028149 -0.13308540202815 -0.133085402028149
23552 23 -0.134446223250863 -0.134446223250863 -0.134446223250863
24064 23.5 -0.135522934364999 -0.135522934364998 -0.135522934364999
24576 24 -0.136311898735652 -0.136311898735652 -0.136311898735651
25088 24.5 -0.136818472382037 -0.136818472382037 -0.136818472382036
25600 25 -0.136955242605283 -0.136955242605284 -0.136955242605284
26112 25.5 -0.136516017799967 -0.136516017799968 -0.136516017799967
26624 26 -0.13540234522788 -0.135402345227881 -0.13540234522788
27136 26.5 -0.133653621743103 -0.133653621743103 -0.133653621743102
27648 27 -0.131318948332039 -0.131318948332037 -0.131318948332038
28160 27.5 -0.128443195939428 -0.128443195939427 -0.128443195939426
28672 28 -0.12689707077002 -0.126897070770019 -0.126897070770018
29184 28.5 -0.124982189508666 -0.124982189508666 -0.124982189508665
29696 29 -0.122364694574303 -0.122364694574302 -0.122364694574302
30208 29.5 -0.119184247571243 -0.119184247571241 -0.11918424757124
30720 30 -0.115590044077989 -0.115590044077989 -0.115590044077988
31232 30.5 -0.111736753443505 -0.111736753443505 -0.111736753443504
31744 31 -0.107791749159709 -0.107791749159709 -0.107791749159708
32256 31.5 -0.106792131997475 -0.106792131997475 -0.106792131997475
32768 32 -0.107797001518754 -0.107797001518752 -0.107797001518752
33280 32.5 -0.104527754716203 -0.104527754716203 -0.104527754716205
