# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 05 2024 at 14:17:05+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_0-5.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.05-12.17.01-8067
# Run ID: run-TOV_pert_110_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.05-12.17.01-8067
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 -0.000823908503872303
512 0.125 -0.000817204314657344
1024 0.25 -0.000823440819418017
1536 0.375 -0.000830296421248051
2048 0.5 -0.000837295603530825
2560 0.625 -0.000843718225363501
3072 0.75 -0.000849147858313257
3584 0.875 -0.000853775321225623
4096 1 -0.000858080135354282
4608 1.125 -0.000862445651249446
5120 1.25 -0.000867062157601693
5632 1.375 -0.000871711939476276
6144 1.5 -0.000876100335269792
6656 1.625 -0.000880092864296785
7168 1.75 -0.000883991681459833
7680 1.875 -0.000888356783028849
8192 2 -0.000893541657728172
8704 2.125 -0.000899404995057159
9216 2.25 -0.00090540574410649
9728 2.375 -0.000910992337526577
10240 2.5 -0.000915980030480681
10752 2.625 -0.000920597533226724
11264 2.75 -0.000925268125681045
11776 2.875 -0.000930177130530852
12288 3 -0.000935067293450194
12800 3.125 -0.000939411729486243
13312 3.25 -0.000942879924042655
13824 3.375 -0.000945675893821908
14336 3.5 -0.00094820608164205
14848 3.625 -0.000950918937090803
15360 3.75 -0.000954065197832089
15872 3.875 -0.000957560686003811
16384 4 -0.000960993509667157
16896 4.125 -0.000964126484488519
17408 4.25 -0.000967098773221968
17920 4.375 -0.000970308592056584
18432 4.5 -0.000974082378247777
18944 4.625 -0.000978401040356661
19456 4.75 -0.000982896962029714
19968 4.875 -0.000987124903124611
20480 5 -0.00099089665931562
20992 5.125 -0.000994408590075135
21504 5.25 -0.00099805142570201
22016 5.375 -0.00100206149498573
22528 5.5 -0.00100631108715377
23040 5.625 -0.00101040877120922
23552 5.75 -0.00101401297294714
24064 5.875 -0.00101709860529686
24576 6 -0.00101997271462952
25088 6.125 -0.00102303450741561
25600 6.25 -0.00102646521169373
26112 6.375 -0.00103009086053744
26624 6.5 -0.00103353520787029
27136 6.625 -0.00103654375912302
27648 6.75 -0.00103920899970122
28160 6.875 -0.00104191078111013
28672 7 -0.00104501820149663
29184 7.125 -0.00104860088995299
29696 7.25 -0.00105238480941574
30208 7.375 -0.00105598388897585
30720 7.5 -0.00105921748324549
31232 7.625 -0.00106225546746405
31744 7.75 -0.00106547113239498
32256 7.875 -0.00106908340583296
32768 8 -0.00107304402926482
33280 8.125 -0.00107706115916029
33792 8.25 -0.00108082669370541
34304 8.375 -0.00108425015233495
34816 8.5 -0.00108749340830663
35328 8.625 -0.00109080065539031
35840 8.75 -0.00109428691164962
36352 8.875 -0.00109786960371777
36864 9 -0.00110138990630904
37376 9.125 -0.00110479686764556
37888 9.25 -0.0011082119279867
38400 9.375 -0.00111180346960668
38912 9.5 -0.00111558171146245
39424 9.625 -0.00111931444380238
39936 9.75 -0.00112267763095162
40448 9.875 -0.00112554562402707
40960 10 -0.00112817313040777
41472 10.125 -0.00113107644965295
41984 10.25 -0.00113465622011709
42496 10.375 -0.00113882381064775
43008 10.5 -0.00114293311135306
43520 10.625 -0.00114616402910428
44032 10.75 -0.00114820145906353
44544 10.875 -0.00114970229626672
45056 11 -0.00115197160683116
45568 11.125 -0.00115585874332515
46080 11.25 -0.00116082433841771
46592 11.375 -0.00116527123286089
47104 11.5 -0.00116799452716028
47616 11.625 -0.00116926594918307
48128 11.75 -0.00117043907854627
48640 11.875 -0.00117269511708953
49152 12 -0.00117631856580753
49664 12.125 -0.00118082251532127
50176 12.25 -0.00118525001992031
50688 12.375 -0.00118850120770589
51200 12.5 -0.00119009562613386
51712 12.625 -0.00119088183024408
52224 12.75 -0.00119250148005052
52736 12.875 -0.00119583289372391
53248 13 -0.00120026747848716
53760 13.125 -0.00120458839752128
54272 13.25 -0.00120798751661176
54784 13.375 -0.00121011243422853
55296 13.5 -0.00121107255794086
55808 13.625 -0.00121198417031627
56320 13.75 -0.00121457765356617
56832 13.875 -0.00121926011523826
57344 14 -0.00122416763811967
57856 14.125 -0.00122717249983434
58368 14.25 -0.00122834971381618
58880 14.375 -0.0012294375846394
59392 14.5 -0.00123145385737785
59904 14.625 -0.00123414729743449
60416 14.75 -0.00123729157705901
60928 14.875 -0.00124089082497625
61440 15 -0.00124424759163125
61952 15.125 -0.00124644071122517
62464 15.25 -0.00124781337963737
62976 15.375 -0.00124956345358549
63488 15.5 -0.00125190425492168
64000 15.625 -0.00125416269286754
64512 15.75 -0.00125654037285081
65024 15.875 -0.00125985761666394
65536 16 -0.00126345537695077
66048 16.125 -0.00126549741419678
66560 16.25 -0.0012658792931137
67072 16.375 -0.00126679333995497
67584 16.5 -0.00126963146621379
68096 16.625 -0.00127319929652982
68608 16.75 -0.00127587230533056
69120 16.875 -0.00127773995889428
69632 17 -0.00127960430986717
70144 17.125 -0.00128146767517359
70656 17.25 -0.00128312890113191
71168 17.375 -0.00128498975522904
71680 17.5 -0.00128730744480995
72192 17.625 -0.00128969726652622
72704 17.75 -0.00129196695822018
73216 17.875 -0.00129431901654518
73728 18 -0.00129641361300845
74240 18.125 -0.00129762907837035
74752 18.25 -0.00129854552157213
75264 18.375 -0.00130057489873812
75776 18.5 -0.00130372481259549
76288 18.625 -0.00130638522564508
76800 18.75 -0.00130779444551317
77312 18.875 -0.00130900815072792
77824 19 -0.00131086192009109
78336 19.125 -0.00131272346468909
78848 19.25 -0.00131405207491546
79360 19.375 -0.00131559477316163
79872 19.5 -0.00131804644596805
80384 19.625 -0.00132074102176545
80896 19.75 -0.0013225992535631
81408 19.875 -0.001323528549432
81920 20 -0.00132425414277438
82432 20.125 -0.00132545893572903
82944 20.25 -0.00132743269216316
83456 20.375 -0.00132989216293355
83968 20.5 -0.00133198401112685
84480 20.625 -0.00133310425870926
84992 20.75 -0.00133369804889401
85504 20.875 -0.00133465659729575
86016 21 -0.00133619433324592
86528 21.125 -0.00133800872131074
87040 21.25 -0.00134009201808892
87552 21.375 -0.00134247669801918
88064 21.5 -0.001344589409565
88576 21.625 -0.00134587275554351
89088 21.75 -0.00134678128777429
89600 21.875 -0.00134821081326305
90112 22 -0.00135013336187527
90624 22.125 -0.00135165803463411
91136 22.25 -0.00135231057289885
91648 22.375 -0.00135251396388111
92160 22.5 -0.00135289520836641
92672 22.625 -0.00135371331196956
93184 22.75 -0.00135491452252908
93696 22.875 -0.00135633908843559
94208 23 -0.0013579207829046
94720 23.125 -0.00135982606854123
95232 23.25 -0.00136217098015985
95744 23.375 -0.00136456814605698
96256 23.5 -0.00136635434589247
96768 23.625 -0.00136733182173355
97280 23.75 -0.00136788370153265
97792 23.875 -0.00136837379189341
98304 24 -0.00136889531008705
98816 24.125 -0.00136954060435931
99328 24.25 -0.001370369341519
99840 24.375 -0.00137115799552914
100352 24.5 -0.00137174310061397
100864 24.625 -0.00137256329989428
101376 24.75 -0.00137426281567696
101888 24.875 -0.00137671256121367
102400 25 -0.00137892170412972
102912 25.125 -0.00138000343522262
103424 25.25 -0.00137994015070896
103936 25.375 -0.0013794945019117
104448 25.5 -0.00137964814092428
104960 25.625 -0.00138090350246151
105472 25.75 -0.00138276036340352
105984 25.875 -0.0013840660123193
106496 26 -0.001384251759441
107008 26.125 -0.00138407298453325
107520 26.25 -0.00138479848118906
108032 26.375 -0.00138678401969377
108544 26.5 -0.00138910170057477
109056 26.625 -0.00139047639475058
109568 26.75 -0.00139042868783406
110080 26.875 -0.00138964775020137
110592 27 -0.00138939527225022
111104 27.125 -0.00139042316186181
111616 27.25 -0.00139234818790874
112128 27.375 -0.00139410064569727
112640 27.5 -0.00139493272578062
113152 27.625 -0.00139494194778692
113664 27.75 -0.00139482522788664
114176 27.875 -0.00139532782323063
114688 28 -0.00139671308872181
115200 28.125 -0.00139845100859498
115712 28.25 -0.00139955180984785
116224 28.375 -0.0013995166096526
116736 28.5 -0.00139891207506519
117248 28.625 -0.00139880810402943
117760 28.75 -0.00139974000407175
118272 28.875 -0.00140135228290935
118784 29 -0.00140284957574147
119296 29.125 -0.00140359261089684
119808 29.25 -0.00140347835125583
120320 29.375 -0.00140304148771529
120832 29.5 -0.00140309304988676
121344 29.625 -0.00140400953319177
121856 29.75 -0.00140536437197172
122368 29.875 -0.00140634267685367
122880 30 -0.00140648526141454
123392 30.125 -0.00140604972117128
123904 30.25 -0.00140579844304196
124416 30.375 -0.00140642631910613
124928 30.5 -0.00140795037887665
125440 30.625 -0.00140953683910465
125952 30.75 -0.0014101020536809
126464 30.875 -0.00140929980156698
126976 31 -0.00140796965612265
127488 31.125 -0.00140753602499838
128000 31.25 -0.00140878579578935
128512 31.375 -0.00141104528879504
129024 31.5 -0.0014126196094628
129536 31.625 -0.00141235367370465
130048 31.75 -0.00141087410813437
130560 31.875 -0.00141002661659655
131072 32 -0.00141092214498833
131584 32.125 -0.0014127793223941
132096 32.25 -0.00141388872464599
132608 32.375 -0.00141347402441127
133120 32.5 -0.00141233385429276
133632 32.625 -0.00141183535551122
134144 32.75 -0.00141259791324358
134656 32.875 -0.00141409649361151
135168 33 -0.00141524807702429
135680 33.125 -0.00141531974993559
136192 33.25 -0.0014144604372754
136704 33.375 -0.00141350330907191
137216 33.5 -0.00141326168679912
137728 33.625 -0.00141393330903484
138240 33.75 -0.00141502293105189
138752 33.875 -0.00141572999085193
139264 34 -0.00141554821952061
139776 34.125 -0.00141472856108478
140288 34.25 -0.00141413151451004
140800 34.375 -0.00141438570749961
141312 34.5 -0.00141516771260459
141824 34.625 -0.00141554166255541
142336 34.75 -0.00141505311120263
142848 34.875 -0.00141423495096904
143360 35 -0.00141392905250902
143872 35.125 -0.00141435439742643
144384 35.25 -0.00141502387539454
144896 35.375 -0.00141537194472179
145408 35.5 -0.00141519293642251
145920 35.625 -0.00141457297542139
146432 35.75 -0.00141375582721466
146944 35.875 -0.00141318042847357
147456 36 -0.00141332316904167
147968 36.125 -0.00141415952076815
148480 36.25 -0.00141488677955907
148992 36.375 -0.00141460364807747
149504 36.5 -0.0014134058740142
150016 36.625 -0.0014124489725393
150528 36.75 -0.00141262292360769
151040 36.875 -0.00141343045605905
151552 37 -0.00141360554745182
152064 37.125 -0.00141270792009139
152576 37.25 -0.00141159171581717
153088 37.375 -0.00141125011513285
153600 37.5 -0.00141170642988746
154112 37.625 -0.00141225980321281
154624 37.75 -0.00141237066691286
155136 37.875 -0.00141192631488348
155648 38 -0.00141097466883483
156160 38.125 -0.00140975819318839
156672 38.25 -0.00140894744923853
157184 38.375 -0.00140923715983888
157696 38.5 -0.00141040896673799
158208 38.625 -0.00141117151133477
158720 38.75 -0.00141041665087357
159232 38.875 -0.00140855207969642
159744 39 -0.00140712153254373
160256 39.125 -0.00140704031592628
160768 39.25 -0.00140769688849004
161280 39.375 -0.00140799613873307
161792 39.5 -0.00140769529497208
162304 39.625 -0.00140720111770537
162816 39.75 -0.00140658087806878
163328 39.875 -0.00140563332826878
163840 40 -0.00140472607669878
164352 40.125 -0.00140457699323607
164864 40.25 -0.00140505268099731
165376 40.375 -0.00140506680704967
165888 40.5 -0.00140405136485062
166400 40.625 -0.00140280437301451
166912 40.75 -0.001402362473058
167424 40.875 -0.0014025965726484
167936 41 -0.00140255084143168
168448 41.125 -0.00140182694946931
168960 41.25 -0.0014009625099348
169472 41.375 -0.00140050745132637
169984 41.5 -0.00140029723664333
170496 41.625 -0.00139981696949946
171008 41.75 -0.0013989600046313
171520 41.875 -0.00139816730711895
172032 42 -0.00139787613457103
172544 42.125 -0.00139798792118124
173056 42.25 -0.00139793405097817
173568 42.375 -0.00139723666818322
174080 42.5 -0.00139598641552954
174592 42.625 -0.00139478668296104
175104 42.75 -0.00139422070049082
175616 42.875 -0.00139431803239355
176128 43 -0.00139453078953176
176640 43.125 -0.00139427806084904
177152 43.25 -0.00139348605003734
177664 43.375 -0.00139252183038734
178176 43.5 -0.00139170578127636
178688 43.625 -0.0013911001297911
179200 43.75 -0.00139068805277335
179712 43.875 -0.00139041737207821
180224 44 -0.00139004253886524
180736 44.125 -0.00138929445024478
181248 44.25 -0.00138832384655727
181760 44.375 -0.00138763846596233
182272 44.5 -0.00138745205817021
182784 44.625 -0.00138741041146241
183296 44.75 -0.00138711793834473
183808 44.875 -0.00138660683002389
184320 45 -0.0013860748275682
184832 45.125 -0.00138547348310651
185344 45.25 -0.00138466228372948
185856 45.375 -0.001383770920649
186368 45.5 -0.00138308355866539
186880 45.625 -0.0013826398982587
187392 45.75 -0.00138222568048893
187904 45.875 -0.00138173402602734
188416 46 -0.0013812671888495
188928 46.125 -0.00138084712832232
189440 46.25 -0.0013803272865371
189952 46.375 -0.00137974721518437
190464 46.5 -0.00137944770362643
190976 46.625 -0.00137950824433733
191488 46.75 -0.00137929685627342
192000 46.875 -0.0013780970729458
192512 47 -0.0013761879160843
193024 47.125 -0.00137478200796622
193536 47.25 -0.00137469717222992
194048 47.375 -0.00137547204618969
194560 47.5 -0.00137599905175559
195072 47.625 -0.00137565909946453
195584 47.75 -0.00137457627083276
196096 47.875 -0.00137316548566617
196608 48 -0.00137190947598161
197120 48.125 -0.00137135040620547
197632 48.25 -0.00137167466846753
198144 48.375 -0.00137219962773061
198656 48.5 -0.00137180399590051
199168 48.625 -0.00137021806383027
199680 48.75 -0.00136855400436639
200192 48.875 -0.0013681072704506
200704 49 -0.00136880864997891
201216 49.125 -0.00136936044498816
201728 49.25 -0.00136883060743286
202240 49.375 -0.00136754239751388
202752 49.5 -0.00136634291739067
203264 49.625 -0.00136564686490911
203776 49.75 -0.00136545431373114
204288 49.875 -0.00136568340592565
204800 50 -0.00136601600093751
205312 50.125 -0.00136584725821799
205824 50.25 -0.00136490439726774
206336 50.375 -0.00136369194059918
206848 50.5 -0.00136294256752255
207360 50.625 -0.00136282209115238
207872 50.75 -0.001362973914479
208384 50.875 -0.00136308869245452
208896 51 -0.00136304750718475
209408 51.125 -0.00136268860129367
209920 51.25 -0.00136190067812156
210432 51.375 -0.00136098626058861
210944 51.5 -0.00136055342927312
211456 51.625 -0.00136082291095288
211968 51.75 -0.00136122408746784
212480 51.875 -0.00136096128634338
212992 52 -0.00135997089515607
213504 52.125 -0.00135903734142668
214016 52.25 -0.00135885455603111
214528 52.375 -0.00135925052785276
215040 52.5 -0.00135953964498757
215552 52.625 -0.00135934580823666
216064 52.75 -0.0013587500406234
216576 52.875 -0.00135790879389939
217088 53 -0.00135702017420456
217600 53.125 -0.00135651395242589
218112 53.25 -0.00135669814094793
218624 53.375 -0.00135717964753301
219136 53.5 -0.00135714489782127
219648 53.625 -0.00135634993767558
220160 53.75 -0.00135540473421697
220672 53.875 -0.00135490948118152
