# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 05 2024 at 14:17:05+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_0-5.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.05-12.17.01-8067
# Run ID: run-TOV_pert_110_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.05-12.17.01-8067
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.125 1.87847009867643e-07 1.87847009868101e-07 1.87847009868628e-07
1024 0.25 5.0040496082017e-07 5.00404960821001e-07 5.00404960821267e-07
1536 0.375 9.93835642724094e-07 9.93835642724929e-07 9.93835642726349e-07
2048 0.5 1.62422442174822e-06 1.62422442175101e-06 1.62422442175017e-06
2560 0.625 2.29471752157508e-06 2.29471752157797e-06 2.29471752158003e-06
3072 0.75 2.86623592636002e-06 2.86623592636763e-06 2.8662359263716e-06
3584 0.875 3.21664586108486e-06 3.21664586109049e-06 3.21664586109505e-06
4096 1 3.29933529957554e-06 3.29933529957835e-06 3.29933529958205e-06
4608 1.125 3.18346628997405e-06 3.18346629000878e-06 3.18346628999406e-06
5120 1.25 3.04594590096022e-06 3.04594590099354e-06 3.04594590094744e-06
5632 1.375 3.05219902126758e-06 3.05219902128325e-06 3.05219902125254e-06
6144 1.5 3.19750463914809e-06 3.19750463916279e-06 3.19750463916941e-06
6656 1.625 3.34542750205698e-06 3.34542750203341e-06 3.34542750207906e-06
7168 1.75 3.40203141617734e-06 3.40203141620711e-06 3.40203141625227e-06
7680 1.875 3.38623683142353e-06 3.38623683147724e-06 3.38623683146637e-06
8192 2 3.37750183769389e-06 3.37750183774449e-06 3.3775018377362e-06
8704 2.125 3.42328653074132e-06 3.42328653079348e-06 3.42328653079218e-06
9216 2.25 3.50085803806057e-06 3.50085803809076e-06 3.50085803811707e-06
9728 2.375 3.56314402688299e-06 3.5631440269209e-06 3.56314402687113e-06
10240 2.5 3.59140230277744e-06 3.59140230280528e-06 3.59140230269481e-06
10752 2.625 3.6004647185394e-06 3.60046471850598e-06 3.60046471849328e-06
11264 2.75 3.61273483871595e-06 3.61273483867659e-06 3.61273483873466e-06
11776 2.875 3.63683046641847e-06 3.63683046644443e-06 3.63683046649574e-06
12288 3 3.6670576357316e-06 3.66705763574482e-06 3.66705763577684e-06
12800 3.125 3.6945294315084e-06 3.69452943153242e-06 3.6945294314899e-06
13312 3.25 3.71476271187669e-06 3.71476271199768e-06 3.71476271199245e-06
13824 3.375 3.7286130424657e-06 3.72861304260605e-06 3.7286130425881e-06
14336 3.5 3.73995903945221e-06 3.73995903948924e-06 3.73995903952458e-06
14848 3.625 3.75330126863346e-06 3.75330126860488e-06 3.75330126862278e-06
15360 3.75 3.77175125756676e-06 3.7717512576364e-06 3.7717512576684e-06
15872 3.875 3.7950904305124e-06 3.79509043068647e-06 3.79509043061366e-06
16384 4 3.81928047514238e-06 3.81928047508436e-06 3.81928047482447e-06
16896 4.125 3.83940141446223e-06 3.83940141450104e-06 3.83940141446476e-06
17408 4.25 3.85478847246123e-06 3.85478847236901e-06 3.85478847230235e-06
17920 4.375 3.87046921598958e-06 3.87046921556286e-06 3.87046921541556e-06
18432 4.5 3.89181145759547e-06 3.89181145760937e-06 3.89181145755379e-06
18944 4.625 3.9181320184683e-06 3.91813201840611e-06 3.91813201814953e-06
19456 4.75 3.94250555722119e-06 3.94250555744511e-06 3.9425055572501e-06
19968 4.875 3.95940116331612e-06 3.95940116363295e-06 3.95940116353578e-06
20480 5 3.9705286929391e-06 3.97052869423109e-06 3.97052869475536e-06
20992 5.125 3.98188955842692e-06 3.98188955770848e-06 3.98188955855304e-06
21504 5.25 3.99618404916827e-06 3.99618404977554e-06 3.9961840519975e-06
22016 5.375 4.01013562958467e-06 4.01013562999571e-06 4.01013562772022e-06
22528 5.5 4.01895295965937e-06 4.01895296010806e-06 4.01895295914896e-06
23040 5.625 4.02147285737517e-06 4.02147285697004e-06 4.02147285721392e-06
23552 5.75 4.02040515063579e-06 4.02040514903992e-06 4.02040514995213e-06
24064 5.875 4.0183958618923e-06 4.01839585934312e-06 4.0183958613512e-06
24576 6 4.01527772241177e-06 4.01527772143488e-06 4.0152777222514e-06
25088 6.125 4.00928990013879e-06 4.00928990037816e-06 4.00928990002308e-06
25600 6.25 3.99914414433968e-06 3.99914414584999e-06 3.99914414633678e-06
26112 6.375 3.98499930410895e-06 3.98499930472881e-06 3.98499930442082e-06
26624 6.5 3.96805823633093e-06 3.96805823512774e-06 3.96805823371859e-06
27136 6.625 3.94952850376186e-06 3.94952850337639e-06 3.94952850361888e-06
27648 6.75 3.93009002018998e-06 3.93009001606292e-06 3.9300900175235e-06
28160 6.875 3.90971556009647e-06 3.90971555523031e-06 3.90971555127407e-06
28672 7 3.8882508614219e-06 3.88825086427207e-06 3.8882508510151e-06
29184 7.125 3.86565129759265e-06 3.86565130517464e-06 3.86565129197061e-06
29696 7.25 3.84213227065034e-06 3.84213227287043e-06 3.8421322644817e-06
30208 7.375 3.81870586110894e-06 3.81870586661089e-06 3.81870586096494e-06
30720 7.5 3.79675880068663e-06 3.79675879609458e-06 3.79675880220283e-06
31232 7.625 3.77709900734724e-06 3.77709900493481e-06 3.77709901211419e-06
31744 7.75 3.75898276279962e-06 3.75898276445858e-06 3.75898276789247e-06
32256 7.875 3.74087252111934e-06 3.74087252759487e-06 3.74087252895906e-06
32768 8 3.72238538616558e-06 3.7223854058802e-06 3.72238541204219e-06
33280 8.125 3.70470007926826e-06 3.70470010361993e-06 3.70470010441867e-06
33792 8.25 3.68935503891929e-06 3.68935505783138e-06 3.68935506138371e-06
34304 8.375 3.67653064906355e-06 3.6765306520682e-06 3.67653065301041e-06
34816 8.5 3.66497723474534e-06 3.66497723120965e-06 3.66497722988478e-06
35328 8.625 3.65367457476089e-06 3.65367456666212e-06 3.65367455342061e-06
35840 8.75 3.64288983886941e-06 3.64288982344944e-06 3.64288979743326e-06
36352 8.875 3.63358874187978e-06 3.63358872008086e-06 3.63358870368421e-06
36864 9 3.62606429187795e-06 3.62606429996239e-06 3.62606428344231e-06
37376 9.125 3.6195168058882e-06 3.61951682075451e-06 3.61951679129848e-06
37888 9.25 3.61276001465726e-06 3.61276003433569e-06 3.61276001632999e-06
38400 9.375 3.60541612217843e-06 3.60541615128912e-06 3.60541612313762e-06
38912 9.5 3.59810542362497e-06 3.59810545792021e-06 3.59810542211674e-06
39424 9.625 3.59140712175899e-06 3.59140714591088e-06 3.59140711753624e-06
39936 9.75 3.58518505734407e-06 3.58518507178152e-06 3.58518504267755e-06
40448 9.875 3.57879366620636e-06 3.5787936675306e-06 3.57879365754024e-06
40960 10 3.57178622786886e-06 3.57178622958314e-06 3.57178620719999e-06
41472 10.125 3.56443361998858e-06 3.56443363491719e-06 3.5644336000242e-06
41984 10.25 3.55761965355031e-06 3.5576196642589e-06 3.55761962040186e-06
42496 10.375 3.55205931795159e-06 3.5520593476125e-06 3.55205929550238e-06
43008 10.5 3.54788136278859e-06 3.54788142068897e-06 3.54788135637052e-06
43520 10.625 3.5448025103561e-06 3.54480256976689e-06 3.54480253994108e-06
44032 10.75 3.54254420831504e-06 3.54254426498795e-06 3.54254422213121e-06
44544 10.875 3.54131464571842e-06 3.54131467860824e-06 3.54131464886003e-06
45056 11 3.54162036293437e-06 3.54162037455815e-06 3.54162033885193e-06
45568 11.125 3.54336099770003e-06 3.54336099413183e-06 3.54336095575317e-06
46080 11.25 3.54532430958068e-06 3.54532427914537e-06 3.5453242456428e-06
46592 11.375 3.54581062326223e-06 3.5458105895409e-06 3.54581056566291e-06
47104 11.5 3.54423416002761e-06 3.54423411162488e-06 3.5442340910851e-06
47616 11.625 3.54241529003726e-06 3.54241525723856e-06 3.54241522651683e-06
48128 11.75 3.54403808958331e-06 3.5440380506634e-06 3.5440380389104e-06
48640 11.875 3.55217141610594e-06 3.55217137125086e-06 3.55217142302797e-06
49152 12 3.56683746872546e-06 3.5668374166763e-06 3.56683747663305e-06
49664 12.125 3.58473036414858e-06 3.58473032189481e-06 3.58473037737863e-06
50176 12.25 3.60140848273591e-06 3.60140845182627e-06 3.60140848409673e-06
50688 12.375 3.61436649413203e-06 3.61436647380837e-06 3.61436646674378e-06
51200 12.5 3.6242064463052e-06 3.62420643679282e-06 3.62420640224818e-06
51712 12.625 3.63312442612502e-06 3.63312438350455e-06 3.63312434643434e-06
52224 12.75 3.64272446556988e-06 3.64272438768908e-06 3.64272437235585e-06
52736 12.875 3.65339639967967e-06 3.65339631050817e-06 3.65339630371931e-06
53248 13 3.66509925184308e-06 3.66509912086689e-06 3.66509914979631e-06
53760 13.125 3.67788908808388e-06 3.67788897702394e-06 3.67788896256916e-06
54272 13.25 3.69193072831662e-06 3.69193064389709e-06 3.69193061188404e-06
54784 13.375 3.7073931289575e-06 3.70739302777503e-06 3.70739298096444e-06
55296 13.5 3.72443729589171e-06 3.72443718900629e-06 3.72443712994911e-06
55808 13.625 3.74315959693891e-06 3.7431595061022e-06 3.74315943446829e-06
56320 13.75 3.76320566029769e-06 3.7632056076028e-06 3.76320553556271e-06
56832 13.875 3.7835142376309e-06 3.78351420043698e-06 3.78351413931323e-06
57344 14 3.80277290718957e-06 3.80277287804257e-06 3.80277284847808e-06
57856 14.125 3.82036484370341e-06 3.820364820634e-06 3.82036479649471e-06
58368 14.25 3.83701919553329e-06 3.8370191807308e-06 3.83701914940783e-06
58880 14.375 3.85419340715107e-06 3.85419338537712e-06 3.85419331585782e-06
59392 14.5 3.87205828709438e-06 3.87205826735215e-06 3.87205815386936e-06
59904 14.625 3.88845337366383e-06 3.88845333696387e-06 3.88845322234984e-06
60416 14.75 3.90071207706736e-06 3.90071200933304e-06 3.90071194808867e-06
60928 14.875 3.90851228513497e-06 3.9085122108247e-06 3.90851215121799e-06
61440 15 3.91422238098279e-06 3.91422228833796e-06 3.91422225932684e-06
61952 15.125 3.92092157447945e-06 3.920921474288e-06 3.92092147234036e-06
62464 15.25 3.93045780353506e-06 3.93045773956402e-06 3.93045772693795e-06
62976 15.375 3.94202797915131e-06 3.94202795040781e-06 3.94202793194817e-06
63488 15.5 3.95232838100172e-06 3.95232834793767e-06 3.9523283498451e-06
64000 15.625 3.95822226463703e-06 3.95822225269101e-06 3.95822223947206e-06
64512 15.75 3.95907633808279e-06 3.95907627304691e-06 3.9590762409783e-06
65024 15.875 3.95689185514569e-06 3.95689174062431e-06 3.95689167924016e-06
65536 16 3.95506119361417e-06 3.9550611047499e-06 3.95506103042176e-06
66048 16.125 3.95574399020516e-06 3.95574392810106e-06 3.95574389367735e-06
66560 16.25 3.95804499025954e-06 3.95804494280364e-06 3.95804497309599e-06
67072 16.375 3.95913248805442e-06 3.95913238241338e-06 3.95913249147688e-06
67584 16.5 3.95689854332795e-06 3.95689836245952e-06 3.9568984873367e-06
68096 16.625 3.95124667436903e-06 3.95124648883077e-06 3.95124661303504e-06
68608 16.75 3.94349656693713e-06 3.94349642978475e-06 3.94349659003108e-06
69120 16.875 3.93496293991021e-06 3.93496289460107e-06 3.93496309606951e-06
69632 17 3.92565236262214e-06 3.92565236026314e-06 3.92565254806022e-06
70144 17.125 3.91413415446429e-06 3.91413412911125e-06 3.91413418785101e-06
