# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 05 2024 at 14:17:05+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_0-5.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.05-12.17.01-8067
# Run ID: run-TOV_pert_110_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.05-12.17.01-8067
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.125 0.0171066207990427 0.0171066207990427 0.0171066207990427
1024 0.25 0.0166991482359201 0.0166991482359201 0.0166991482359201
1536 0.375 0.0162930684489305 0.0162930684489305 0.0162930684489305
2048 0.5 0.0158940134594079 0.0158940134594079 0.0158940134594079
2560 0.625 0.0155030945124305 0.0155030945124305 0.0155030945124305
3072 0.75 0.0151205266484145 0.0151205266484145 0.0151205266484145
3584 0.875 0.0147463097828506 0.0147463097828506 0.0147463097828506
4096 1 0.0143802926009375 0.0143802926009375 0.0143802926009375
4608 1.125 0.0140223753621115 0.0140223753621115 0.0140223753621115
5120 1.25 0.0136726303256568 0.0136726303256567 0.0136726303256567
5632 1.375 0.0133311145378811 0.0133311145378811 0.0133311145378811
6144 1.5 0.0129978494733891 0.0129978494733891 0.0129978494733892
6656 1.625 0.0126726954334197 0.0126726954334197 0.0126726954334197
7168 1.75 0.0123555015233488 0.0123555015233488 0.0123555015233487
7680 1.875 0.0120461599860448 0.0120461599860448 0.0120461599860447
8192 2 0.0117445990889174 0.0117445990889174 0.0117445990889175
8704 2.125 0.0114507744655591 0.0114507744655592 0.0114507744655593
9216 2.25 0.0111646576601346 0.0111646576601348 0.0111646576601347
9728 2.375 0.0108842606417423 0.0108842606417424 0.0108842606417422
10240 2.5 0.0106011055759233 0.0106011055759233 0.0106011055759235
10752 2.625 0.0103135539310008 0.010313553931001 0.0103135539310011
11264 2.75 0.0100052057984803 0.0100052057984804 0.0100052057984804
11776 2.875 0.0096766330934666 0.00967663309346661 0.00967663309346655
12288 3 0.009332015673993 0.00933201567399289 0.00933201567399304
12800 3.125 0.00897488776396653 0.00897488776396666 0.0089748877639666
13312 3.25 0.0086085012721381 0.00860850127213833 0.00860850127213829
13824 3.375 0.0082343465426165 0.00823434654261645 0.00823434654261674
14336 3.5 0.00825745136429344 0.00825745136429339 0.00825745136429361
14848 3.625 0.00848158634954346 0.00848158634954349 0.00848158634954351
15360 3.75 0.00870185568672781 0.00870185568672811 0.00870185568672794
15872 3.875 0.00891815362560632 0.00891815362560646 0.00891815362560634
16384 4 0.00913038187394419 0.00913038187394408 0.0091303818739441
16896 4.125 0.00933828298746293 0.00933828298746299 0.00933828298746306
17408 4.25 0.00954162713761003 0.00954162713761026 0.00954162713761008
17920 4.375 0.00974041950507351 0.00974041950507314 0.00974041950507261
18432 4.5 0.00993466685365644 0.00993466685365512 0.00993466685365449
18944 4.625 0.0101243678506297 0.0101243678506281 0.0101243678506273
19456 4.75 0.010309539418583 0.0103095394185814 0.0103095394185802
19968 4.875 0.0104902054546674 0.0104902054546661 0.0104902054546649
20480 5 0.0106663602569034 0.010666360256902 0.0106663602569011
20992 5.125 0.0108380108742656 0.010838010874264 0.0108380108742626
21504 5.25 0.0110051855956236 0.0110051855956226 0.0110051855956188
22016 5.375 0.0111679054862628 0.0111679054862624 0.0111679054862545
22528 5.5 0.0113261855138643 0.0113261855138639 0.0113261855138496
23040 5.625 0.0114800502078778 0.0114800502078778 0.0114800502078556
23552 5.75 0.0116295429450109 0.0116295429450125 0.0116295429449826
24064 5.875 0.0117747396644207 0.0117747396644234 0.0117747396643885
