# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 05 2024 at 14:17:05+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_0-5.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.05-12.17.01-8067
# Run ID: run-TOV_pert_110_subgrid_2_dx_0-5-MacBook-Pro-di-Federico.local-Federico-2024.06.05-12.17.01-8067
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.125 5.77763076910819e-06 5.77763076925769e-06 5.77763076940711e-06
1024 0.25 8.30244925572026e-06 8.30244925578219e-06 8.30244925584387e-06
1536 0.375 1.00641079207415e-05 1.00641079205313e-05 1.00641079203208e-05
2048 0.5 1.34264603110424e-05 1.34264603109518e-05 1.34264603108612e-05
2560 0.625 1.67943315784033e-05 1.67943315784794e-05 1.67943315785555e-05
3072 0.75 2.05229190445506e-05 2.05229190445705e-05 2.05229190445903e-05
3584 0.875 2.40161342269447e-05 2.40161342269417e-05 2.40161342269386e-05
4096 1 2.65511496128335e-05 2.65511496134011e-05 2.65511496134962e-05
4608 1.125 2.95892901390696e-05 2.9589290138299e-05 2.95892901382303e-05
5120 1.25 3.25415319407435e-05 3.25415319400053e-05 3.25415319399077e-05
5632 1.375 3.54497200073325e-05 3.54497200098448e-05 3.54497200098143e-05
6144 1.5 3.83344124475054e-05 3.83344124459792e-05 3.83344124458444e-05
6656 1.625 4.1175653064199e-05 4.11756530569663e-05 4.1175653056999e-05
7168 1.75 4.39290905742637e-05 4.39290905570238e-05 4.39290905572227e-05
7680 1.875 4.65600639158617e-05 4.65600639013137e-05 4.65600639012745e-05
8192 2 4.90670849259853e-05 4.90670849346972e-05 4.90670849349205e-05
8704 2.125 5.14730250421655e-05 5.14730250605609e-05 5.14730250637553e-05
9216 2.25 5.37920467290801e-05 5.37920467387155e-05 5.37920467425576e-05
9728 2.375 5.6002855772239e-05 5.60028557809676e-05 5.60028557754652e-05
10240 2.5 5.80540761000463e-05 5.8054076098692e-05 5.8054076089489e-05
10752 2.625 5.99006963360588e-05 5.99006963238658e-05 5.99006963247308e-05
11264 2.75 6.15433659770465e-05 6.15433659668532e-05 6.1543365973603e-05
11776 2.875 6.30372860447927e-05 6.30372860417311e-05 6.30372860364434e-05
12288 3 6.44565338255928e-05 6.44565338148714e-05 6.4456533803163e-05
12800 3.125 6.58373122070837e-05 6.58373121982222e-05 6.58373121924703e-05
13312 3.25 6.71427689238453e-05 6.71427689295308e-05 6.71427689342686e-05
13824 3.375 6.82880325861818e-05 6.82880325864756e-05 6.82880325960597e-05
14336 3.5 6.92038607136723e-05 6.92038607138665e-05 6.92038607130498e-05
14848 3.625 6.98907990350693e-05 6.98907990229846e-05 6.98907989910411e-05
15360 3.75 7.05411969902583e-05 7.05411969615935e-05 7.05411969362226e-05
15872 3.875 7.1060484150594e-05 7.10604841307227e-05 7.10604841282745e-05
16384 4 7.14081076120557e-05 7.14081076124829e-05 7.14081076144573e-05
16896 4.125 7.15377043402198e-05 7.15377043621735e-05 7.15377043583246e-05
17408 4.25 7.14533810674733e-05 7.14533811026718e-05 7.14533811069337e-05
17920 4.375 7.12237793274165e-05 7.12237793513648e-05 7.12237793674733e-05
18432 4.5 7.0935758652271e-05 7.09357586341576e-05 7.09357586430273e-05
18944 4.625 7.06255996938849e-05 7.06255996323616e-05 7.06255996188052e-05
19456 4.75 7.02464127489125e-05 7.02464126995158e-05 7.02464126861321e-05
19968 4.875 6.97017808861707e-05 6.97017808890025e-05 6.97017808995038e-05
20480 5 6.8922554815819e-05 6.89225548498047e-05 6.89225548757471e-05
20992 5.125 6.79241834362282e-05 6.79241834697824e-05 6.79241834732861e-05
21504 5.25 6.67930806611229e-05 6.67930806882915e-05 6.6793080676162e-05
22016 5.375 6.56145222592905e-05 6.56145222570949e-05 6.56145222723683e-05
22528 5.5 6.44238426592381e-05 6.44238426885452e-05 6.44238426630263e-05
23040 5.625 6.33273474577054e-05 6.33273474638237e-05 6.3327347511928e-05
23552 5.75 6.18675661495965e-05 6.1867566097259e-05 6.18675661800451e-05
24064 5.875 6.04896861497433e-05 6.048968613006e-05 6.04896860997831e-05
24576 6 5.89397809756414e-05 5.8939780988906e-05 5.89397809447715e-05
25088 6.125 5.74152447822909e-05 5.74152447775714e-05 5.74152447694232e-05
25600 6.25 5.58104939083203e-05 5.58104939110206e-05 5.58104939381064e-05
26112 6.375 5.45076105609539e-05 5.45076105728013e-05 5.4507610503467e-05
26624 6.5 5.30149945858095e-05 5.30149945942202e-05 5.30149945419063e-05
27136 6.625 5.08381166711006e-05 5.0838116693503e-05 5.08381167007816e-05
27648 6.75 4.9415015018727e-05 4.9415015015588e-05 4.94150149861956e-05
28160 6.875 4.73764290168621e-05 4.73764290140655e-05 4.73764289834336e-05
28672 7 4.56588348449115e-05 4.56588348404672e-05 4.56588348611445e-05
29184 7.125 4.40734719989017e-05 4.40734719926853e-05 4.40734720263202e-05
29696 7.25 4.3473477505892e-05 4.34734774915569e-05 4.34734775100768e-05
30208 7.375 4.20870344044188e-05 4.2087034414242e-05 4.20870344454103e-05
30720 7.5 4.05061963653842e-05 4.05061963909242e-05 4.05061964215931e-05
31232 7.625 3.93708903072925e-05 3.93708903003949e-05 3.93708902565857e-05
31744 7.75 3.8523438643151e-05 3.8523438651332e-05 3.85234386784561e-05
32256 7.875 3.72664412855417e-05 3.72664413091366e-05 3.72664412935723e-05
32768 8 3.60542873309078e-05 3.60542873146939e-05 3.60542873414259e-05
33280 8.125 3.52105577394158e-05 3.52105577643834e-05 3.52105578065416e-05
33792 8.25 3.43441996350309e-05 3.4344199534548e-05 3.43441995948202e-05
34304 8.375 3.37960828023168e-05 3.37960828349035e-05 3.37960828583065e-05
34816 8.5 3.30174191008022e-05 3.30174190246543e-05 3.30174191274532e-05
35328 8.625 3.18785547186969e-05 3.18785547422616e-05 3.18785547872784e-05
35840 8.75 3.11732060592215e-05 3.11732060758374e-05 3.11732059957183e-05
36352 8.875 3.05171044390573e-05 3.05171043946714e-05 3.05171044326418e-05
36864 9 2.94870320137822e-05 2.94870320703468e-05 2.94870318731532e-05
37376 9.125 2.89587058813765e-05 2.89587056669715e-05 2.89587038240362e-05
37888 9.25 2.85064320785133e-05 2.85064320578633e-05 2.85064308947371e-05
38400 9.375 2.8255942772028e-05 2.82559438359476e-05 2.82559526069786e-05
38912 9.5 2.83691730167803e-05 2.83691712549876e-05 2.83691757217179e-05
39424 9.625 2.76193864373225e-05 2.76193855373413e-05 2.76193943870423e-05
39936 9.75 2.67138238580856e-05 2.67138218527993e-05 2.67138141093378e-05
40448 9.875 2.6322008644607e-05 2.63220090057852e-05 2.63220053519333e-05
40960 10 2.67326422315613e-05 2.67326467555932e-05 2.67326504297909e-05
41472 10.125 2.79871766079865e-05 2.79871782254605e-05 2.79871735023067e-05
41984 10.25 2.77827544918994e-05 2.7782754720737e-05 2.77827605260114e-05
42496 10.375 2.76371527521803e-05 2.76371527255159e-05 2.76371527484953e-05
43008 10.5 2.8883555395849e-05 2.88835554453962e-05 2.88835554657011e-05
43520 10.625 3.00237255900255e-05 3.00237255775995e-05 3.00237255977201e-05
44032 10.75 3.14968162253187e-05 3.14968162148555e-05 3.14968162076284e-05
44544 10.875 3.302850644952e-05 3.30285064282893e-05 3.30285063906542e-05
45056 11 3.45313582358561e-05 3.45313582348301e-05 3.45313582132495e-05
45568 11.125 3.58955216461006e-05 3.58955216368518e-05 3.58955216736109e-05
46080 11.25 3.69629323128504e-05 3.69629323537237e-05 3.6962932350708e-05
46592 11.375 3.76876836030162e-05 3.76876836415002e-05 3.7687683744561e-05
47104 11.5 3.85880541634469e-05 3.85880542306768e-05 3.85880543400899e-05
47616 11.625 3.84145613033284e-05 3.84145613512561e-05 3.84145614967991e-05
48128 11.75 3.72488043754145e-05 3.72488043615994e-05 3.72488044043831e-05
48640 11.875 3.78184152138818e-05 3.78184153364118e-05 3.78184154802335e-05
49152 12 3.85473080951211e-05 3.85473081827049e-05 3.85473083516031e-05
49664 12.125 3.87543038671749e-05 3.87543037959261e-05 3.87543039134445e-05
50176 12.25 3.8462282396967e-05 3.84622821847807e-05 3.8462282241629e-05
50688 12.375 3.753989034954e-05 3.75398903790931e-05 3.75398903707841e-05
51200 12.5 3.69882569977614e-05 3.69882567973984e-05 3.69882568147727e-05
51712 12.625 3.63964417303345e-05 3.63964417319675e-05 3.6396441832926e-05
52224 12.75 3.75158330455306e-05 3.75158328939237e-05 3.75158329891556e-05
52736 12.875 3.82120234710214e-05 3.8212023358604e-05 3.82120233931287e-05
53248 13 3.80271933781695e-05 3.80271933726994e-05 3.80271935326838e-05
53760 13.125 3.71628082619751e-05 3.71628082625144e-05 3.71628082460279e-05
54272 13.25 3.68798914548698e-05 3.68798913247817e-05 3.68798914857501e-05
54784 13.375 3.68980749042537e-05 3.68980746380541e-05 3.689807466802e-05
55296 13.5 3.70531179343277e-05 3.70531180853499e-05 3.70531182446871e-05
55808 13.625 3.61722711894838e-05 3.61722709767661e-05 3.61722708605021e-05
56320 13.75 3.48138478193835e-05 3.48138476339468e-05 3.48138479966865e-05
56832 13.875 3.34898429119011e-05 3.34898422165025e-05 3.34898423749814e-05
57344 14 3.30239761156857e-05 3.30239763717284e-05 3.30239771258948e-05
57856 14.125 3.3551625041125e-05 3.35515694242006e-05 3.35515813158861e-05
58368 14.25 3.36389363008298e-05 3.36389596284204e-05 3.36389350530625e-05
58880 14.375 3.34322283315267e-05 3.34322491858488e-05 3.34322149910938e-05
59392 14.5 3.3804457941359e-05 3.38044022368113e-05 3.3804393602341e-05
59904 14.625 3.34960830689183e-05 3.34960470600343e-05 3.34960166759207e-05
60416 14.75 3.41616665775822e-05 3.41616253500949e-05 3.41616316535713e-05
60928 14.875 3.40540988496699e-05 3.4054128382021e-05 3.40541173774019e-05
61440 15 3.36684388976492e-05 3.3668418122102e-05 3.36683731875571e-05
61952 15.125 3.46307695846174e-05 3.46307885451951e-05 3.46307947109649e-05
62464 15.25 3.38714762427523e-05 3.38715120618258e-05 3.38715063645694e-05
62976 15.375 3.31157916359953e-05 3.3115792421828e-05 3.31157688812967e-05
63488 15.5 3.34186140652962e-05 3.34186049252868e-05 3.34185915105087e-05
64000 15.625 3.26576729728874e-05 3.26576869983093e-05 3.26576448759574e-05
64512 15.75 3.14657576516163e-05 3.14657219053227e-05 3.14657524281985e-05
65024 15.875 3.05017810933843e-05 3.0501796632251e-05 3.05017882111761e-05
65536 16 2.9942586280726e-05 2.99425868028272e-05 2.99425870278126e-05
66048 16.125 2.94521498081442e-05 2.94521297502758e-05 2.94521958569636e-05
66560 16.25 2.89078737829221e-05 2.8907846394904e-05 2.89078501260773e-05
67072 16.375 2.86026720419155e-05 2.86027044580967e-05 2.8602707610901e-05
67584 16.5 2.77764054934856e-05 2.77764336633936e-05 2.7776496511568e-05
68096 16.625 2.75704583877139e-05 2.75704626439156e-05 2.75704585308807e-05
68608 16.75 2.73156955524052e-05 2.73157058710802e-05 2.7315707776928e-05
69120 16.875 2.69628156152801e-05 2.69628131298812e-05 2.69628153428433e-05
69632 17 2.63643822206218e-05 2.63643804715475e-05 2.6364403057196e-05
70144 17.125 2.61391354544931e-05 2.61391344826161e-05 2.61391456709695e-05
70656 17.25 2.53038032120749e-05 2.53038098744617e-05 2.53037591901515e-05
71168 17.375 2.51048095042281e-05 2.51048337048043e-05 2.51048638207195e-05
71680 17.5 2.46834741361399e-05 2.46834989151391e-05 2.46834828659308e-05
72192 17.625 2.49128135983064e-05 2.49127826420729e-05 2.49127540500193e-05
72704 17.75 2.51605358639812e-05 2.51605408065575e-05 2.5160480102343e-05
73216 17.875 2.45787679654415e-05 2.45788050584182e-05 2.45787275082018e-05
73728 18 2.34274329859288e-05 2.34275085336185e-05 2.3427506781292e-05
74240 18.125 2.32899732003433e-05 2.32900232445165e-05 2.32900369078683e-05
74752 18.25 2.32343848682961e-05 2.32344635412618e-05 2.32344607005883e-05
75264 18.375 2.26174209931233e-05 2.26174099306856e-05 2.26173150538325e-05
75776 18.5 2.36004299384796e-05 2.36003652394591e-05 2.36004270515277e-05
76288 18.625 2.3885339170966e-05 2.38852075954979e-05 2.3885302097602e-05
76800 18.75 2.35816890119646e-05 2.35816099111366e-05 2.35816602720677e-05
77312 18.875 2.33939587031725e-05 2.33937775168409e-05 2.33936657594022e-05
77824 19 2.27533834837616e-05 2.27532352112497e-05 2.27532111787886e-05
78336 19.125 2.32721019639598e-05 2.3271318109737e-05 2.3271229466828e-05
78848 19.25 2.25638607414426e-05 2.25644590557207e-05 2.25642480708678e-05
79360 19.375 2.52249477743195e-05 2.52251538194122e-05 2.52250711143465e-05
79872 19.5 2.61025084429099e-05 2.61025941856773e-05 2.61025602796877e-05
80384 19.625 2.48614640998157e-05 2.4861515845814e-05 2.48613397324224e-05
80896 19.75 2.70049869375205e-05 2.70048437919009e-05 2.70048682068454e-05
81408 19.875 2.73096355967256e-05 2.73100171774259e-05 2.73100130396386e-05
81920 20 2.51725078171199e-05 2.517299424207e-05 2.51730458952189e-05
82432 20.125 2.58942757273289e-05 2.58934646578047e-05 2.58934224865227e-05
82944 20.25 2.57602471167222e-05 2.5759831772772e-05 2.57599404020216e-05
83456 20.375 2.94493129153136e-05 2.94492669130916e-05 2.94492672927098e-05
83968 20.5 3.10126932730318e-05 3.10126118610955e-05 3.10127691060835e-05
84480 20.625 3.04528770401008e-05 3.04527570646592e-05 3.04529271005533e-05
84992 20.75 2.79400840822885e-05 2.79398561191685e-05 2.79399622225688e-05
85504 20.875 2.69722076344765e-05 2.69721048263999e-05 2.69724352532235e-05
86016 21 2.58520340360294e-05 2.58519059622695e-05 2.58518182822041e-05
86528 21.125 2.85356489362931e-05 2.85356467817521e-05 2.85356372384461e-05
87040 21.25 2.98196778151495e-05 2.98198572352084e-05 2.98199572908761e-05
87552 21.375 2.9080522946408e-05 2.90807855305709e-05 2.90809611245281e-05
88064 21.5 2.70526606572847e-05 2.70517930714751e-05 2.70516085589212e-05
88576 21.625 2.61539373634353e-05 2.61525163356557e-05 2.61523373221526e-05
89088 21.75 2.55460083843277e-05 2.55463570823008e-05 2.55456520565937e-05
89600 21.875 2.52157845954173e-05 2.52157486427898e-05 2.52158822447982e-05
90112 22 2.39621822243818e-05 2.39622588148783e-05 2.39622708372104e-05
90624 22.125 2.40277224621599e-05 2.40274949302908e-05 2.4027634105516e-05
91136 22.25 2.26172446594689e-05 2.26171132633346e-05 2.2617276783735e-05
91648 22.375 2.24159724418182e-05 2.24156705372158e-05 2.24154961017715e-05
92160 22.5 2.1749666027913e-05 2.17497788711019e-05 2.17496652345166e-05
92672 22.625 2.11484732778788e-05 2.11487773586524e-05 2.11483393809953e-05
93184 22.75 2.27494859873234e-05 2.27494829068802e-05 2.27493078307375e-05
93696 22.875 2.48696428079646e-05 2.48701635135264e-05 2.48703601638212e-05
94208 23 2.55482129782732e-05 2.55494088431061e-05 2.55494897829411e-05
94720 23.125 2.44410873483458e-05 2.44427015897841e-05 2.44426978297409e-05
95232 23.25 2.45023886801484e-05 2.45028746186688e-05 2.45029080983935e-05
