# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:39:58+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
# Run ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
0 0 0 0 2.26057100296021 0 0.356935739517212 0 2.01628136634827 0 0 0 0 0 0 0 0 0 40.9742357151579 163392.644574907 0 163392.644574907 160 645311 2447 642864 0 0 0 0 2.25921368598938 1717533598.19529 266
512 0.25 640.92657825602 640.92657825602 3.80248308181763 1.404217004776 1.7631847858429 0 2.04325127601624 3 365487.669109853 365487.669109853 513224 513224 263298.335472713 263298.335472713 369728 369728 89.2463845820107 323476.463106001 8238.61817232067 315237.84493368 186 659866 17002 642864 0 0 0 0 3.79246187210083 1717533599.73721 905
1024 0.5 630.912417649593 630.912417649593 5.25127696990967 2.85301089286804 3.1480233669281 0 2.15023899078369 6 359777.105150883 359777.105150883 1026448 1026448 259184.429280832 259184.429280832 739456 739456 116.010736724333 318421.895985631 8661.81803952419 309760.077946107 284 678851 18419 660432 0 0 0 0 5.23307585716248 1717533601.186 1544
1536 0.75 631.148162993605 631.148162993605 6.6761839389801 4.27791786193848 4.50571060180664 0 2.17448830604553 9 359911.538671367 359911.538671367 1539672 1539672 259281.275563666 259281.275563666 1109184 1109184 140.983072567247 313330.271490752 9050.09965502753 304280.171835725 310 680280 19848 660432 0 0 0 0 6.6489109992981 1717533602.61091 2183
2048 1 625.848162493861 625.848162493861 8.15046000480652 5.75219392776489 5.85887503623962 0 2.39595413208008 12 356889.219275277 356889.219275277 2052896 2052896 257103.988247256 257103.988247256 1478912 1478912 178.915469259865 433134.714014435 9204.5463246301 423930.167689805 492 1324582 21286 1303296 0 0 0 0 8.11458015441895 1717533604.08518 2822
2560 1.25 624.334127424726 623.618124547525 9.60594511032104 7.20767903327942 7.19069027900696 0 2.41926193237305 15 356025.842459364 356025.842459364 2566120 2566120 256482.009182766 256482.009182766 1848640 1848640 212.813982746634 548913.507101311 9303.36613291218 539610.140968399 518 1325970 22674 1303296 0 0 0 0 9.56285905838013 1717533605.54067 3461
3072 1.5 628.799428447989 623.414828755644 10.9860601425171 8.58779406547546 8.50887584686279 0 2.52641606330872 18 358572.175406434 358572.175406434 3079344 3079344 258316.394534687 258316.394534687 2218368 2218368 232.52206184678 539265.085098225 9657.33556520922 529607.749533015 616 1344986 24122 1320864 0 0 0 0 10.9351859092712 1717533606.92078 4100
3584 1.75 631.291434740425 623.469390710055 12.377809047699 9.97954297065735 9.83164262771606 0 2.55001854896545 21 359993.2392258 359993.2392258 3592568 3592568 259340.132870786 259340.132870786 2588096 2588096 250.572780707823 528722.313449188 9956.5369337367 518765.776515451 642 1346420 25556 1320864 0 0 0 0 12.3196258544922 1717533608.31253 4739
4096 2 630.966635435558 623.99755970131 13.8093290328979 11.4110629558563 11.1534543037415 0 2.75609564781189 24 359808.022783088 359808.022783088 4105792 4105792 259206.702429242 259206.702429242 2957824 2957824 279.380646931212 624542.257882323 10091.590429987 614450.667452336 824 1990722 26994 1963728 0 0 0 0 13.7429633140564 1717533609.74405 5378
4608 2.25 624.455143953999 623.531544500972 15.3695740699768 12.9713079929352 12.5976204872131 0 2.77582454681396 27 356094.852000719 356094.852000719 4619016 4619016 256531.723848694 256531.723848694 3327552 3327552 305.199915778001 718592.480186499 10165.0331286959 708427.447057804 850 1992110 28382 1963728 0 0 0 0 15.2952449321747 1717533611.3043 6017
