# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:39:58+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
# Run ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.25 3.7765430841491e-07 3.77654308422626e-07 3.77654308429631e-07
1024 0.5 6.79170186505267e-07 6.79170186703764e-07 6.79170186862332e-07
1536 0.75 1.05664765814018e-06 1.05664765758529e-06 1.05664765754323e-06
2048 1 1.51191210031184e-06 1.51191210067113e-06 1.51191210108467e-06
2560 1.25 2.03334696451925e-06 2.03334696440968e-06 2.03334696493563e-06
3072 1.5 2.49170664151846e-06 2.49170664252793e-06 2.49170664244661e-06
3584 1.75 2.7925459343732e-06 2.79254593564197e-06 2.79254593471956e-06
4096 2 2.92845409198342e-06 2.92845409320816e-06 2.92845409299885e-06
4608 2.25 2.95144860466274e-06 2.95144860545424e-06 2.95144860523942e-06
5120 2.5 2.96647767134336e-06 2.96647767223856e-06 2.96647767135526e-06
5632 2.75 3.05631315505231e-06 3.0563131533831e-06 3.0563131550981e-06
6144 3 3.21496547696216e-06 3.21496547659282e-06 3.21496547858433e-06
6656 3.25 3.36717397881564e-06 3.36717397804327e-06 3.36717397889729e-06
7168 3.5 3.45759151742142e-06 3.45759151517101e-06 3.45759151695069e-06
7680 3.75 3.49528903408835e-06 3.49528902966053e-06 3.49528902393488e-06
8192 4 3.52570549379004e-06 3.52570549996335e-06 3.52570549758259e-06
8704 4.25 3.57586561419806e-06 3.57586561321557e-06 3.57586561137667e-06
9216 4.5 3.63506925235734e-06 3.63506924907231e-06 3.63506924954008e-06
9728 4.75 3.67793950941791e-06 3.67793950823024e-06 3.6779395172215e-06
10240 5 3.69142560783733e-06 3.69142559735533e-06 3.69142559005339e-06
10752 5.25 3.68578415396837e-06 3.68578412957847e-06 3.68578412624604e-06
11264 5.5 3.67274271450092e-06 3.67274271290073e-06 3.67274269489043e-06
11776 5.75 3.65692897116099e-06 3.6569289619391e-06 3.6569289568206e-06
12288 6 3.635720237186e-06 3.63572021994723e-06 3.63572024019565e-06
12800 6.25 3.60587156560232e-06 3.60587154380528e-06 3.605871546059e-06
13312 6.5 3.56567345256011e-06 3.56567342450907e-06 3.56567341963067e-06
