# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:39:58+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
# Run ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.25 7.65913869697462e-08 7.65913872714132e-08 7.65913875522992e-08
1024 0.5 2.01168539497807e-07 2.011685399574e-07 2.01168540560452e-07
1536 0.75 3.57358529738208e-07 3.5735852888607e-07 3.5735852882951e-07
2048 1 5.30861159555553e-07 5.30861161710601e-07 5.30861162124626e-07
2560 1.25 7.24889263689133e-07 7.24889263656233e-07 7.2488926424159e-07
3072 1.5 8.77918695822872e-07 8.77918698415673e-07 8.77918700585396e-07
3584 1.75 9.50363710339872e-07 9.50363713438876e-07 9.50363712414947e-07
4096 2 9.62623081987611e-07 9.62623085837793e-07 9.62623087133644e-07
4608 2.25 1.00494861914189e-06 1.00494861796324e-06 1.00494861573966e-06
5120 2.5 1.00176721982792e-06 1.0017672302226e-06 1.00176722879758e-06
5632 2.75 9.62843953475957e-07 9.6284395620889e-07 9.62843951586288e-07
6144 3 9.83050741164321e-07 9.83050752194354e-07 9.83050771321313e-07
6656 3.25 1.0802382864839e-06 1.08023828494427e-06 1.08023829484938e-06
7168 3.5 1.14050312876876e-06 1.14050311447586e-06 1.14050312175027e-06
7680 3.75 1.13316033897951e-06 1.13316031725502e-06 1.13316031469357e-06
8192 4 1.07060832277298e-06 1.07060831042184e-06 1.07060830576413e-06
8704 4.25 1.08123547911508e-06 1.08123547899548e-06 1.08123547760861e-06
9216 4.5 1.16213921484052e-06 1.16213920932505e-06 1.16213922767893e-06
9728 4.75 1.19180198777916e-06 1.1918019520579e-06 1.19180198933125e-06
10240 5 1.19012589815434e-06 1.19012586081948e-06 1.19012587974407e-06
10752 5.25 1.21054687295275e-06 1.21054684649965e-06 1.21054685330642e-06
11264 5.5 1.23133697442152e-06 1.23133696274346e-06 1.23133695258013e-06
11776 5.75 1.22308251561842e-06 1.22308249631567e-06 1.22308250422819e-06
12288 6 1.21583044582044e-06 1.21583042335872e-06 1.21583045147355e-06
12800 6.25 1.22883879392431e-06 1.2288388019354e-06 1.22883882058061e-06
13312 6.5 1.28573343561026e-06 1.28573340246771e-06 1.28573343486324e-06
13824 6.75 1.3038851478414e-06 1.30388511797978e-06 1.30388512400386e-06
14336 7 1.28333204090217e-06 1.28333202978415e-06 1.28333202590573e-06
14848 7.25 1.26040520528248e-06 1.2604051981669e-06 1.26040522854271e-06
15360 7.5 1.2665204383237e-06 1.26652045307771e-06 1.26652049681327e-06
15872 7.75 1.31920197066853e-06 1.31920191936339e-06 1.31920200241632e-06
16384 8 1.34454831902624e-06 1.34454829295412e-06 1.34454833813124e-06
16896 8.25 1.37164219333417e-06 1.37164217474449e-06 1.3716422404549e-06
17408 8.5 1.37254551038936e-06 1.37254548110471e-06 1.37254552125089e-06
17920 8.75 1.36158005145878e-06 1.36158003554532e-06 1.36158007297205e-06
18432 9 1.38306381624424e-06 1.3830638472042e-06 1.38306390532663e-06
18944 9.25 1.42304785827588e-06 1.42304791549861e-06 1.42304790209889e-06
19456 9.5 1.45309127416813e-06 1.45309126213145e-06 1.45309123804611e-06
19968 9.75 1.45441706862871e-06 1.45441700102322e-06 1.45441702861648e-06
20480 10 1.45750537726273e-06 1.45750537322916e-06 1.45750535974844e-06
20992 10.25 1.47330346185896e-06 1.47330350392967e-06 1.47330350545998e-06
21504 10.5 1.49396213709743e-06 1.49396216628705e-06 1.49396213338303e-06
22016 10.75 1.51488776667287e-06 1.51488774129825e-06 1.51488771047216e-06
22528 11 1.52064292310581e-06 1.52064289302362e-06 1.52064288248068e-06
23040 11.25 1.53275745628052e-06 1.53275748234813e-06 1.5327574571602e-06
23552 11.5 1.53461719466068e-06 1.53461723849327e-06 1.53461717966511e-06
24064 11.75 1.55489142456976e-06 1.55489141878801e-06 1.55489137909566e-06
24576 12 1.55638107439702e-06 1.55638112505424e-06 1.5563810459242e-06
25088 12.25 1.56178978147287e-06 1.56178976643296e-06 1.56178974691466e-06
25600 12.5 1.58013483198938e-06 1.58013493479498e-06 1.58013478540692e-06
26112 12.75 1.59287451840933e-06 1.59287460779087e-06 1.59287454053791e-06
26624 13 1.60732008792762e-06 1.60732010808662e-06 1.60732009681339e-06
27136 13.25 1.60008533849698e-06 1.60008545650046e-06 1.60008537146689e-06
27648 13.5 1.59719810420383e-06 1.59719837987033e-06 1.59719809879125e-06
28160 13.75 1.59406199501631e-06 1.59406225228706e-06 1.59406200920965e-06
28672 14 1.61914705357317e-06 1.61914736614969e-06 1.61914712353474e-06
29184 14.25 1.65241026078514e-06 1.65241046634584e-06 1.65241027908752e-06
29696 14.5 1.68242530360228e-06 1.68242555484809e-06 1.6824252824812e-06
30208 14.75 1.69386623154064e-06 1.6938664144023e-06 1.6938660659194e-06
30720 15 1.68458809969722e-06 1.68458820963355e-06 1.68458797914277e-06
31232 15.25 1.69027238782959e-06 1.69027251619393e-06 1.69027234691559e-06
31744 15.5 1.71869766452418e-06 1.7186977540707e-06 1.71869763868396e-06
32256 15.75 1.74776128518435e-06 1.74776162489401e-06 1.7477612839108e-06
32768 16 1.76423245859434e-06 1.76423262231549e-06 1.76423237036889e-06
33280 16.25 1.7713795990951e-06 1.77137965412872e-06 1.77137959953148e-06
33792 16.5 1.79229854562702e-06 1.79229856800814e-06 1.79229855902233e-06
34304 16.75 1.81270374192926e-06 1.81270366272067e-06 1.81270366103464e-06
34816 17 1.82438531408199e-06 1.82438546984883e-06 1.82438514378049e-06
35328 17.25 1.8223809487625e-06 1.82238153829703e-06 1.82238094800792e-06
35840 17.5 1.81105720901242e-06 1.81105803565169e-06 1.81105722681197e-06
36352 17.75 1.80877793273616e-06 1.80877863755257e-06 1.80877808966539e-06
36864 18 1.80988423646768e-06 1.80988460889262e-06 1.80988442412329e-06
37376 18.25 1.80464439756144e-06 1.80464386800436e-06 1.80464440891552e-06
37888 18.5 1.79391856842826e-06 1.79391791463347e-06 1.79391836496731e-06
38400 18.75 1.78532491079343e-06 1.78532442535295e-06 1.78532471021148e-06
38912 19 1.78335203391326e-06 1.78335184470352e-06 1.78335191072581e-06
39424 19.25 1.77104252065923e-06 1.77104257921279e-06 1.77104239608371e-06
39936 19.5 1.75457153325971e-06 1.75457162159315e-06 1.7545711888069e-06
40448 19.75 1.74835524345387e-06 1.74835498113369e-06 1.74835433835395e-06
40960 20 1.74238670304617e-06 1.74238696535384e-06 1.74238588664331e-06
41472 20.25 1.71802966845368e-06 1.71802987012192e-06 1.71803005486927e-06
41984 20.5 1.69047626231232e-06 1.69047639212585e-06 1.69047827759409e-06
42496 20.75 1.68271839225269e-06 1.68271688616462e-06 1.6827191968082e-06
43008 21 1.69457890218499e-06 1.6945797730459e-06 1.69458274291064e-06
43520 21.25 1.71102952487956e-06 1.71103203761011e-06 1.71103319297185e-06
44032 21.5 1.7189586317424e-06 1.71895993390245e-06 1.71895929474367e-06
44544 21.75 1.73027974131298e-06 1.73027704541541e-06 1.7302765874665e-06
45056 22 1.74768851010726e-06 1.74768581647373e-06 1.74768776610676e-06
45568 22.25 1.77011234186075e-06 1.77011111987513e-06 1.77011514106927e-06
46080 22.5 1.77786797018184e-06 1.77786760813452e-06 1.77787143033056e-06
46592 22.75 1.79366893845373e-06 1.79367160236893e-06 1.79367249821309e-06
47104 23 1.83014646894456e-06 1.83015015292458e-06 1.83015066046021e-06
47616 23.25 1.87053115369166e-06 1.87053207208581e-06 1.87053212299326e-06
48128 23.5 1.90621609159296e-06 1.90621670720434e-06 1.90621703320975e-06
48640 23.75 1.93839521083401e-06 1.93839399555955e-06 1.93839329794217e-06
49152 24 1.99384614716834e-06 1.99384328255756e-06 1.9938404444304e-06
49664 24.25 2.05512308448989e-06 2.05512121942664e-06 2.05511911550577e-06
50176 24.5 2.10812696857429e-06 2.10812460988936e-06 2.10812452417781e-06
50688 24.75 2.15029404092884e-06 2.15029071984533e-06 2.15029054012618e-06
51200 25 2.19748651324154e-06 2.19748634816849e-06 2.19748367365452e-06
51712 25.25 2.24545503663736e-06 2.24545694069138e-06 2.24545134497273e-06
52224 25.5 2.28970854151713e-06 2.28970992065556e-06 2.2897052279113e-06
