# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:39:58+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
# Run ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 0.00028057432351138
512 0.25 0.000284923547068181
1024 0.5 0.000290936841050477
1536 0.75 0.000273661034169261
2048 1 0.000251741332036591
2560 1.25 0.000242053895143156
3072 1.5 0.000238764386473359
3584 1.75 0.000235869883418807
4096 2 0.000229019161734872
4608 2.25 0.000215318615541053
5120 2.5 0.000203909312783826
5632 2.75 0.000202939943392841
6144 3 0.000203139882391519
6656 3.25 0.000193965123474041
7168 3.5 0.000181992127368829
7680 3.75 0.000178078405910682
8192 4 0.000179465464298369
8704 4.25 0.000177443392825614
9216 4.5 0.000171726360266454
9728 4.75 0.000167396966616521
10240 5 0.000165977856072366
10752 5.25 0.00016553619240165
11264 5.5 0.000164276940330857
11776 5.75 0.000162262982715574
12288 6 0.000173690889461481
12800 6.25 0.000216696126916452
13312 6.5 0.000256645849581683
13824 6.75 0.000293812995849727
14336 7 0.00033015173192831
14848 7.25 0.000367730849100592
15360 7.5 0.000407068171468156
15872 7.75 0.000446562823640251
16384 8 0.000483369959739077
16896 8.25 0.000515181625875369
17408 8.5 0.000542020839224944
17920 8.75 0.000567088709053601
18432 9 0.000595660262814518
18944 9.25 0.000631758920031894
19456 9.5 0.000672443204994086
19968 9.75 0.000708613847235945
20480 10 0.000732759611992567
20992 10.25 0.000748259581145522
21504 10.5 0.000768623052816955
22016 10.75 0.000803990833883633
22528 11 0.000849471589451062
23040 11.25 0.000890688890914343
23552 11.5 0.000920246915041098
24064 11.75 0.000943605586279761
24576 12 0.000968453302020181
25088 12.25 0.00099563988330742
25600 12.5 0.00102403602976221
26112 12.75 0.00105653294339594
26624 13 0.00109404592926579
27136 13.25 0.00112940889582958
27648 13.5 0.00115607026909147
28160 13.75 0.00117871208962918
28672 14 0.00120578943958978
29184 14.25 0.00123539879121141
29696 14.5 0.00125994171869337
30208 14.75 0.00128207152135186
30720 15 0.00131224778688134
31232 15.25 0.00135015842866371
31744 15.5 0.00138267962873688
32256 15.75 0.00140331335059023
32768 16 0.00142069468790899
33280 16.25 0.0014437259406662
33792 16.5 0.00147069728347483
34304 16.75 0.00149812421981796
34816 17 0.00152810136847138
35328 17.25 0.00156025229405921
35840 17.5 0.00158720387979809
36352 17.75 0.00160551874641221
36864 18 0.0016225096899377
37376 18.25 0.0016458636527848
37888 18.5 0.00167440321732404
38400 18.75 0.00170416150601778
38912 19 0.00173472864883946
39424 19.25 0.00176392832648069
39936 19.5 0.00178535297944439
40448 19.75 0.00179859792450474
40960 20 0.0018147566344639
41472 20.25 0.00184388615523728
41984 20.5 0.00188144301812863
42496 20.75 0.0019134647201661
43008 21 0.0019323362521298
43520 21.25 0.00194319609382486
44032 21.5 0.00195733026174376
44544 21.75 0.00198209008707594
45056 22 0.00201493570191666
45568 22.25 0.00204570875951246
46080 22.5 0.00206681127428317
46592 22.75 0.00208123252322163
47104 23 0.00209812401952314
47616 23.25 0.00212183458859125
48128 23.5 0.00214897110833112
48640 23.75 0.00217445377890786
49152 24 0.0021955135077502
49664 24.25 0.00221099024388449
50176 24.5 0.00222243278351374
50688 24.75 0.00223596286083577
51200 25 0.0022577219173838
51712 25.25 0.00228619121587173
52224 25.5 0.00231278093109351
52736 25.75 0.00233127994264708
53248 26 0.00234427043494757
53760 26.25 0.0023594825274375
54272 26.5 0.00238133809201733
54784 26.75 0.00240622507454952
55296 27 0.00242575463861931
55808 27.25 0.00243614930639053
56320 27.5 0.00244457932446104
56832 27.75 0.0024627430035682
57344 28 0.00249246196540652
57856 28.25 0.00252173720372031
58368 28.5 0.00253868867926954
58880 28.75 0.00254603930892952
59392 29 0.00255689452302867
59904 29.25 0.00257817629875183
60416 29.5 0.00260379948975874
60928 29.75 0.0026240922421507
61440 30 0.00263676854826479
61952 30.25 0.00264714525461197
62464 30.5 0.00266150634938799
62976 30.75 0.00268230272881843
63488 31 0.00270690009870438
64000 31.25 0.00272882142504014
64512 31.5 0.0027426185498554
65024 31.75 0.00275003464224126
65536 32 0.00275961166944397
66048 32.25 0.00277758564370541
66560 32.5 0.00280040958760795
67072 32.75 0.00281905820045943
67584 33 0.00283006057901031
68096 33.25 0.00283931955616471
68608 33.5 0.00285459429464618
69120 33.75 0.00287634628050396
69632 34 0.00289698189365082
70144 34.25 0.00290862911291625
70656 34.5 0.00291192689095347
71168 34.75 0.00291710324097672
71680 35 0.00293415867110251
72192 35.25 0.00296079501106851
72704 35.5 0.00298325723890562
73216 35.75 0.00299217596908354
73728 36 0.00299444133043144
74240 36.25 0.00300434592758217
74752 36.5 0.00302492923087917
75264 36.75 0.00304487670304357
75776 37 0.00305462677193533
76288 37.25 0.00305874411575529
76800 37.5 0.00306864316538771
77312 37.75 0.00308772746041035
77824 38 0.00310873170439183
78336 38.25 0.00312369338021525
78848 38.5 0.00313183916735661
79360 38.75 0.00313784969734967
79872 39 0.0031463307075781
80384 39.25 0.00315924398376517
80896 39.5 0.00317592249167281
81408 39.75 0.00319328061943704
81920 40 0.00320725181589051
82432 40.25 0.00321640155065071
82944 40.5 0.00322389861491681
83456 40.75 0.0032337792297358
83968 41 0.00324547801880032
84480 41.25 0.00325521766436174
84992 41.5 0.00326332871897064
85504 41.75 0.0032753553398737
86016 42 0.00329280438591678
86528 42.25 0.0033077540404026
87040 42.5 0.00331254915074498
87552 42.75 0.00331161021702125
88064 43 0.00331661867664867
88576 43.25 0.00333154252536221
89088 43.5 0.00334912938437475
89600 43.75 0.00336117690253192
90112 44 0.00336605729348875
90624 44.25 0.00336753500068347
91136 44.5 0.0033721142005389
91648 44.75 0.00338498140258912
92160 45 0.00340225211667821
92672 45.25 0.00341147337161504
93184 45.5 0.003407841341639
93696 45.75 0.0034047177949714
94208 46 0.0034171985641326
94720 46.25 0.00343940930009837
95232 46.5 0.0034513979560425
95744 46.75 0.00344742285245294
96256 47 0.00344346864869405
96768 47.25 0.0034538205939981
97280 47.5 0.00347235108605723
97792 47.75 0.00348352327063489
98304 48 0.00348360242677186
98816 48.25 0.0034823950202045
99328 48.5 0.00348761081084326
99840 48.75 0.00349651847871658
100352 49 0.00350418098990814
100864 49.25 0.00351192553234436
101376 49.5 0.00352232456256402
101888 49.75 0.00353128943134093
102400 50 0.00353305371364588
102912 50.25 0.00353067935324787
103424 50.5 0.0035335301510069
103936 50.75 0.00354458120263985
104448 51 0.00355714791308498
104960 51.25 0.00356432906322129
105472 51.5 0.00356594899237375
105984 51.75 0.00356646552279671
106496 52 0.00357068601714537
107008 52.25 0.00358033175688173
107520 52.5 0.00359120236252033
108032 52.75 0.00359638032384763
108544 53 0.00359531911964486
109056 53.25 0.00359571974732268
109568 53.5 0.00360335491528391
110080 53.75 0.00361480496842042
110592 54 0.00362334040909645
111104 54.25 0.00362716987359704
111616 54.5 0.00362898791099076
112128 54.75 0.00363172383182182
112640 55 0.0036370838614402
113152 55.25 0.00364487083391199
113664 55.5 0.00365248134898734
114176 55.75 0.00365751671385744
114688 56 0.00366067690622027
115200 56.25 0.00366433042359136
115712 56.5 0.0036698435421138
116224 56.75 0.00367744523857206
116736 57 0.00368579225312796
117248 57.25 0.00369122195601292
117760 57.5 0.00369194381678084
118272 57.75 0.00369308676852721
118784 58 0.00370124887622304
119296 58.25 0.00371331814142437
119808 58.5 0.00371865973174241
120320 58.75 0.00371502713224765
120832 59 0.00371389870119827
121344 59.25 0.00372459267656705
121856 59.5 0.00373996962493165
122368 59.75 0.00374581311324167
122880 60 0.00374077560789089
123392 60.25 0.00373791479452173
123904 60.5 0.00374597071669892
124416 60.75 0.00375794574546034
124928 61 0.00376301188106436
125440 61.25 0.00376268280433938
125952 61.5 0.00376649193365284
126464 61.75 0.00377535865224642
126976 62 0.00378053361718457
127488 62.25 0.00377955350669463
128000 62.5 0.00378125832763936
128512 62.75 0.00379055534476704
129024 63 0.00379944450530043
129536 63.25 0.0038005501623873
130048 63.5 0.00379965894337747
130560 63.75 0.00380522526232627
131072 64 0.00381373154680963
131584 64.25 0.00381687423573964
132096 64.5 0.00381700459503456
132608 64.75 0.00382269580655265
133120 65 0.00383271374182438
133632 65.25 0.00383761289818555
134144 65.5 0.00383620245897114
134656 65.75 0.00383758615890856
135168 66 0.00384545324859169
135680 66.25 0.00385230073587053
136192 66.5 0.00385295109384387
136704 66.75 0.0038532663389951
137216 67 0.00385958212334638
137728 67.25 0.003867960282642
138240 67.5 0.00387125468008557
138752 67.75 0.00387112913517691
139264 68 0.00387504505246502
139776 68.25 0.00388381551322066
140288 68.5 0.00389069800032339
140800 68.75 0.00389290245847401
141312 69 0.00389614379163542
141824 69.25 0.00390482298317227
142336 69.5 0.00391404926116918
142848 69.75 0.00391688468741055
143360 70 0.00391577709775097
143872 70.25 0.00392000593758043
144384 70.5 0.00393242559306122
144896 70.75 0.00394528213076492
145408 71 0.00395075608744607
145920 71.25 0.00395124992545939
146432 71.5 0.0039539870608486
146944 71.75 0.00396018026664331
147456 72 0.0039646489425128
147968 72.25 0.00396492333659723
148480 72.5 0.00396497354073527
148992 72.75 0.00396837457908814
149504 73 0.00397234497821584
150016 73.25 0.00397205719871049
150528 73.5 0.00396831501903929
151040 73.75 0.00396661414873598
151552 74 0.0039689158747885
152064 74.25 0.0039705103298891
152576 74.5 0.00396666675594882
153088 74.75 0.00395931537441509
153600 75 0.00395427905919103
154112 75.25 0.00395341361955757
154624 75.5 0.00395267747758223
155136 75.75 0.00394801638343489
155648 76 0.00394051262551155
156160 76.25 0.00393456169122895
156672 76.5 0.00393238874471754
157184 76.75 0.00393165125631868
157696 77 0.00392797508817191
158208 77.25 0.00391915497746115
158720 77.5 0.00390750800821917
159232 77.75 0.00389958012468186
159744 78 0.00389978854398548
160256 78.25 0.00390617411775958
160768 78.5 0.00391117755301535
161280 78.75 0.00390879955257247
161792 79 0.00390146504358716
162304 79.25 0.0038975892673301
162816 79.5 0.00390200945414444
163328 79.75 0.0039105865033154
163840 80 0.00391525198539752
164352 80.25 0.00391287360800076
164864 80.5 0.00390738539342538
165376 80.75 0.00390435255167949
165888 81 0.00390528577633453
166400 81.25 0.00390745616761597
166912 81.5 0.00390754596044716
167424 81.75 0.00390501910128744
167936 82 0.00390201304167622
168448 82.25 0.00390046481427221
168960 82.5 0.00389991683769479
169472 82.75 0.0038983806921812
169984 83 0.0038952511987423
170496 83.25 0.00389296021683215
171008 83.5 0.00389418011650188
171520 83.75 0.00389762003468052
172032 84 0.00389825774713404
172544 84.25 0.00389369126371001
173056 84.5 0.00388872362459147
173568 84.75 0.00389041636557316
174080 85 0.00389881369972839
174592 85.25 0.0039057953777361
175104 85.5 0.00390479630398332
175616 85.75 0.00389887279694828
176128 86 0.00389676368625067
176640 86.25 0.00390258027316848
177152 86.5 0.00391188123220914
177664 86.75 0.00391747324003493
178176 87 0.0039170414191482
178688 87.25 0.00391457069995366
179200 87.5 0.00391529324566518
179712 87.75 0.00392008448150579
180224 88 0.00392513288088241
180736 88.25 0.00392703468839553
181248 88.5 0.00392716909820263
181760 88.75 0.00392965018986042
182272 89 0.00393546312145747
182784 89.25 0.00394110314264513
183296 89.5 0.00394374643919135
183808 89.75 0.0039453996982366
184320 90 0.00394912653920799
184832 90.25 0.00395383136891622
185344 90.5 0.00395637499500221
185856 90.75 0.00395759292459415
186368 91 0.00396181437577375
186880 91.25 0.00397006854435351
187392 91.5 0.00397784588970129
187904 91.75 0.0039810425877083
188416 92 0.00398096421095773
188928 92.25 0.00398180230379818
189440 92.5 0.00398577540159001
189952 92.75 0.0039924139243312
190464 93 0.00400022677498826
190976 93.25 0.00400706829684741
191488 93.5 0.00401074065313736
192000 93.75 0.00401152020488951
192512 94 0.00401307240368091
193024 94.25 0.00401876805165739
193536 94.5 0.0040274316323745
194048 94.75 0.00403450310153373
194560 95 0.00403753117210446
195072 95.25 0.00403895320046587
195584 95.5 0.00404276674860325
196096 95.75 0.00404973760502558
196608 96 0.00405720036090969
197120 96.25 0.00406286943504134
197632 96.5 0.00406710571337772
198144 96.75 0.00407138398135583
198656 97 0.00407629177721263
199168 97.25 0.00408178100493631
199680 97.5 0.00408799381085582
200192 97.75 0.00409469691000193
200704 98 0.00410075265645626
201216 98.25 0.00410536485268267
201728 98.5 0.00410955513839022
202240 98.75 0.00411538899751773
202752 99 0.00412355904545537
203264 99.25 0.0041323246379406
203776 99.5 0.00413923237756371
204288 99.75 0.00414368755641965
204800 100 0.00414742428671109
205312 100.25 0.0041525155633733
205824 100.5 0.00415955726770329
206336 100.75 0.0041679528576886
206848 101 0.00417697403662714
207360 101.25 0.00418573028328072
207872 101.5 0.00419292199045536
208384 101.75 0.00419793222833109
208896 102 0.00420201459716
209408 102.25 0.00420742388696731
209920 102.5 0.00421534362642541
210432 102.75 0.004225184747243
210944 103 0.00423552089727013
211456 103.25 0.00424491505598017
211968 103.5 0.00425215776550315
212480 103.75 0.00425689605207823
212992 104 0.00426061989271277
213504 104.25 0.00426647445918368
214016 104.5 0.00427695101521328
214528 104.75 0.00429092710071902
215040 105 0.00430343070805624
215552 105.25 0.00430990742781624
216064 105.5 0.00431150544340844
216576 105.75 0.00431490221172728
217088 106 0.00432544524077073
217600 106.25 0.00434105746156834
218112 106.5 0.0043545254544977
218624 106.75 0.00436168933078045
219136 107 0.00436562519023723
219648 107.25 0.00437216545527026
220160 107.5 0.00438297385723075
220672 107.75 0.00439470324160231
221184 108 0.0044042705950405
221696 108.25 0.0044126820571939
222208 108.5 0.00442271162440906
222720 108.75 0.00443438780418226
223232 109 0.00444477610560155
223744 109.25 0.00445213131110651
224256 109.5 0.00445858332670229
224768 109.75 0.00446790339988887
225280 110 0.00448131254363549
225792 110.25 0.00449609357110149
226304 110.5 0.00450806969624606
226816 110.75 0.00451535888542339
227328 111 0.00452023097046444
227840 111.25 0.00452743207756966
228352 111.5 0.00454002487122725
228864 111.75 0.00455636231419919
229376 112 0.00457137213781134
229888 112.25 0.0045812088765905
230400 112.5 0.00458680230840477
230912 112.75 0.00459297888195692
231424 113 0.00460411055119845
231936 113.25 0.00462017559850719
232448 113.5 0.00463666692716597
232960 113.75 0.00464870157070872
233472 114 0.00465582740849355
233984 114.25 0.00466263298134811
234496 114.5 0.00467401553067937
235008 114.75 0.00468999162298142
235520 115 0.00470594323866055
236032 115.25 0.0047179613229722
236544 115.5 0.00472691109861759
237056 115.75 0.00473674640514662
237568 116 0.00474975165779485
238080 116.25 0.00476450211708438
238592 116.5 0.00477823453500613
239104 116.75 0.00479012570335483
239616 117 0.00480178062176723
240128 117.25 0.004814966641716
240640 117.5 0.00482943757788782
241152 117.75 0.00484319853235696
241664 118 0.00485490886532856
242176 118.25 0.00486577672584084
242688 118.5 0.00487854804780826
243200 118.75 0.00489435418089406
243712 119 0.00491105311368823
244224 119.25 0.00492535627949468
244736 119.5 0.00493646837456134
245248 119.75 0.00494694381990516
245760 120 0.00495984662237112
246272 120.25 0.00497567961775721
246784 120.5 0.00499233910284121
247296 120.75 0.00500748570653329
247808 121 0.00502051736071383
248320 121.25 0.00503267052134452
248832 121.5 0.00504579299922175
249344 121.75 0.00506087052883444
249856 122 0.00507724831023504
250368 122.25 0.00509324864730548
250880 122.5 0.00510779268711058
251392 122.75 0.0051213672052544
251904 123 0.0051352959928065
252416 123.25 0.00515037301534341
252928 123.5 0.00516647551470448
253440 123.75 0.00518306836732466
253952 124 0.0051994650729565
254464 124.25 0.00521486475599425
254976 124.5 0.0052290359106017
255488 124.75 0.00524316299536105
