# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:39:58+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
# Run ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.66986122441249
512 0.25 0.669838422706313
1024 0.5 0.669770810163502
1536 0.75 0.669660134746221
2048 1 0.669508276000195
2560 1.25 0.669317473182117
3072 1.5 0.669090779475678
3584 1.75 0.668832368931478
4096 2 0.668547440938945
4608 2.25 0.668241767470719
5120 2.5 0.667921177271908
5632 2.75 0.667591279462031
6144 3 0.66725751706505
6656 3.25 0.666925355955551
7168 3.5 0.666600325462922
7680 3.75 0.666287807005682
8192 4 0.665992674673269
8704 4.25 0.665719018905069
9216 4.5 0.665470123244995
9728 4.75 0.665248664529441
10240 5 0.665056934765287
10752 5.25 0.664896878746266
11264 5.5 0.664769904812294
11776 5.75 0.664676620678332
12288 6 0.664616714810214
12800 6.25 0.66458909455197
13312 6.5 0.664592195156588
13824 6.75 0.664624245734452
14336 7 0.664683319105856
14848 7.25 0.664767171482517
15360 7.5 0.66487306012444
15872 7.75 0.664997777710453
16384 8 0.665138016581035
16896 8.25 0.665290934023918
17408 8.5 0.665454558007413
17920 8.75 0.665627620914087
18432 9 0.665808712415472
18944 9.25 0.665995303232467
19456 9.5 0.666183720943092
19968 9.75 0.666370722621281
20480 10 0.666555820947824
20992 10.25 0.666742146865533
21504 10.5 0.666934334471512
22016 10.75 0.667134808451557
22528 11 0.667341967431389
23040 11.25 0.667552097938348
23552 11.5 0.667762846579736
24064 11.75 0.66797460359783
24576 12 0.668189083395949
25088 12.25 0.668407608977688
25600 12.5 0.668630852503516
26112 12.75 0.668858996091841
26624 13 0.66909119903412
27136 13.25 0.669325500909264
27648 13.5 0.669560265138426
28160 13.75 0.669795606040899
28672 14 0.670032785563377
29184 14.25 0.670272607865894
29696 14.5 0.670515272433399
30208 14.75 0.670761382471361
30720 15 0.671011720401594
31232 15.25 0.671265793310144
31744 15.5 0.671521754192654
32256 15.75 0.67177831454187
32768 16 0.672036017945796
33280 16.25 0.672296287780592
33792 16.5 0.672559985304399
34304 16.75 0.672827238727737
34816 17 0.673097777069082
35328 17.25 0.673370770391874
35840 17.5 0.673644994250222
36352 17.75 0.673919900334109
36864 18 0.674196251841494
37376 18.25 0.674475284321129
37888 18.5 0.67475754128839
38400 18.75 0.675042714628999
38912 19 0.675330007934208
39424 19.25 0.675618274409525
39936 19.5 0.675906505492059
40448 19.75 0.676194957889675
40960 20 0.676485523820579
41472 20.25 0.676780337656494
41984 20.5 0.677080082225281
42496 20.75 0.677384135060785
43008 21 0.677692406538503
43520 21.25 0.678006737791978
44032 21.5 0.678330398031728
