# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:39:58+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
# Run ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
0 0 0.188268428025234
512 0.25 0.188268428029857
1024 0.5 0.188268428043206
1536 0.75 0.188268428067371
2048 1 0.188268428102713
2560 1.25 0.188268428151076
3072 1.5 0.188268428214447
3584 1.75 0.188268428294257
4096 2 0.188268428387893
4608 2.25 0.188268428499874
5120 2.5 0.188268428634175
5632 2.75 0.188268428781972
6144 3 0.188268428950417
6656 3.25 0.188268429139182
7168 3.5 0.188268429351001
7680 3.75 0.188268429582803
8192 4 0.188268429833835
8704 4.25 0.188268430104899
9216 4.5 0.188268430396246
9728 4.75 0.188268430706283
10240 5 0.1882684310314
10752 5.25 0.18826843137243
11264 5.5 0.188268431731068
11776 5.75 0.18826843210955
12288 6 0.188268432507967
12800 6.25 0.188268432926284
13312 6.5 0.188268433363673
13824 6.75 0.188268433818877
14336 7 0.188268434288969
14848 7.25 0.188268434775022
15360 7.5 0.188268435275686
15872 7.75 0.188268435792495
16384 8 0.188268436325356
16896 8.25 0.188268436879544
17408 8.5 0.188268437451071
17920 8.75 0.188268438047029
18432 9 0.188268438663294
18944 9.25 0.188268439292452
19456 9.5 0.188268439933523
19968 9.75 0.188268440583715
20480 10 0.18826844125381
20992 10.25 0.188268441940635
21504 10.5 0.188268442635981
22016 10.75 0.188268443343835
22528 11 0.188268444066217
23040 11.25 0.188268444798356
23552 11.5 0.188268445542754
24064 11.75 0.188268446301333
24576 12 0.188268447070332
25088 12.25 0.188268447848397
25600 12.5 0.188268448638683
26112 12.75 0.188268449441634
26624 13 0.188268450258913
27136 13.25 0.188268451092233
27648 13.5 0.188268451944838
28160 13.75 0.188268452809869
28672 14 0.188268453688071
29184 14.25 0.18826845458056
29696 14.5 0.18826845549
30208 14.75 0.188268456412186
30720 15 0.188268457345942
31232 15.25 0.188268458290202
31744 15.5 0.188268459237125
32256 15.75 0.188268460198687
32768 16 0.188268461173805
33280 16.25 0.188268462155988
33792 16.5 0.188268463151851
34304 16.75 0.188268464155329
34816 17 0.188268465163204
35328 17.25 0.18826846618609
35840 17.5 0.188268467220241
36352 17.75 0.188268468259172
36864 18 0.188268469307703
37376 18.25 0.188268470363748
37888 18.5 0.18826847143179
38400 18.75 0.188268472509097
38912 19 0.188268473596537
39424 19.25 0.188268474688832
39936 19.5 0.188268475792968
40448 19.75 0.1882684769084
40960 20 0.188268478030745
41472 20.25 0.188268479160485
41984 20.5 0.188268480306533
42496 20.75 0.188268481465483
43008 21 0.188268482638826
