# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Pro-di-Federico.local by Federico on Jun 04 2024 at 22:39:58+0200
# parameter filename: "TOV_pert_110_subgrid_2_dx_1-0.par"
# Build ID: build-sim-macbook-pro-di-federico.local-Federico-2024.05.24-20.15.30-64071
# Simulation ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
# Run ID: run-TOV_pert_110_subgrid_2_dx_1-0-MacBook-Pro-di-Federico.local-Federico-2024.06.04-20.39.55-1626
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
0 0 0.00370720323063203
512 0.25 0.00370497138470316
1024 0.5 0.00370254606380035
1536 0.75 0.00369996237448662
2048 1 0.00369727209069741
2560 1.25 0.00369453606402215
3072 1.5 0.00369181079114717
3584 1.75 0.00368914694266022
4096 2 0.00368658521041129
4608 2.25 0.00368414886652725
5120 2.5 0.00368184523689434
5632 2.75 0.00367963764969261
6144 3 0.00367747040039365
6656 3.25 0.00367533725552252
7168 3.5 0.00367323332693552
7680 3.75 0.00367115375056942
8192 4 0.00366909337261694
8704 4.25 0.00366704652292232
9216 4.5 0.00366500690459177
9728 4.75 0.00366296757534865
10240 5 0.00366092099784066
10752 5.25 0.00365885901766788
11264 5.5 0.00365677285076175
11776 5.75 0.0036546531273066
12288 6 0.00365248999866983
12800 6.25 0.00365027331877985
13312 6.5 0.0036479928516733
13824 6.75 0.00364563845622931
14336 7 0.00364320026791932
14848 7.25 0.00364066904823293
15360 7.5 0.00363803658240394
15872 7.75 0.00363529594539724
16384 8 0.00363244135763235
16896 8.25 0.00362946788598555
17408 8.5 0.00362637063875427
17920 8.75 0.00362314394673207
18432 9 0.00361977398113162
18944 9.25 0.00361621261132405
19456 9.5 0.00361244860172515
19968 9.75 0.00360848389030977
20480 10 0.00360432439149825
20992 10.25 0.00359997176455906
21504 10.5 0.00359542444795572
22016 10.75 0.00359067981815647
22528 11 0.00358573836500213
23040 11.25 0.00358060645561376
23552 11.5 0.00357529489477841
24064 11.75 0.00356981552589566
24576 12 0.00356417955308075
25088 12.25 0.00355839790524527
25600 12.5 0.00355248133962606
26112 12.75 0.00354643964781591
26624 13 0.00354028168929963
27136 13.25 0.00353401678154332
27648 13.5 0.003527655422849
28160 13.75 0.00352120802523795
28672 14 0.00351468328669858
29184 14.25 0.00350808816712399
29696 14.5 0.00350142874189831
30208 14.75 0.00349471004643388
30720 15 0.00348793510873008
31232 15.25 0.00348110496035463
31744 15.5 0.00347421991949617
32256 15.75 0.00346728051182344
32768 16 0.00346028707378652
33280 16.25 0.00345323893132128
33792 16.5 0.00344613417745485
34304 16.75 0.00343896989478689
34816 17 0.00343174239426082
35328 17.25 0.00342444765374226
35840 17.5 0.00341708205572402
36352 17.75 0.00340964284788681
